weather,city,scenario,time_slice,severity,weather_year,analysis_state_sha256,zone,zone_label,floor,area_m2,high_tail_pct,mean_p_tail,mean_warm_tail,mean_cold_tail,mean_expected_tsv
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_top_zn_2,Top P2,top,131.26,19.97126436781609,0.12840689672250558,0.10233885380572155,0.026068042916784013,0.34353792878593187
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_top_zn_1,Top P1,top,207.34,41.75646551724138,0.1987804202286372,0.17748778467191476,0.02129263555672244,0.5837767864279889
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_top_zn_4,Top P4,top,131.25,17.881944444444446,0.11950605535364336,0.09260898239839684,0.02689707295524654,0.30437735719644593
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_bot_zn_3,Bottom P3,bottom,207.34,21.24640804597701,0.13360071814499636,0.10686787659954904,0.026732841545447302,0.3365404483589657
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_bot_zn_2,Bottom P2,bottom,131.26,19.42049808429119,0.12932030515188517,0.10238664805331808,0.026933657098567102,0.3390600442860798
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_bot_zn_1,Bottom P1,bottom,207.34,55.22629310344828,0.23450034338683964,0.21636991843544848,0.01813042495139117,0.7177459587049146
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_bot_zn_4,Bottom P4,bottom,131.25,17.037835249042146,0.12056024871929984,0.0929695544757709,0.027590694243528936,0.30110465372251705
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_mid_zn_3,Middle P3,middle,207.34,27.328783524904214,0.1469570848314378,0.12214362897041077,0.024813455861027022,0.40183877760719144
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_mid_zn_2,Middle P2,middle,131.26,21.461925287356323,0.1303363545880477,0.10446107806570978,0.025875276522337922,0.3473257691106329
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_mid_zn_1,Middle P1,middle,207.34,49.19181034482759,0.22231674433762336,0.20287726348373278,0.01943948085389057,0.6656836372770217
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,83eb83d36bde149a73f0e4b476be97c2571af1f88ae362f827add814d1fa0573,perimeter_mid_zn_4,Middle P4,middle,131.25,20.462164750957854,0.12488939855306835,0.09842733621764108,0.026462062335427285,0.32393631765995395
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,core_bottom,Core bottom,bottom,983.54,7.740660919540229,0.09658049129944749,0.06582946543385751,0.03075102586558997,0.2132026852169436
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,core_mid,Core middle,middle,983.54,12.984913793103448,0.10581905295866016,0.07679152823162802,0.029027524727032145,0.2389173527431746
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,core_top,Core top,top,983.54,11.38050766283525,0.0994375926028802,0.06926120130810887,0.03017639129477133,0.2113718960811766
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_top_zn_3,Top P3,top,207.34,13.76317049808429,0.10905700813352454,0.08017542503643255,0.028881583097091986,0.2558817483780294
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_top_zn_2,Top P2,top,131.26,11.901340996168583,0.1067785237019087,0.07824854586705864,0.028529977834850066,0.2613495822824803
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_top_zn_1,Top P1,top,207.34,31.872605363984675,0.1689878952104688,0.14482479164177478,0.024163103568694045,0.4770533095309203
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_top_zn_4,Top P4,top,131.25,10.374760536398467,0.10049035710393743,0.071610962292175,0.02887939481176242,0.2361744509950508
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_bot_zn_3,Bottom P3,bottom,207.34,10.775862068965516,0.10167734804431644,0.07238196303732997,0.029295385006986474,0.2236495608944034
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_bot_zn_2,Bottom P2,bottom,131.26,11.045258620689655,0.10567987918541757,0.07632594203471181,0.029353937150705767,0.2515881517004614
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_bot_zn_1,Bottom P1,bottom,207.34,43.13338122605364,0.20255610581362918,0.1817015768659936,0.02085452894763555,0.6037591054497045
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_bot_zn_4,Bottom P4,bottom,131.25,9.26125478927203,0.09842067385441178,0.06861812361901656,0.029802550235395214,0.22294097046382536
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_mid_zn_3,Middle P3,middle,207.34,15.044300766283525,0.11378190800948976,0.08587747419274624,0.02790443381674352,0.2793466573165499
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_mid_zn_2,Middle P2,middle,131.26,12.278496168582375,0.10640307625691717,0.07780968575545237,0.028593390501464803,0.2590675421179324
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_mid_zn_1,Middle P1,middle,207.34,36.55411877394636,0.18808952887918945,0.16559341326336977,0.022496115615819667,0.5432246740964654
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,f513690e57359d0b270e71b27386db42c7255f624bce2eeea381419bfe19e4db,perimeter_mid_zn_4,Middle P4,middle,131.25,11.344588122605364,0.102155562687289,0.07347262917513338,0.02868293351215561,0.24276286320520557
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,core_bottom,Core bottom,bottom,983.54,23.233955938697317,0.1365340936183857,0.10816267670371518,0.028371416914670516,0.32344603718668924
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,core_mid,Core middle,middle,983.54,28.72365900383142,0.15147499803356282,0.125503641820064,0.025971356213498806,0.3764542896141526
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,core_top,Core top,top,983.54,27.113266283524908,0.14314569401612692,0.115842357441175,0.027303336574951917,0.33991965407017577
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_3,Top P3,top,207.34,30.14248084291188,0.1596470947406209,0.13404442326878724,0.02560267147183364,0.4050839310302902
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_2,Top P2,top,131.26,27.173132183908045,0.14808274951367428,0.12265649647150863,0.025426253042165642,0.3826276154552915
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_1,Top P1,top,207.34,49.12595785440613,0.2245905116043136,0.20351455120739556,0.02107596039691803,0.6447975291791829
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_4,Top P4,top,131.25,22.32998084291188,0.13217949400612938,0.10598005560361441,0.026199438402514975,0.32730623741379833
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_3,Bottom P3,bottom,207.34,26.772030651340994,0.15112039600151345,0.1246119510803137,0.026508444921199747,0.36566260483404145
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_2,Bottom P2,bottom,131.26,25.526819923371647,0.14440309906704998,0.11776893051056606,0.026634168556483928,0.36089114324961546
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_1,Bottom P1,bottom,207.34,61.470306513409966,0.2679233770844476,0.2512423259144675,0.016681051169980074,0.8168412862122754
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_4,Bottom P4,bottom,131.25,22.97653256704981,0.13483795125466017,0.10750257690141417,0.027335374353245998,0.32316772696917095
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_3,Middle P3,middle,207.34,31.782806513409962,0.16654684277760345,0.14197794986412401,0.02456889291347945,0.4357714694931988
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_2,Middle P2,middle,131.26,27.84363026819923,0.14803288464693537,0.12257820346609688,0.025454681180838483,0.3810026210739407
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_1,Middle P1,middle,207.34,54.25646551724138,0.2460025334562087,0.22671059496388316,0.019291938492325553,0.7187587465312083
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_4,Middle P4,middle,131.25,25.10775862068966,0.13775243658202616,0.11197155213605263,0.025780884445973533,0.34736012200870353
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,core_bottom,Core bottom,bottom,983.54,23.233955938697317,0.1365340936183857,0.10816267670371518,0.028371416914670516,0.32344603718668924
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,core_mid,Core middle,middle,983.54,28.72365900383142,0.15147499803356282,0.125503641820064,0.025971356213498806,0.3764542896141526
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,core_top,Core top,top,983.54,27.113266283524908,0.14314569401612692,0.115842357441175,0.027303336574951917,0.33991965407017577
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_3,Top P3,top,207.34,30.14248084291188,0.1596470947406209,0.13404442326878724,0.02560267147183364,0.4050839310302902
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_2,Top P2,top,131.26,27.173132183908045,0.14808274951367428,0.12265649647150863,0.025426253042165642,0.3826276154552915
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_1,Top P1,top,207.34,49.12595785440613,0.2245905116043136,0.20351455120739556,0.02107596039691803,0.6447975291791829
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_top_zn_4,Top P4,top,131.25,22.32998084291188,0.13217949400612938,0.10598005560361441,0.026199438402514975,0.32730623741379833
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_3,Bottom P3,bottom,207.34,26.772030651340994,0.15112039600151345,0.1246119510803137,0.026508444921199747,0.36566260483404145
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_2,Bottom P2,bottom,131.26,25.526819923371647,0.14440309906704998,0.11776893051056606,0.026634168556483928,0.36089114324961546
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_1,Bottom P1,bottom,207.34,61.470306513409966,0.2679233770844476,0.2512423259144675,0.016681051169980074,0.8168412862122754
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_bot_zn_4,Bottom P4,bottom,131.25,22.97653256704981,0.13483795125466017,0.10750257690141417,0.027335374353245998,0.32316772696917095
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_3,Middle P3,middle,207.34,31.782806513409962,0.16654684277760345,0.14197794986412401,0.02456889291347945,0.4357714694931988
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_2,Middle P2,middle,131.26,27.84363026819923,0.14803288464693537,0.12257820346609688,0.025454681180838483,0.3810026210739407
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_1,Middle P1,middle,207.34,54.25646551724138,0.2460025334562087,0.22671059496388316,0.019291938492325553,0.7187587465312083
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,3fd68b62d6bfcf8503b28b2b0fd3b2395cfac091b12d6381de4bd04f1e914a26,perimeter_mid_zn_4,Middle P4,middle,131.25,25.10775862068966,0.13775243658202616,0.11197155213605263,0.025780884445973533,0.34736012200870353
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,core_bottom,Core bottom,bottom,983.54,9.416906130268199,0.10159919451930485,0.07237031586720007,0.029228878652104787,0.22656271718704316
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,core_mid,Core middle,middle,983.54,16.96000957854406,0.11739678134622879,0.09001596381532526,0.02738081753090353,0.2752310284940901
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,core_top,Core top,top,983.54,14.786877394636017,0.1091438787553179,0.08047096680416467,0.02867291195115324,0.24054092974105823
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_top_zn_3,Top P3,top,207.34,18.40876436781609,0.12531630994032092,0.09785892663570835,0.027457383304612573,0.3006987763803339
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_top_zn_2,Top P2,top,131.26,15.589080459770116,0.11773233471506421,0.09025260186138638,0.02747973285367783,0.28754475848963473
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_top_zn_1,Top P1,top,207.34,38.18247126436782,0.19456913091131753,0.17168839034141342,0.022880740569904114,0.5450534353530269
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_top_zn_4,Top P4,top,131.25,12.176724137931034,0.1076931695108591,0.07981847546700525,0.027874694043853843,0.2531789407058175
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_bot_zn_3,Bottom P3,bottom,207.34,14.34985632183908,0.11346460094148152,0.08573141602129797,0.02773318492018355,0.25831743498279447
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_bot_zn_2,Bottom P2,bottom,131.26,14.152298850574713,0.11293821608369992,0.08477009751490974,0.028168118568790174,0.2688355188890384
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_bot_zn_1,Bottom P1,bottom,207.34,50.77825670498084,0.23799685426163156,0.21930481127701465,0.018692042984616908,0.7017090876457351
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_bot_zn_4,Bottom P4,bottom,131.25,10.79382183908046,0.10346692083681125,0.0747886265673647,0.028678294269446555,0.23485947030113327
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_mid_zn_3,Middle P3,middle,207.34,20.01317049808429,0.1320441380297243,0.10565836494738348,0.02638577308234082,0.32974492032490527
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_mid_zn_2,Middle P2,middle,131.26,15.918342911877396,0.11706040496914234,0.08964966488278416,0.027410740086358194,0.2846601163693111
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_mid_zn_1,Middle P1,middle,207.34,42.88194444444444,0.21673187714766623,0.19579507200493632,0.020936805142729897,0.6190731665994736
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,f0343596362a2e7923658e0e721f851162aae15f56f059752eb96bf73f6ffa54,perimeter_mid_zn_4,Middle P4,middle,131.25,13.613505747126437,0.11036702446082607,0.08281464265225459,0.027552381808571478,0.26303130792006046
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,core_bottom,Core bottom,bottom,983.54,8.117816091954024,0.10003542931082143,0.07080073049799333,0.029234698812828096,0.2303668879841494
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,core_mid,Core middle,middle,983.54,16.343390804597703,0.11625670435171244,0.089084616069855,0.02717208828185743,0.28427089087079044
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,core_top,Core top,top,983.54,13.757183908045977,0.10752586451282097,0.07901933355745547,0.02850653095536549,0.24512438756059668
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_top_zn_3,Top P3,top,207.34,18.773946360153257,0.12495860420988988,0.09780588952942226,0.027152714680467614,0.3113334091022036
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_top_zn_2,Top P2,top,131.26,15.888409961685824,0.11794817314728377,0.09069429632696462,0.027253876820319156,0.29730785286888184
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_top_zn_1,Top P1,top,207.34,38.72725095785441,0.19229596597209422,0.1697302413410757,0.02256572463101854,0.5486941958652078
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_top_zn_4,Top P4,top,131.25,13.044779693486591,0.10812105196936816,0.0802600957161432,0.027860956253224968,0.26261928486808267
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_bot_zn_3,Bottom P3,bottom,207.34,14.307950191570882,0.11346368606756113,0.08573707887753211,0.027726607190029024,0.2685878938039333
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_bot_zn_2,Bottom P2,bottom,131.26,12.793342911877396,0.11229029415214124,0.08430245709827418,0.02798783705386706,0.2794227732845911
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_bot_zn_1,Bottom P1,bottom,207.34,52.33477011494253,0.23347687307665824,0.21458322900638227,0.01889364407027597,0.6966539866419067
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_bot_zn_4,Bottom P4,bottom,131.25,10.704022988505747,0.10385429943823138,0.07505821128025914,0.02879608815797224,0.24455646231183345
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_mid_zn_3,Middle P3,middle,207.34,22.32998084291188,0.1330928439796571,0.10695483205957967,0.026138011920077402,0.34643885399647484
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,dbbe5f0ba62c446cf425567226cf5cd7ee19febc10f2152e48063a50b82495a7,perimeter_mid_zn_2,Middle P2,middle,131.26,16.29549808429119,0.11706368654686021,0.08994737339205594,0.02711631315480427,0.29508908391794714
