scalar,rows,tail_threshold,pearson_r,spearman_r,standard_threshold,standard_disagreement_pct,standard_false_negative_pct,standard_false_positive_pct,standard_sensitivity_pct,standard_specificity_pct,best_threshold,best_disagreement_pct,best_false_negative_pct,best_false_positive_pct,best_sensitivity_pct,best_specificity_pct
abs_mean_pmv,2405376,0.2,0.856247988718893,0.7505797193267796,0.5,19.107449313537675,0.005737148786717752,19.101712164750957,99.95733907091916,77.93029907848378,0.9120000000000004,3.367623190719455,1.557428027884206,1.810195162835249,88.41910344038753,97.9085400560547
abs_mu_tsv,2405376,0.2,0.9758287110220041,0.8964746491072529,0.5,3.490805595466156,0.03899598233290762,3.4518096131332485,99.71002933711716,96.01185458440507,0.6088147010778383,1.0918043582375478,0.6200278043848446,0.47177655385270323,95.38952828759649,99.45491967654469
