case_id,city,scenario,time_slice,severity,weather_year,outdoor_temp_bin,occupied_steps,mean_outdoor_temp_c,mean_zone_operative_temp_c,mean_zone_rh_pct,mean_zone_cooling_rate_w,mean_p_tail,high_tail_pct
ahmedabad_ssp585_near_2030s_typical_2031,Ahmedabad,ssp585,near_2030s,typical,2031,30--35,5035,32.25832075471698,26.354951074342633,51.76317429816742,113010.26431234392,0.14011224495284616,21.529294935451837
ahmedabad_ssp585_near_2030s_typical_2031,Ahmedabad,ssp585,near_2030s,typical,2031,>=35,2311,37.23981934227607,26.857727974560113,53.82973174307316,111242.23468097257,0.1732404566552172,36.174816096927735
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,Beijing,ssp245,baseline_2020s,heatwave_extreme,2025,<20,10254,7.783919446069826,23.62327626001408,24.610128371761494,52084.16560544811,0.08291473356332922,0.0
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,Beijing,ssp245,baseline_2020s,heatwave_extreme,2025,20--25,2563,22.59422941865002,25.081171907487246,45.78973836069766,94405.19904380073,0.07573439952917276,0.0
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,Beijing,ssp245,baseline_2020s,heatwave_extreme,2025,25--30,2454,27.379978606356968,25.586450297157107,51.31702608145008,104796.00753771438,0.09284536627464601,6.723716381418093
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,Beijing,ssp245,baseline_2020s,heatwave_extreme,2025,30--35,1300,31.927978846153845,26.550468966204296,54.28172182471581,117791.16358882221,0.14051335158283842,22.30769230769231
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,Beijing,ssp245,baseline_2020s,heatwave_extreme,2025,>=35,133,35.63124060150376,28.218858565139747,58.72435673415446,114851.00405843169,0.27199174789840214,87.96992481203007
beijing_ssp245_baseline_2020s_hot_2025,Beijing,ssp245,baseline_2020s,hot,2025,<20,10254,7.783919446069826,23.62327626001408,24.610128371761494,52084.16560544811,0.08291473356332922,0.0
beijing_ssp245_baseline_2020s_hot_2025,Beijing,ssp245,baseline_2020s,hot,2025,20--25,2563,22.59422941865002,25.081171907487246,45.78973836069766,94405.19904380073,0.07573439952917276,0.0
beijing_ssp245_baseline_2020s_hot_2025,Beijing,ssp245,baseline_2020s,hot,2025,25--30,2454,27.379978606356968,25.586450297157107,51.31702608145008,104796.00753771438,0.09284536627464601,6.723716381418093
beijing_ssp245_baseline_2020s_hot_2025,Beijing,ssp245,baseline_2020s,hot,2025,30--35,1300,31.927978846153845,26.550468966204296,54.28172182471581,117791.16358882221,0.14051335158283842,22.30769230769231
beijing_ssp245_baseline_2020s_hot_2025,Beijing,ssp245,baseline_2020s,hot,2025,>=35,133,35.63124060150376,28.218858565139747,58.72435673415446,114851.00405843169,0.27199174789840214,87.96992481203007
beijing_ssp245_baseline_2020s_typical_2026,Beijing,ssp245,baseline_2020s,typical,2026,<20,10627,6.829425284652301,23.498091425202546,23.646625962368127,48827.44965420083,0.08450638994128677,0.0
beijing_ssp245_baseline_2020s_typical_2026,Beijing,ssp245,baseline_2020s,typical,2026,20--25,2248,22.632180827402134,24.97217896452283,47.652235105670364,89367.12922478467,0.06927787153119903,0.0
beijing_ssp245_baseline_2020s_typical_2026,Beijing,ssp245,baseline_2020s,typical,2026,25--30,3167,27.497882065045783,25.1805719224667,50.369097012241824,98264.50792178753,0.07246189801064168,1.484054310072624
beijing_ssp245_baseline_2020s_typical_2026,Beijing,ssp245,baseline_2020s,typical,2026,30--35,662,31.32452039274924,25.881786551103875,52.65516889258121,117889.40435858862,0.09381464214269578,3.3232628398791544
beijing_ssp245_late_2080s_heatwave_extreme_2084,Beijing,ssp245,late_2080s,heatwave_extreme,2084,<20,9311,8.665285952099666,23.766895635886424,24.605601755467887,53893.64100478496,0.08388354459680486,0.01073998496402105
beijing_ssp245_late_2080s_heatwave_extreme_2084,Beijing,ssp245,late_2080s,heatwave_extreme,2084,20--25,2279,22.587614085125054,25.124129340757662,44.5480127415981,96370.36787907527,0.07577410985857218,0.2193944712593243
beijing_ssp245_late_2080s_heatwave_extreme_2084,Beijing,ssp245,late_2080s,heatwave_extreme,2084,25--30,2460,27.481899390243903,25.740446810211147,51.14537724114069,106556.69772784815,0.10300497343715123,11.829268292682926
beijing_ssp245_late_2080s_heatwave_extreme_2084,Beijing,ssp245,late_2080s,heatwave_extreme,2084,30--35,1972,32.19323402636917,26.984505008521477,53.89957136048149,120079.53261645918,0.17942921918210938,37.32251521298174
beijing_ssp245_late_2080s_heatwave_extreme_2084,Beijing,ssp245,late_2080s,heatwave_extreme,2084,>=35,682,36.81543988269795,29.73457075561126,60.43702218483721,106437.43665301804,0.328871946453339,92.22873900293254
beijing_ssp245_late_2080s_hot_2084,Beijing,ssp245,late_2080s,hot,2084,<20,9311,8.665285952099666,23.766895635886424,24.605601755467887,53893.64100478496,0.08388354459680486,0.01073998496402105
beijing_ssp245_late_2080s_hot_2084,Beijing,ssp245,late_2080s,hot,2084,20--25,2279,22.587614085125054,25.124129340757662,44.5480127415981,96370.36787907527,0.07577410985857218,0.2193944712593243
beijing_ssp245_late_2080s_hot_2084,Beijing,ssp245,late_2080s,hot,2084,25--30,2460,27.481899390243903,25.740446810211147,51.14537724114069,106556.69772784815,0.10300497343715123,11.829268292682926
beijing_ssp245_late_2080s_hot_2084,Beijing,ssp245,late_2080s,hot,2084,30--35,1972,32.19323402636917,26.984505008521477,53.89957136048149,120079.53261645918,0.17942921918210938,37.32251521298174
beijing_ssp245_late_2080s_hot_2084,Beijing,ssp245,late_2080s,hot,2084,>=35,682,36.81543988269795,29.73457075561126,60.43702218483721,106437.43665301804,0.328871946453339,92.22873900293254
beijing_ssp245_late_2080s_typical_2083,Beijing,ssp245,late_2080s,typical,2083,<20,9743,7.930475212973418,23.579957976307785,24.135444443954878,49756.58221165409,0.08234523412885243,0.0
beijing_ssp245_late_2080s_typical_2083,Beijing,ssp245,late_2080s,typical,2083,20--25,1969,22.478481462671404,25.09197355745639,44.39085121682611,95148.64276377848,0.0761783989198775,1.2696800406297613
beijing_ssp245_late_2080s_typical_2083,Beijing,ssp245,late_2080s,typical,2083,25--30,2623,27.500817765916892,25.84676693896714,51.90498715239574,104748.60841914706,0.10977306319933258,15.097216927182616
beijing_ssp245_late_2080s_typical_2083,Beijing,ssp245,late_2080s,typical,2083,30--35,1943,32.1821487390633,27.284505092178602,54.58322980570143,121485.96384894857,0.19885301109322526,48.481729284611426
beijing_ssp245_late_2080s_typical_2083,Beijing,ssp245,late_2080s,typical,2083,>=35,426,36.35329812206572,29.09136237083907,59.97624392373604,109096.94656256103,0.30846407268304193,94.83568075117371
beijing_ssp245_mid_2050s_heatwave_extreme_2050,Beijing,ssp245,mid_2050s,heatwave_extreme,2050,<20,9555,9.07592673992674,23.778708542964267,24.731457574600924,54562.75907431662,0.08239108401528396,0.0
beijing_ssp245_mid_2050s_heatwave_extreme_2050,Beijing,ssp245,mid_2050s,heatwave_extreme,2050,20--25,2102,22.568064938154137,25.140076821809327,44.269122317526,95677.00380869684,0.07770010714184805,0.6184586108468125
beijing_ssp245_mid_2050s_heatwave_extreme_2050,Beijing,ssp245,mid_2050s,heatwave_extreme,2050,25--30,2825,27.570477876106196,25.737838268810172,51.26431340617379,106638.84659604212,0.1007137888322164,9.91150442477876
beijing_ssp245_mid_2050s_heatwave_extreme_2050,Beijing,ssp245,mid_2050s,heatwave_extreme,2050,30--35,1879,32.05499068653539,26.971639307026177,54.15603764084331,121591.84879964861,0.17347143142960283,34.16711016498137
beijing_ssp245_mid_2050s_heatwave_extreme_2050,Beijing,ssp245,mid_2050s,heatwave_extreme,2050,>=35,343,37.326268221574345,29.965074276574715,62.18259686371074,100758.93101994085,0.3435814733830153,100.0
beijing_ssp245_mid_2050s_hot_2050,Beijing,ssp245,mid_2050s,hot,2050,<20,9555,9.07592673992674,23.778708542964267,24.731457574600924,54562.75907431662,0.08239108401528396,0.0
beijing_ssp245_mid_2050s_hot_2050,Beijing,ssp245,mid_2050s,hot,2050,20--25,2102,22.568064938154137,25.140076821809327,44.269122317526,95677.00380869684,0.07770010714184805,0.6184586108468125
beijing_ssp245_mid_2050s_hot_2050,Beijing,ssp245,mid_2050s,hot,2050,25--30,2825,27.570477876106196,25.737838268810172,51.26431340617379,106638.84659604212,0.1007137888322164,9.91150442477876
beijing_ssp245_mid_2050s_hot_2050,Beijing,ssp245,mid_2050s,hot,2050,30--35,1879,32.05499068653539,26.971639307026177,54.15603764084331,121591.84879964861,0.17347143142960283,34.16711016498137
beijing_ssp245_mid_2050s_hot_2050,Beijing,ssp245,mid_2050s,hot,2050,>=35,343,37.326268221574345,29.965074276574715,62.18259686371074,100758.93101994085,0.3435814733830153,100.0
beijing_ssp245_mid_2050s_typical_2056,Beijing,ssp245,mid_2050s,typical,2056,<20,10040,6.774015189243028,23.51250499146551,23.403364140390412,49132.2514125249,0.08401010326774615,0.0
beijing_ssp245_mid_2050s_typical_2056,Beijing,ssp245,mid_2050s,typical,2056,20--25,1976,22.68085526315789,25.136963464325966,47.04684456292776,93371.16433226388,0.07402584187959178,0.5060728744939271
beijing_ssp245_mid_2050s_typical_2056,Beijing,ssp245,mid_2050s,typical,2056,25--30,3017,27.57524610540272,25.630784577014012,51.32109503829045,104982.5498493894,0.09480995008051162,8.253231687106396
beijing_ssp245_mid_2050s_typical_2056,Beijing,ssp245,mid_2050s,typical,2056,30--35,1665,31.66747597597598,26.254682764730653,52.505198772271186,119837.34496628992,0.12497280124821016,16.696696696696698
beijing_ssp245_mid_2050s_typical_2056,Beijing,ssp245,mid_2050s,typical,2056,>=35,6,35.128750000000004,25.52149253908679,50.19209992938634,129128.97477371058,0.08528110122101175,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,<20,10095,5.984237493808816,23.316692925021144,23.471519771850332,46824.92468721836,0.08483290259084246,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,20--25,2586,22.69472351121423,25.03772330594788,46.46151941725852,93024.41378038772,0.07317186128650631,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,25--30,3229,27.520352276246516,25.24548989373856,49.991096547158975,102094.89984670877,0.07359653336174891,0.5574481263549086
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,30--35,794,31.48984256926952,25.58121372564759,51.400632421223854,116712.46122586953,0.08230288389344535,1.2594458438287155
beijing_ssp245_near_2030s_hot_2034,Beijing,ssp245,near_2030s,hot,2034,<20,10059,6.904475345461774,23.47313538744679,23.783792328879713,48403.186318341424,0.08353779922101776,0.0
beijing_ssp245_near_2030s_hot_2034,Beijing,ssp245,near_2030s,hot,2034,20--25,2455,22.649357433808554,25.11149537743273,46.12139150213957,94908.79309816791,0.07484071617428838,0.0
beijing_ssp245_near_2030s_hot_2034,Beijing,ssp245,near_2030s,hot,2034,25--30,2777,27.50940403312928,25.499324400547557,50.99629730450714,106129.34324642639,0.08616470771115294,4.4292401872524305
beijing_ssp245_near_2030s_hot_2034,Beijing,ssp245,near_2030s,hot,2034,30--35,1389,31.843257739380853,26.09515573447399,53.082064734573,118710.26619071294,0.10804329816002119,8.207343412526997
beijing_ssp245_near_2030s_hot_2034,Beijing,ssp245,near_2030s,hot,2034,>=35,24,35.17333333333333,27.105080460875428,56.77707510009791,122562.05422878212,0.17040048366244365,20.833333333333336
beijing_ssp245_near_2030s_typical_2035,Beijing,ssp245,near_2030s,typical,2035,<20,10134,5.497431172291296,23.2508354741981,23.314042271242464,45468.78267810499,0.08561801406117492,0.0
beijing_ssp245_near_2030s_typical_2035,Beijing,ssp245,near_2030s,typical,2035,20--25,2488,22.640571744372988,25.00466211443634,45.18614045345819,88149.65203031496,0.07505365727024625,0.20096463022508038
beijing_ssp245_near_2030s_typical_2035,Beijing,ssp245,near_2030s,typical,2035,25--30,2698,27.497431430689403,25.486301335253973,51.35125877448396,102574.62215448791,0.0871364008393592,5.670867309117865
beijing_ssp245_near_2030s_typical_2035,Beijing,ssp245,near_2030s,typical,2035,30--35,1384,31.617698699421968,26.137353617648888,53.839186864601025,118897.55670088818,0.106898199446149,7.658959537572255
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,<20,10353,6.322180285907466,23.416334459410482,23.307583453132725,48132.12926863523,0.08584895702286889,0.0
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,20--25,2413,22.59836614173228,25.06736295779285,45.52182193657748,91919.14202979553,0.07462028163445475,0.12432656444260257
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,25--30,2534,27.49165745856353,25.56619489721953,51.623997049012985,105212.9409248825,0.08932287643133852,6.906077348066299
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,30--35,1367,31.92001097293343,26.414283298496112,54.063327749336224,119513.03891825519,0.13140108440472398,19.970738844184346
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,>=35,37,35.515135135135125,27.344169257760136,59.63408682471877,110100.1775470941,0.20398117060529755,64.86486486486487
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,<20,10353,6.322180285907466,23.416334459410482,23.307583453132725,48132.12926863523,0.08584895702286889,0.0
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,20--25,2413,22.59836614173228,25.06736295779285,45.52182193657748,91919.14202979553,0.07462028163445475,0.12432656444260257
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,25--30,2534,27.49165745856353,25.56619489721953,51.623997049012985,105212.9409248825,0.08932287643133852,6.906077348066299
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,30--35,1367,31.92001097293343,26.414283298496112,54.063327749336224,119513.03891825519,0.13140108440472398,19.970738844184346
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,>=35,37,35.515135135135125,27.344169257760136,59.63408682471877,110100.1775470941,0.20398117060529755,64.86486486486487
beijing_ssp585_baseline_2020s_typical_2026,Beijing,ssp585,baseline_2020s,typical,2026,<20,10144,5.9628413347791795,23.368475259836895,23.19810849653343,47579.58336140368,0.0858008119269791,0.0
beijing_ssp585_baseline_2020s_typical_2026,Beijing,ssp585,baseline_2020s,typical,2026,20--25,2826,22.697299186128806,25.008455216412916,46.718833078881644,91022.82862666086,0.07073017600892469,0.0
beijing_ssp585_baseline_2020s_typical_2026,Beijing,ssp585,baseline_2020s,typical,2026,25--30,2993,27.461577013030404,25.15069784228297,49.921423523663705,97920.40707975918,0.06997196187986814,0.20046775810223855
beijing_ssp585_baseline_2020s_typical_2026,Beijing,ssp585,baseline_2020s,typical,2026,30--35,741,31.04821862348178,25.381279519735976,50.32331270681817,116278.4036048727,0.07359929379901932,0.0
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,<20,8399,8.45078818907013,23.645530685650755,24.094136170331808,51307.487836437926,0.08224637288655723,0.0
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,20--25,1714,22.64090869311552,25.11284457849792,44.52394455478525,96340.71903189868,0.07707597952302023,0.4667444574095682
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,25--30,2602,27.60388066871637,25.767592439183865,51.619279863201406,106358.37078749192,0.10483011107397502,11.606456571867794
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,30--35,2863,32.47543223891024,26.797451525026162,54.21129068385988,117872.10381938297,0.16545598502681835,32.34369542438002
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,>=35,1126,36.64986456483126,28.447594798541644,59.32834327894533,108673.3393795283,0.2664584279910768,69.62699822380107
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,<20,8399,8.45078818907013,23.645530685650755,24.094136170331808,51307.487836437926,0.08224637288655723,0.0
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,20--25,1714,22.64090869311552,25.11284457849792,44.52394455478525,96340.71903189868,0.07707597952302023,0.4667444574095682
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,25--30,2602,27.60388066871637,25.767592439183865,51.619279863201406,106358.37078749192,0.10483011107397502,11.606456571867794
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,30--35,2863,32.47543223891024,26.797451525026162,54.21129068385988,117872.10381938297,0.16545598502681835,32.34369542438002
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,>=35,1126,36.64986456483126,28.447594798541644,59.32834327894533,108673.3393795283,0.2664584279910768,69.62699822380107
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,<20,9134,9.184128804466827,23.700771840883387,25.394591381917024,53034.97794899381,0.08130420249468494,0.0
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,20--25,2286,22.52008420822397,25.028663487005122,43.185303932729006,90233.84882799945,0.0764278287109157,0.6561679790026247
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,25--30,2255,27.46952328159645,25.86341333910613,52.61992668397245,102921.33671354159,0.11023035822955908,12.815964523281597
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,30--35,2282,32.305154469763366,26.86239364204079,53.8896875931506,120227.45374048475,0.16971543343134934,32.86590709903594
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,>=35,747,37.412546854083,29.51307237485344,61.63204895707425,101493.50147015922,0.32503124957152846,87.01472556894244
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,<20,9413,7.085073568469139,23.48832105573478,23.45206053356497,49896.39958686325,0.0841501438151092,0.0
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,20--25,1741,22.381973004020676,25.139563527636934,44.39946610027343,95178.11433656354,0.07680406598810219,0.9190120620333142
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,25--30,2250,27.669495555555557,25.797881279864843,52.74776730937509,105470.11399266579,0.10203377714773847,9.466666666666667
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,30--35,2365,32.164511627906975,26.46231031971547,53.48451779717064,119631.39819110514,0.13944951729060737,22.87526427061311
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,>=35,935,38.31746256684492,28.705683000111215,59.27793212112741,109176.77859774684,0.3018205866617036,84.1711229946524
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,<20,9413,7.085073568469139,23.48832105573478,23.45206053356497,49896.39958686325,0.0841501438151092,0.0
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,20--25,1741,22.381973004020676,25.139563527636934,44.39946610027343,95178.11433656354,0.07680406598810219,0.9190120620333142
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,25--30,2250,27.669495555555557,25.797881279864843,52.74776730937509,105470.11399266579,0.10203377714773847,9.466666666666667
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,30--35,2365,32.164511627906975,26.46231031971547,53.48451779717064,119631.39819110514,0.13944951729060737,22.87526427061311
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,>=35,935,38.31746256684492,28.705683000111215,59.27793212112741,109176.77859774684,0.3018205866617036,84.1711229946524
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,<20,9601,7.6538248619935425,23.618217039319713,23.64251068966454,50489.18719228391,0.08417346080958907,0.0
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,20--25,1945,22.69985475578406,25.09194930255267,46.2696067227407,93961.27679384578,0.0729263801258552,0.0
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,25--30,3008,27.640225232712766,25.45601688392288,50.99255021207545,104836.9133627543,0.08246314568454995,2.69281914893617
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,30--35,2016,31.829149305555557,25.9765243960996,53.02692885696937,117755.31648211619,0.10027386082009697,5.4563492063492065
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,>=35,134,35.73453358208955,27.703472894994015,60.19727549186829,108915.94725796873,0.2377224128125745,76.11940298507463
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,<20,9791,4.648692932284751,23.181227690413817,22.12408806780217,44081.05056228243,0.08811433996872657,0.0
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,20--25,2397,22.60682937004589,25.132678414419217,45.65701351815692,95457.15652591831,0.07641794606048612,0.3337505214851898
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,25--30,2786,27.612515254845658,25.628521027926364,51.12080898026945,108689.8111832636,0.09203414897504948,6.389088298636038
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,30--35,1587,31.919996849401382,26.307342621443308,53.33384983808935,118716.85921406397,0.12687371006234305,17.01323251417769
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,>=35,143,36.07793706293707,28.485298026805363,60.3335593245639,108728.77153896309,0.28928756736911454,88.11188811188812
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,<20,9193,4.828689492004786,23.1164304555655,22.660262614574506,44547.82270451503,0.08710382307112795,0.0
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,20--25,2669,22.59426283252154,25.11717309790465,44.76925256639229,95797.16802186314,0.0774413047249757,0.29973772948669913
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,25--30,2984,27.520993632707775,25.6626823583727,51.440302817767574,105104.20563585171,0.09485585674686378,7.875335120643431
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,30--35,1826,31.71226314348302,26.424759638636957,53.356687017171495,121893.82293542486,0.12987700356319296,17.46987951807229
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,>=35,32,35.218828125,27.372781618659207,59.08440366916514,113242.93852650603,0.2070082387304865,62.5
beijing_ssp585_near_2030s_typical_2032,Beijing,ssp585,near_2030s,typical,2032,<20,9885,7.7882298937784515,23.602580213321566,24.061521454378767,49322.37754258043,0.08299679862113132,0.0
beijing_ssp585_near_2030s_typical_2032,Beijing,ssp585,near_2030s,typical,2032,20--25,2360,22.63895868644068,25.12568449978158,46.366149275758346,93574.7413223035,0.07607814012374202,0.5084745762711864
beijing_ssp585_near_2030s_typical_2032,Beijing,ssp585,near_2030s,typical,2032,25--30,3115,27.59304494382022,25.601999015930833,51.12341078817407,107068.96944775814,0.0905661598206515,5.36115569823435
beijing_ssp585_near_2030s_typical_2032,Beijing,ssp585,near_2030s,typical,2032,30--35,1344,31.37640625,26.2679037402257,52.935029201128316,125002.52435414205,0.11802518916893094,11.086309523809524
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,Guangzhou,ssp245,baseline_2020s,heatwave_extreme,2028,<20,4589,15.577154608847243,24.301778449552632,42.45200236690838,60709.278550438205,0.06654207084775501,0.0
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,Guangzhou,ssp245,baseline_2020s,heatwave_extreme,2028,20--25,3987,22.521237772761477,24.938138611801268,50.27746855922078,86298.38132532126,0.06790364380903235,0.15048908954100826
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,Guangzhou,ssp245,baseline_2020s,heatwave_extreme,2028,25--30,4942,27.66654441521651,25.75973510524292,52.90651966979394,104243.23862495385,0.10046883030030646,9.550789154188589
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,Guangzhou,ssp245,baseline_2020s,heatwave_extreme,2028,30--35,3186,31.474863465160073,26.489878701533947,55.32603789744579,114015.80641554127,0.13322120617288702,17.29441305712492
guangzhou_ssp245_baseline_2020s_hot_2027,Guangzhou,ssp245,baseline_2020s,hot,2027,<20,3427,13.729310621534871,24.250178859407292,38.52894923722404,61045.34654425692,0.06983100309141481,0.0
guangzhou_ssp245_baseline_2020s_hot_2027,Guangzhou,ssp245,baseline_2020s,hot,2027,20--25,3952,22.751274671052634,25.010690323388904,50.78515570506615,89701.40528409273,0.06826202200663462,0.0
guangzhou_ssp245_baseline_2020s_hot_2027,Guangzhou,ssp245,baseline_2020s,hot,2027,25--30,6002,27.660004581806064,25.534149395680803,52.1783145372326,101451.94092982404,0.0878081180898768,5.781406197934022
guangzhou_ssp245_baseline_2020s_hot_2027,Guangzhou,ssp245,baseline_2020s,hot,2027,30--35,3323,31.31062067408968,26.158654422458426,54.909018606181164,114258.4021723519,0.11037452353462755,10.261811616009629
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,<20,4047,15.43855819125278,24.4179812383133,41.57671679751165,65037.96485007193,0.06833091107129295,0.0
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,20--25,4077,22.600853568800588,24.940545906866234,50.39617831212589,85749.61025308419,0.06854345002335364,0.09811135638950208
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,25--30,5344,27.727596369760477,25.658576634190414,52.72785963814704,102162.94302729906,0.09466082744383204,7.48502994011976
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,30--35,3236,31.610823547589618,26.73050840264324,55.12196516313631,115195.58889960102,0.152030626541942,26.421508034610632
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,<20,3650,14.423247260273973,24.404800791793203,39.735188120859036,64352.12226463761,0.07136823025464877,0.0
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,20--25,2780,22.72127697841727,25.0366813214548,50.8962459032056,89724.40030643865,0.07109816181398057,0.07194244604316546
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,25--30,4505,27.910420643729193,26.018033623227588,53.99610986320141,104734.04040258679,0.11403459384277687,14.250832408435071
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,30--35,5338,32.18199185088048,27.21244124804374,56.085849975440716,113198.16032061631,0.19271139581750849,44.75458973398276
