case_id,mean_p_tail_occ,high_tail_pct_occ,corrected_equal_zone_mean_mean,corrected_equal_zone_mean_high_pct,mean_p_tail_difference,high_tail_pct_difference
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,0.13355773499630974,18.211206896551722,0.1335577350405602,18.21120689655172,-4.4250464403816636e-11,3.552713678800501e-15
ahmedabad_ssp245_baseline_2020s_hot_2029,0.13355773499630974,18.211206896551722,0.1335577350405602,18.21120689655172,-4.4250464403816636e-11,3.552713678800501e-15
ahmedabad_ssp245_baseline_2020s_typical_2025,0.11244168975303144,9.746168582375478,0.1124416898949133,9.746168582375478,-1.418818534881794e-10,0.0
ahmedabad_ssp245_late_2080s_heatwave_extreme_2081,0.13932496368193262,19.833572796934863,0.1393249638340168,19.833572796934863,-1.5208417858403322e-10,0.0
ahmedabad_ssp245_late_2080s_hot_2081,0.13932496368193262,19.833572796934863,0.1393249638340168,19.833572796934863,-1.5208417858403322e-10,0.0
ahmedabad_ssp245_late_2080s_typical_2086,0.12506565039014067,14.373802681992338,0.1250656506426815,14.373802681992338,-2.5254082158809865e-10,0.0
ahmedabad_ssp245_mid_2050s_heatwave_extreme_2059,0.13828391855545927,20.061063218390803,0.1382839188107592,20.061063218390803,-2.552999200933215e-10,0.0
ahmedabad_ssp245_mid_2050s_hot_2059,0.13828391855545927,20.061063218390803,0.1382839188107592,20.061063218390803,-2.552999200933215e-10,0.0
ahmedabad_ssp245_mid_2050s_typical_2058,0.11176834629424698,8.680555555555555,0.1117683464916078,8.680555555555555,-1.973608221295109e-10,0.0
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,0.11775476411040282,12.55986590038314,0.1177547642473695,12.55986590038314,-1.369666741135589e-10,0.0
ahmedabad_ssp245_near_2030s_hot_2034,0.11775476411040282,12.55986590038314,0.1177547642473695,12.55986590038314,-1.369666741135589e-10,0.0
ahmedabad_ssp245_near_2030s_typical_2032,0.10859270785807787,8.087883141762452,0.1085927079093994,8.087883141762452,-5.132153035880549e-11,0.0
ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027,0.14665623094305785,23.533285440613028,0.1466562309873599,23.533285440613028,-4.4302034263310475e-11,0.0
ahmedabad_ssp585_baseline_2020s_hot_2027,0.14665623094305785,23.533285440613028,0.1466562309873599,23.533285440613028,-4.4302034263310475e-11,0.0
ahmedabad_ssp585_baseline_2020s_typical_2025,0.12039433358276584,13.613505747126437,0.1203943337740806,13.613505747126435,-1.913147557042194e-10,1.7763568394002505e-15
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,0.1661516104268839,29.669540229885055,0.1661516107533324,29.669540229885055,-3.264485071152734e-10,0.0
ahmedabad_ssp585_late_2080s_hot_2088,0.1661516104268839,29.669540229885055,0.1661516107533324,29.669540229885055,-3.264485071152734e-10,0.0
ahmedabad_ssp585_late_2080s_typical_2087,0.1345013890952931,17.953783524904214,0.1345013893131806,17.953783524904214,-2.1788748583162487e-10,0.0
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,0.13377720338608567,17.66044061302682,0.133777203512262,17.66044061302682,-1.2617631939271234e-10,0.0
ahmedabad_ssp585_mid_2050s_hot_2050,0.1322282812974944,17.175526819923373,0.1322282814665885,17.175526819923373,-1.6909409983334456e-10,0.0
ahmedabad_ssp585_mid_2050s_typical_2055,0.10711155851478041,7.5730363984674325,0.1071115588243253,7.573036398467432,-3.0954488972056993e-10,8.881784197001252e-16
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,0.11864070820842265,11.488266283524904,0.118640708277763,11.488266283524904,-6.934035290395713e-11,0.0
ahmedabad_ssp585_near_2030s_hot_2037,0.11864070820842265,11.488266283524904,0.118640708277763,11.488266283524904,-6.934035290395713e-11,0.0
ahmedabad_ssp585_near_2030s_typical_2031,0.12008618338080652,14.092432950191572,0.120086183436576,14.092432950191572,-5.5769472373512485e-11,0.0
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,0.08926004144622884,3.4243295019157087,0.0892600415536244,3.4243295019157087,-1.0739555078576046e-10,0.0
beijing_ssp245_baseline_2020s_hot_2025,0.08926004144622884,3.4243295019157087,0.0892600415536244,3.4243295019157087,-1.0739555078576046e-10,0.0
beijing_ssp245_baseline_2020s_typical_2026,0.0805422764132158,0.4130747126436782,0.0805422765886808,0.4130747126436782,-1.7546498976006575e-10,0.0
beijing_ssp245_late_2080s_heatwave_extreme_2084,0.10687537131658435,9.949712643678161,0.106875371511056,9.94971264367816,-1.9447164711916543e-10,1.7763568394002505e-15
beijing_ssp245_late_2080s_hot_2084,0.10687537131658435,9.949712643678161,0.106875371511056,9.94971264367816,-1.9447164711916543e-10,1.7763568394002505e-15
beijing_ssp245_late_2080s_typical_2083,0.1052440567456663,10.578304597701148,0.1052440567963574,10.578304597701148,-5.06911040920599e-11,0.0
beijing_ssp245_mid_2050s_heatwave_extreme_2050,0.10050827056129143,7.650862068965517,0.1005082706839201,7.650862068965517,-1.226286711064617e-10,0.0
beijing_ssp245_mid_2050s_hot_2050,0.10050827056129143,7.650862068965517,0.1005082706839201,7.650862068965517,-1.226286711064617e-10,0.0
beijing_ssp245_mid_2050s_typical_2056,0.08886311784247751,3.214798850574713,0.0888631179596191,3.214798850574713,-1.1714158809628117e-10,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,0.08073528980950327,0.16762452107279693,0.0807352900034446,0.1676245210727969,-1.939413352136654e-10,2.7755575615628914e-17
beijing_ssp245_near_2030s_hot_2034,0.08485882582843243,1.4487547892720307,0.0848588259724543,1.4487547892720307,-1.440218638792956e-10,0.0
beijing_ssp245_near_2030s_typical_2035,0.08605289579037241,1.5804597701149428,0.086052895925181,1.5804597701149428,-1.348085948427169e-10,0.0
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,0.08874339955773265,2.8436302681992336,0.0887433996761358,2.8436302681992336,-1.1840314839695054e-10,0.0
beijing_ssp585_baseline_2020s_hot_2029,0.08874339955773265,2.8436302681992336,0.0887433996761358,2.8436302681992336,-1.1840314839695054e-10,0.0
beijing_ssp585_baseline_2020s_typical_2026,0.07987368727251053,0.035919540229885055,0.0798736874494832,0.035919540229885,-1.769726726275067e-10,5.551115123125783e-17
beijing_ssp585_late_2080s_heatwave_extreme_2089,0.1119130830244772,12.092911877394636,0.1119130831568306,12.092911877394636,-1.323534060126974e-10,0.0
beijing_ssp585_late_2080s_hot_2089,0.1119130830244772,12.092911877394636,0.1119130831568306,12.092911877394636,-1.323534060126974e-10,0.0
beijing_ssp585_late_2080s_typical_2084,0.10751945775547966,10.201149425287356,0.1075194578608345,10.201149425287356,-1.0535483596640915e-10,0.0
beijing_ssp585_mid_2050s_heatwave_extreme_2052,0.10580684495451986,9.321120689655173,0.1058068450545703,9.321120689655173,-1.000504401549307e-10,0.0
beijing_ssp585_mid_2050s_hot_2052,0.10580684495451986,9.321120689655173,0.1058068450545703,9.321120689655173,-1.000504401549307e-10,0.0
beijing_ssp585_mid_2050s_typical_2053,0.08573079834332974,1.7540708812260535,0.0857307984550114,1.7540708812260537,-1.1168166391684053e-10,-2.220446049250313e-16
beijing_ssp585_near_2030s_heatwave_extreme_2030,0.09249432222150364,3.484195402298851,0.0924943223118914,3.484195402298851,-9.038776671577153e-11,0.0
beijing_ssp585_near_2030s_hot_2037,0.09185020572810385,3.484195402298851,0.0918502057694383,3.484195402298851,-4.1334449751850855e-11,0.0
beijing_ssp585_near_2030s_typical_2032,0.08624923414429402,1.9636015325670497,0.0862492342928459,1.9636015325670495,-1.4855187913109802e-10,2.220446049250313e-16
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,0.08962243254297726,6.160201149425287,0.0896224328860929,6.160201149425287,-3.431156331279439e-10,0.0
guangzhou_ssp245_baseline_2020s_hot_2027,0.08398474766795416,4.118773946360153,0.0839847479138526,4.118773946360153,-2.458984404984932e-10,0.0
guangzhou_ssp245_baseline_2020s_typical_2025,0.09302115733957723,7.537116858237549,0.0930211575777649,7.537116858237549,-2.381876640367153e-10,0.0
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,0.12772733755393453,20.510057471264368,0.1277273376901492,20.510057471264368,-1.3621467842561685e-10,0.0
guangzhou_ssp245_late_2080s_hot_2083,0.11741099403686138,15.529214559386972,0.1174109940600624,15.529214559386972,-2.3201024434982287e-11,0.0
guangzhou_ssp245_late_2080s_typical_2084,0.10128355181471957,9.398946360153257,0.1012835519575766,9.398946360153255,-1.428570317596467e-10,1.7763568394002505e-15
guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,0.1055975268332791,11.655890804597702,0.1055975270049417,11.655890804597702,-1.7166260080081486e-10,0.0
guangzhou_ssp245_mid_2050s_hot_2051,0.10481017535099804,11.494252873563218,0.1048101755138641,11.494252873563218,-1.628660539765292e-10,0.0
guangzhou_ssp245_mid_2050s_typical_2054,0.10025067440764107,9.219348659003831,0.1002506745306407,9.219348659003831,-1.2299962437456458e-10,0.0
guangzhou_ssp245_near_2030s_heatwave_extreme_2034,0.08943690703715776,5.729166666666666,0.0894369073082274,5.729166666666666,-2.7106963895739966e-10,0.0
guangzhou_ssp245_near_2030s_hot_2038,0.10047022446894095,9.524664750957855,0.1004702245941384,9.524664750957855,-1.2519744962968815e-10,0.0
guangzhou_ssp245_near_2030s_typical_2031,0.0886695091146223,5.717193486590038,0.0886695094313673,5.717193486590038,-3.1674499134659584e-10,0.0
guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026,0.09536413190085037,7.92624521072797,0.0953641321467262,7.92624521072797,-2.4587583358215426e-10,0.0
guangzhou_ssp585_baseline_2020s_hot_2028,0.09287880798952967,7.291666666666667,0.0928788082307125,7.291666666666667,-2.4118282371254907e-10,0.0
guangzhou_ssp585_baseline_2020s_typical_2025,0.08904923397581876,4.735392720306513,0.0890492342434204,4.735392720306513,-2.6760163529537806e-10,0.0
guangzhou_ssp585_late_2080s_heatwave_extreme_2086,0.1743100004364675,37.82926245210728,0.1743100008405722,37.82926245210728,-4.041046941516413e-10,0.0
guangzhou_ssp585_late_2080s_hot_2086,0.1743100004364675,37.82926245210728,0.1743100008405722,37.82926245210728,-4.041046941516413e-10,0.0
guangzhou_ssp585_late_2080s_typical_2087,0.1288128774753207,19.30675287356322,0.1288128774731708,19.30675287356322,2.1498913760353844e-12,0.0
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,0.11299513542998287,13.332136015325672,0.1129951354764586,13.332136015325672,-4.647573992322407e-11,0.0
guangzhou_ssp585_mid_2050s_hot_2057,0.10572420752253876,11.320641762452107,0.1057242076351878,11.320641762452109,-1.1264904287155986e-10,-1.7763568394002505e-15
guangzhou_ssp585_mid_2050s_typical_2050,0.10660544329910045,12.649664750957854,0.1066054434643964,12.649664750957854,-1.6529595747716286e-10,0.0
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,0.10050605413868151,9.66235632183908,0.1005060543327588,9.66235632183908,-1.9407729590081857e-10,0.0
guangzhou_ssp585_near_2030s_hot_2033,0.10050605413868151,9.66235632183908,0.1005060543327588,9.66235632183908,-1.9407729590081857e-10,0.0
guangzhou_ssp585_near_2030s_typical_2039,0.08905451874818252,5.20234674329502,0.0890545189712184,5.20234674329502,-2.2303588143035569e-10,0.0
houston_ssp245_baseline_2020s_heatwave_extreme_2026,0.09683913665997387,8.321360153256704,0.096839136899073,8.321360153256704,-2.3909912938435696e-10,0.0
houston_ssp245_baseline_2020s_hot_2026,0.09683913665997387,8.321360153256704,0.096839136899073,8.321360153256704,-2.3909912938435696e-10,0.0
houston_ssp245_baseline_2020s_typical_2027,0.08432182478872714,3.9870689655172415,0.0843218251570119,3.9870689655172415,-3.68284763796467e-10,0.0
houston_ssp245_late_2080s_heatwave_extreme_2081,0.11491862455547734,17.504789272030653,0.1149186247943194,17.504789272030653,-2.38842057243005e-10,0.0
houston_ssp245_late_2080s_hot_2085,0.10915247819823148,14.194204980842912,0.1091524784353626,14.194204980842912,-2.371311202953308e-10,0.0
houston_ssp245_late_2080s_typical_2086,0.0966864581937858,8.75838122605364,0.0966864584321073,8.75838122605364,-2.383215014223339e-10,0.0
houston_ssp245_mid_2050s_heatwave_extreme_2058,0.10186397017924495,12.434147509578544,0.1018639704805616,12.434147509578544,-3.013166521848021e-10,0.0
houston_ssp245_mid_2050s_hot_2056,0.09339067875228106,5.8309386973180075,0.0933906789925558,5.8309386973180075,-2.4027474454513253e-10,0.0
houston_ssp245_mid_2050s_typical_2052,0.09844217067327833,10.632183908045976,0.098442170935888,10.632183908045976,-2.6260967012081693e-10,0.0
houston_ssp245_near_2030s_heatwave_extreme_2039,0.10042725405525336,10.698036398467432,0.1004272543110784,10.698036398467432,-2.5582504170618137e-10,0.0
houston_ssp245_near_2030s_hot_2038,0.10182266470129152,9.500718390804598,0.1018226648978913,9.500718390804598,-1.9659977812391816e-10,0.0
houston_ssp245_near_2030s_typical_2033,0.09835535754420635,9.770114942528735,0.0983553578094849,9.770114942528735,-2.6527854912750115e-10,0.0
houston_ssp585_baseline_2020s_heatwave_extreme_2025,0.10115669216714011,11.16499042145594,0.101156692394283,11.16499042145594,-2.271428878319881e-10,0.0
houston_ssp585_baseline_2020s_hot_2026,0.09574573222246564,8.183668582375478,0.0957457324537399,8.183668582375478,-2.3127426362901105e-10,0.0
houston_ssp585_baseline_2020s_typical_2025,0.10115669216714011,11.16499042145594,0.101156692394283,11.16499042145594,-2.271428878319881e-10,0.0
houston_ssp585_late_2080s_heatwave_extreme_2086,0.136172876329635,25.502873563218394,0.1361728766347576,25.50287356321839,-3.0512259385773177e-10,3.552713678800501e-15
houston_ssp585_late_2080s_hot_2080,0.12709154831926767,21.707375478927204,0.1270915486941096,21.707375478927204,-3.748419352689325e-10,0.0
houston_ssp585_late_2080s_typical_2088,0.13288025063846273,22.988505747126435,0.1328802510190914,22.988505747126435,-3.8062866747345936e-10,0.0
houston_ssp585_mid_2050s_heatwave_extreme_2059,0.10900705101938125,14.475574712643677,0.1090070512560895,14.475574712643676,-2.3670825022303887e-10,1.7763568394002505e-15
houston_ssp585_mid_2050s_hot_2058,0.10917387137063299,14.403735632183908,0.1091738715658891,14.403735632183908,-1.9525611683057775e-10,0.0
houston_ssp585_mid_2050s_typical_2055,0.10756645519123591,13.397988505747128,0.1075664553715173,13.397988505747128,-1.8028138704107022e-10,0.0
houston_ssp585_near_2030s_heatwave_extreme_2037,0.10109171424012127,10.49449233716475,0.1010917144387312,10.49449233716475,-1.9860993405451666e-10,0.0
houston_ssp585_near_2030s_hot_2035,0.09553073701002295,7.986111111111111,0.095530737244286,7.986111111111111,-2.34263053400241e-10,0.0
houston_ssp585_near_2030s_typical_2038,0.09570331130594792,8.704501915708812,0.0957033115046366,8.704501915708812,-1.986886766225382e-10,0.0
kolkata_ssp245_baseline_2020s_heatwave_extreme_2027,0.12013051901582285,14.76293103448276,0.1201305191552682,14.76293103448276,-1.3944535803833702e-10,0.0
kolkata_ssp245_baseline_2020s_hot_2028,0.11401887878565198,13.344109195402298,0.1140188789116451,13.344109195402298,-1.2599311871586139e-10,0.0
kolkata_ssp245_baseline_2020s_typical_2026,0.10940388029793958,12.368295019157088,0.1094038805285857,12.368295019157088,-2.3064611331946594e-10,0.0
kolkata_ssp245_late_2080s_heatwave_extreme_2086,0.14455053852787522,26.011733716475092,0.1445505387278471,26.011733716475092,-1.9997187239439995e-10,0.0
kolkata_ssp245_late_2080s_hot_2087,0.13740039465630563,22.790948275862068,0.137400394792595,22.790948275862068,-1.362893686795985e-10,0.0
kolkata_ssp245_late_2080s_typical_2084,0.13654869691119045,22.467672413793103,0.136548697223207,22.467672413793103,-3.120165514847173e-10,0.0
kolkata_ssp245_mid_2050s_heatwave_extreme_2053,0.13048097303946443,21.324233716475096,0.130480973225472,21.324233716475096,-1.8600757045739158e-10,0.0
kolkata_ssp245_mid_2050s_hot_2053,0.13048097303946443,21.324233716475096,0.130480973225472,21.324233716475096,-1.8600757045739158e-10,0.0
kolkata_ssp245_mid_2050s_typical_2058,0.11477609037420325,14.631226053639848,0.1147760906047115,14.631226053639848,-2.305082513753831e-10,0.0
kolkata_ssp245_near_2030s_heatwave_extreme_2039,0.11642092337414738,16.09794061302682,0.1164209236306099,16.09794061302682,-2.564625178891333e-10,0.0
kolkata_ssp245_near_2030s_hot_2031,0.12709239289229834,20.288553639846743,0.1270923929860988,20.288553639846743,-9.3800467393379e-11,0.0
kolkata_ssp245_near_2030s_typical_2036,0.09978413776041872,8.90205938697318,0.0997841379558528,8.90205938697318,-1.9543407170363736e-10,0.0
kolkata_ssp585_baseline_2020s_heatwave_extreme_2027,0.09947958936145426,8.776340996168583,0.0994795896370118,8.776340996168583,-2.7555753512320535e-10,0.0
kolkata_ssp585_baseline_2020s_hot_2026,0.1042153042356479,10.63817049808429,0.10421530440404,10.63817049808429,-1.6839210581487407e-10,0.0
kolkata_ssp585_baseline_2020s_typical_2029,0.09192278352390344,5.753113026819923,0.0919227837401267,5.753113026819923,-2.1622326151771176e-10,0.0
kolkata_ssp585_late_2080s_heatwave_extreme_2080,0.18482983126814176,40.64894636015325,0.1848298313873085,40.64894636015325,-1.191667320377121e-10,0.0
kolkata_ssp585_late_2080s_hot_2080,0.18482983126814176,40.64894636015325,0.1848298313873085,40.64894636015325,-1.191667320377121e-10,0.0
kolkata_ssp585_late_2080s_typical_2088,0.14968954729291373,27.011494252873565,0.1496895472695023,27.011494252873565,2.341143945372437e-11,0.0
kolkata_ssp585_mid_2050s_heatwave_extreme_2059,0.17897539900372333,39.990421455938694,0.1789753992604286,39.990421455938694,-2.567052681534676e-10,0.0
kolkata_ssp585_mid_2050s_hot_2059,0.17897539900372333,39.990421455938694,0.1789753992604286,39.990421455938694,-2.567052681534676e-10,0.0
kolkata_ssp585_mid_2050s_typical_2057,0.11406531232650836,14.433668582375478,0.11406531252546,14.433668582375478,-1.9895163294592066e-10,0.0
