weather,city,scenario_raw,time_slice,severity,weather_year,rows,mean_agg_p_tail_spread_mean,mean_agg_p_tail_spread_p95,max_zone_p_tail_spread_mean,max_zone_p_tail_spread_p95,mean_agg_threshold_flip_rows,mean_agg_threshold_flip_pct,max_zone_threshold_flip_rows,max_zone_threshold_flip_pct,sreal_mean_hidden_rows,sreal_mean_hidden_pct,sreal_zone_hidden_rows,sreal_zone_hidden_pct,direction_flip_rows,direction_flip_pct,sreal_mean_high_tail_pct,sreal_any_zone_high_tail_pct
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,16704,0.07423140853643417,0.2040892228484153,0.17394734919071198,0.36966729164123535,3556,21.28831417624521,7588,45.42624521072797,3530,21.132662835249043,7006,41.94204980842912,3809,22.802921455938694,1.7959770114942528,18.52250957854406
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,16704,0.07032186537981033,0.17859316691756244,0.16425064206123352,0.34527522325515747,3346,20.031130268199234,8062,48.26388888888889,3340,19.995210727969347,7552,45.21072796934866,3659,21.904932950191572,0.3532088122605364,11.063218390804598
ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027,Ahmedabad,ssp585,baseline_2020s,heatwave_extreme,2027,16704,0.09660890698432922,0.22087221592664713,0.1937762349843979,0.3491102933883665,5504,32.95019157088122,8258,49.43726053639847,5481,32.8125,7705,46.12667624521073,2493,14.92456896551724,4.603687739463601,25.99976053639847
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,16704,0.09660890698432922,0.22087221592664713,0.1937762349843979,0.3491102933883665,5504,32.95019157088122,8258,49.43726053639847,5481,32.8125,7705,46.12667624521073,2493,14.92456896551724,4.603687739463601,25.99976053639847
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,16704,0.07638738304376602,0.2100372195243835,0.17019329965114594,0.35628380477428323,3505,20.98299808429119,7062,42.27729885057471,3479,20.82734674329502,6575,39.36182950191571,4117,24.646791187739463,3.0830938697318007,18.624281609195403
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,16704,0.10095102339982986,0.24120479822158805,0.19841478765010834,0.35260722041130066,4201,25.149664750957857,6704,40.13409961685824,4116,24.64080459770115,6211,37.18271072796935,2852,17.07375478927203,13.978687739463602,34.99161877394636
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,16704,0.10095102339982986,0.24120479822158805,0.19841478765010834,0.35260722041130066,4201,25.149664750957857,6704,40.13409961685824,4116,24.64080459770115,6211,37.18271072796935,2852,17.07375478927203,13.978687739463602,34.99161877394636
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,16704,0.08350281417369843,0.22968309596180916,0.18309636414051056,0.36063769459724426,3975,23.79669540229885,6695,40.08022030651341,3931,23.533285440613028,6236,37.332375478927204,3243,19.414511494252874,6.190134099616858,27.16714559386973
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,16704,0.08580618351697922,0.2193293884396553,0.18779407441616058,0.37193727493286133,4805,28.765565134099617,8020,48.0124521072797,4771,28.562021072796934,7498,44.8874521072797,3090,18.498563218390803,3.556034482758621,23.269875478927204
ahmedabad_ssp585_mid_2050s_hot_2050,Ahmedabad,ssp585,mid_2050s,hot,2050,16704,0.08470211178064346,0.2255272723734378,0.1862974613904953,0.35986387729644775,4410,26.40086206896552,7884,47.19827586206897,4383,26.239224137931032,7335,43.911637931034484,3299,19.749760536398465,3.9750957854406135,21.875
