weather,city,scenario,time_slice,severity,weather_year,max_abs_zone_p_tail_error,mean_abs_zone_p_tail_error,max_abs_zone_expected_tsv_error,mean_abs_zone_expected_tsv_error,max_abs_equal_p_tail_error,max_abs_equal_expected_tsv_error,max_abs_mean_pmv_error,mean_abs_mean_pmv_error
kolkata_ssp245_mid_2050s_hot_2053,Kolkata,ssp245,mid_2050s,hot,2053,0.327362658470995,0.009877240343103728,0.7899097773351718,0.03185992401071922,0.19153285932695524,0.6202538094902887,0.3893333333333332,0.025560145274584924
kolkata_ssp245_mid_2050s_typical_2058,Kolkata,ssp245,mid_2050s,typical,2058,0.32287742255449814,0.008720431345258685,0.7780891352261157,0.029558596851984597,0.1987029718111627,0.6266499845644109,0.4113333333333331,0.0242302043422733
kolkata_ssp245_near_2030s_heatwave_extreme_2039,Kolkata,ssp245,near_2030s,heatwave_extreme,2039,0.3213469134436373,0.008649598967042855,0.8221623816699153,0.029627954846100465,0.1912299811133408,0.6202316330380402,0.4346666666666663,0.024321839080459765
kolkata_ssp245_near_2030s_hot_2031,Kolkata,ssp245,near_2030s,hot,2031,0.3303191208844563,0.009809787584513993,0.8190311606845984,0.031935152618632084,0.18880044663725437,0.6109884638045738,0.40666666666666673,0.025891004150702425
kolkata_ssp245_near_2030s_typical_2036,Kolkata,ssp245,near_2030s,typical,2036,0.3369302265651508,0.007341824626371107,0.7682441105265256,0.026774131902973203,0.19361096579810075,0.6202279784792204,0.41066666666666674,0.022098020434227324
kolkata_ssp585_baseline_2020s_heatwave_extreme_2027,Kolkata,ssp585,baseline_2020s,heatwave_extreme,2027,0.3464912280701756,0.007315638492710752,0.8138738815472534,0.026590838172576736,0.20649175621725738,0.6244561233019053,0.4240000000000004,0.022021312260536396
kolkata_ssp585_baseline_2020s_hot_2026,Kolkata,ssp585,baseline_2020s,hot,2026,0.33389369146702375,0.00770701744953577,0.7872818538770723,0.02767050694827707,0.18668675018382938,0.6325506379084553,0.3919999999999999,0.02357283684546615
kolkata_ssp585_baseline_2020s_typical_2029,Kolkata,ssp585,baseline_2020s,typical,2029,0.3425162929522874,0.006706873318060529,0.8254941165734966,0.025627154672800037,0.19309923379423832,0.5629429895113855,0.382,0.021910081417624516
kolkata_ssp585_late_2080s_heatwave_extreme_2080,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,0.4019886363636364,0.014846401713811032,0.9365439765612509,0.04163625222114638,0.18896373828482801,0.5950999687509289,0.40866666666666673,0.030728408365261806
kolkata_ssp585_late_2080s_hot_2080,Kolkata,ssp585,late_2080s,hot,2080,0.4019886363636364,0.014846401713811032,0.9365439765612509,0.04163625222114638,0.18896373828482801,0.5950999687509289,0.40866666666666673,0.030728408365261806
kolkata_ssp585_late_2080s_typical_2088,Kolkata,ssp585,late_2080s,typical,2088,0.3848112580028269,0.011663653420887569,0.790727888178156,0.03519243569784333,0.1968359543116201,0.5935283575523406,0.4073333333333332,0.028252354725415065
kolkata_ssp585_mid_2050s_heatwave_extreme_2059,Kolkata,ssp585,mid_2050s,heatwave_extreme,2059,0.3809993139113403,0.014024230341616675,0.9773255745438343,0.03940893318679732,0.1844303618372969,0.6228822314741238,0.41000000000000036,0.02992229406130268
kolkata_ssp585_mid_2050s_hot_2059,Kolkata,ssp585,mid_2050s,hot,2059,0.3809993139113403,0.014024230341616675,0.9773255745438343,0.03940893318679732,0.1844303618372969,0.6228822314741238,0.41000000000000036,0.02992229406130268
kolkata_ssp585_mid_2050s_typical_2057,Kolkata,ssp585,mid_2050s,typical,2057,0.3797846889952153,0.008627595919928913,0.7439411499575592,0.029285359212537016,0.18838665484460215,0.6166279592428792,0.3820000000000001,0.023669340676883775
kolkata_ssp585_near_2030s_heatwave_extreme_2032,Kolkata,ssp585,near_2030s,heatwave_extreme,2032,0.3458054058275368,0.006845747624185539,0.8544697958483485,0.02611293302520355,0.1856873383413388,0.5692252705641134,0.4026666666666666,0.020948555236270743
kolkata_ssp585_near_2030s_hot_2030,Kolkata,ssp585,near_2030s,hot,2030,0.3016186810518111,0.007837790666902277,0.7654344528194399,0.027484801843383033,0.1997901384447053,0.5606997405887337,0.3899999999999999,0.022671016922094504
kolkata_ssp585_near_2030s_typical_2038,Kolkata,ssp585,near_2030s,typical,2038,0.3213469134436373,0.006715728231362617,0.7788193906522403,0.025378815929614967,0.17536282270756148,0.58562804411105,0.41200000000000003,0.020821998722860786
phoenix_ssp245_baseline_2020s_heatwave_extreme_2025,Phoenix,ssp245,baseline_2020s,heatwave_extreme,2025,0.2899749978307703,0.008115120527780982,0.8019505416904495,0.03041672520780091,0.18205265559404243,0.5470215663647545,0.47799999999999976,0.02389272030651341
phoenix_ssp245_baseline_2020s_hot_2028,Phoenix,ssp245,baseline_2020s,hot,2028,0.32037529793431807,0.008224616194083212,0.9876464074730598,0.030071726900732516,0.18863737292980884,0.6175812396736065,0.48599999999999965,0.023609115581098343
phoenix_ssp245_baseline_2020s_typical_2026,Phoenix,ssp245,baseline_2020s,typical,2026,0.2995952682078607,0.007694166478206677,0.8178592298722982,0.028827384142586506,0.179423491352871,0.6357690112786565,0.43800000000000006,0.023329621647509582
phoenix_ssp245_late_2080s_heatwave_extreme_2086,Phoenix,ssp245,late_2080s,heatwave_extreme,2086,0.33693022656515076,0.010958138307213957,1.0164266975903644,0.03703716933923265,0.2075422711125405,0.6380730506218527,0.45933333333333326,0.026780691251596433
phoenix_ssp245_late_2080s_hot_2086,Phoenix,ssp245,late_2080s,hot,2086,0.33693022656515076,0.010958138307213957,1.0164266975903644,0.03703716933923265,0.2075422711125405,0.6380730506218527,0.45933333333333326,0.026780691251596433
phoenix_ssp245_late_2080s_typical_2081,Phoenix,ssp245,late_2080s,typical,2081,0.3305350459982882,0.0093903803554742,0.9422886722276173,0.032492402539048365,0.1916860452615612,0.6433615490196457,0.46133333333333304,0.02379306353767561
phoenix_ssp245_mid_2050s_heatwave_extreme_2051,Phoenix,ssp245,mid_2050s,heatwave_extreme,2051,0.3309079149486621,0.009500489901136389,0.8283359552456637,0.03279477644039657,0.17497755096558418,0.5060723174807122,0.4460000000000002,0.024316491060025546
phoenix_ssp245_mid_2050s_hot_2058,Phoenix,ssp245,mid_2050s,hot,2058,0.3425162929522874,0.010177342545511187,0.9911582546004825,0.034588905134250524,0.19056574150946237,0.609112877999324,0.4233333333333331,0.02439615261813538
phoenix_ssp245_mid_2050s_typical_2054,Phoenix,ssp245,mid_2050s,typical,2054,0.3375661706108607,0.009043671242690766,0.9785093319857069,0.03145364248591218,0.1997224650521215,0.588448347818192,0.46266666666666656,0.02386510217113666
phoenix_ssp245_near_2030s_heatwave_extreme_2039,Phoenix,ssp245,near_2030s,heatwave_extreme,2039,0.34227111478948913,0.00961928173601622,0.9521077290042365,0.03354201224461158,0.19615578823157187,0.6174767961072202,0.4546666666666668,0.023979406130268208
phoenix_ssp245_near_2030s_hot_2039,Phoenix,ssp245,near_2030s,hot,2039,0.34227111478948913,0.00961928173601622,0.9521077290042365,0.03354201224461158,0.19615578823157187,0.6174767961072202,0.4546666666666668,0.023979406130268208
phoenix_ssp245_near_2030s_typical_2034,Phoenix,ssp245,near_2030s,typical,2034,0.2970931435876807,0.008842100163226051,0.8258054928583358,0.03215793627122505,0.1744091475024168,0.5837392170281941,0.41200000000000014,0.0242937021072797
phoenix_ssp585_baseline_2020s_heatwave_extreme_2025,Phoenix,ssp585,baseline_2020s,heatwave_extreme,2025,0.3005076148451144,0.008903208713025404,0.7937477705855971,0.032211222698063834,0.2067423558064859,0.5795019095707935,0.4586666666666669,0.023749401340996172
phoenix_ssp585_baseline_2020s_hot_2025,Phoenix,ssp585,baseline_2020s,hot,2025,0.3005076148451144,0.008903208713025404,0.7937477705855971,0.032211222698063834,0.2067423558064859,0.5795019095707935,0.4586666666666669,0.023749401340996172
phoenix_ssp585_baseline_2020s_typical_2029,Phoenix,ssp585,baseline_2020s,typical,2029,0.34178628389154725,0.008769484391993878,0.8329749818899579,0.03135052892545951,0.21734779896341747,0.5725658862480406,0.4813333333333336,0.024176245210727976
phoenix_ssp585_late_2080s_heatwave_extreme_2085,Phoenix,ssp585,late_2080s,heatwave_extreme,2085,0.4599436408016618,0.012285111323681906,0.9022174447386003,0.03796759562071574,0.18197803880981964,0.5599538152766909,0.44599999999999973,0.025251117496807154
phoenix_ssp585_late_2080s_hot_2089,Phoenix,ssp585,late_2080s,hot,2089,0.3917525773195877,0.012303869951381427,0.9616894687465439,0.03731602696010231,0.19246982826714867,0.6394959402117306,0.45799999999999985,0.026246847062579827
phoenix_ssp585_late_2080s_typical_2081,Phoenix,ssp585,late_2080s,typical,2081,0.3556437495612873,0.011646873940385312,1.0434894527152807,0.03688824680604414,0.2165685084205448,0.6481778253157118,0.44066666666666665,0.026069923371647517
phoenix_ssp585_mid_2050s_heatwave_extreme_2057,Phoenix,ssp585,mid_2050s,heatwave_extreme,2057,0.33437628558166665,0.009878218808526285,0.8711522140951586,0.034371238854505964,0.17535877776638348,0.5231896467155808,0.47266666666666646,0.025363864942528742
phoenix_ssp585_mid_2050s_hot_2057,Phoenix,ssp585,mid_2050s,hot,2057,0.33437628558166665,0.009878218808526285,0.8711522140951586,0.034371238854505964,0.17535877776638348,0.5231896467155808,0.47266666666666646,0.025363864942528742
phoenix_ssp585_mid_2050s_typical_2050,Phoenix,ssp585,mid_2050s,typical,2050,0.3359586110558316,0.009525085759561052,0.9915490204833941,0.03218500904891208,0.21525738850329595,0.5836582055318486,0.45200000000000007,0.023754509897828863
phoenix_ssp585_near_2030s_heatwave_extreme_2033,Phoenix,ssp585,near_2030s,heatwave_extreme,2033,0.33425775243355965,0.009445120462720417,1.0004007247663846,0.03364481384783292,0.17325625594466126,0.541449491627178,0.43333333333333335,0.0250547174329502
phoenix_ssp585_near_2030s_hot_2033,Phoenix,ssp585,near_2030s,hot,2033,0.33425775243355965,0.009445120462720417,1.0004007247663846,0.03364481384783292,0.17325625594466126,0.541449491627178,0.43333333333333335,0.0250547174329502
phoenix_ssp585_near_2030s_typical_2034,Phoenix,ssp585,near_2030s,typical,2034,0.3203752979343181,0.008685416940773806,0.986518270267143,0.03179336072700723,0.22229195725301407,0.5783490390663164,0.48733333333333284,0.024357040229885062
