group_scope,model,event,city,n_steps,n_cases,equal_zone_mean_mean,area_weighted_mean_mean,zone_p90_mean,any_zone_mean,cold_equal_mean,warm_equal_mean,cold_area_mean,warm_area_mean,expected_tsv_equal_mean,expected_tsv_area_mean,time_slice,scenario,severity
city,nominal,outermost,Houston,400896,24,0.02985279124184788,0.02808732579276139,0.04491900151404667,0.05404850208820957,0.0027159331114882555,0.02713685813035962,0.002721443054463874,0.025365882738297523,0.1961422477596002,0.18720828093924638,,,
city,nominal,outermost,Kolkata,400896,24,0.037188457149457836,0.03570043329800198,0.057422211641826475,0.07081847260822456,0.0025520419902522974,0.034636415159205534,0.002588239961860073,0.03311219333614191,0.28815747272003106,0.2769209064718223,,,
city,nominal,outermost,Phoenix,400896,24,0.030825287833484327,0.02662303254885601,0.055871837986092736,0.07353353155123177,0.0026691108357930126,0.028156176997691313,0.0027222447483314545,0.023900787800524556,0.2852756445149744,0.24310625735084693,,,
city,ordinal,broad_tail,Ahmedabad,400896,24,0.13027946704866408,0.12159465318622986,0.20364267384862872,0.24848039208963166,0.02675575233409025,0.10352371471457382,0.027573988087779215,0.09402066509845067,0.33286768682052426,0.2989184523126115,,,
city,ordinal,broad_tail,Beijing,400896,24,0.09484284136072989,0.09697641868180017,0.12328681725627871,0.14626126978405551,0.026063241525732472,0.06877959983499742,0.024694282769175947,0.07228213591262424,0.16961020716898123,0.19857801498333466,,,
city,ordinal,broad_tail,Guangzhou,400896,24,0.10718340451902635,0.10394432069035008,0.14332092879261996,0.16957203140133578,0.028251170225662373,0.07893223429336398,0.02832215472641397,0.07562216596393609,0.255112872957223,0.24789102341101463,,,
city,ordinal,broad_tail,Houston,400896,24,0.10438902887565926,0.10070245977721233,0.13816898372811795,0.15995907423190295,0.028801231591265533,0.07558779728439373,0.028589101475723515,0.07211335830148882,0.2386485708700305,0.23337382962078948,,,
city,ordinal,broad_tail,Kolkata,400896,24,0.12761137963334085,0.12486891968888023,0.17710079487558492,0.21174223336804063,0.025994169739777615,0.10161720989356322,0.026336763226911163,0.09853215646196907,0.33225123163343384,0.32184169428341575,,,
city,ordinal,broad_tail,Phoenix,400896,24,0.12915778043034415,0.1171628283258965,0.19782628927542945,0.23772960871376744,0.027441130943687053,0.1017166494866571,0.028701551066926328,0.08846127725897016,0.29495131191483837,0.24895954685061264,,,
city,ordinal,outermost,Ahmedabad,400896,24,0.0306263244346637,0.02744145130902031,0.05575340755743451,0.07320123803164225,0.0024188101049539353,0.028207514329709762,0.0024412162484929926,0.025000235060527322,0.33286768682052426,0.2989184523126115,,,
city,ordinal,outermost,Beijing,400896,24,0.02038485907538896,0.020301352609547362,0.030745188248110154,0.038636364470691326,0.0027054681000486234,0.017679390975340336,0.0026330812173940743,0.017668271392153285,0.16961020716898123,0.19857801498333466,,,
city,ordinal,outermost,Guangzhou,400896,24,0.02504331616276263,0.023795944722973375,0.037848840830481636,0.047659855805908154,0.002523881792610311,0.02251943437015232,0.002515742289854177,0.021280202433119202,0.255112872957223,0.24789102341101463,,,
city,ordinal,outermost,Houston,400896,24,0.023921115970362433,0.022550778537720025,0.036343052354173726,0.045586473910572876,0.0025733343051815433,0.021347781665180882,0.002560116182925805,0.01999066235479422,0.2386485708700305,0.23337382962078948,,,
city,ordinal,outermost,Kolkata,400896,24,0.030623928559427027,0.02892931943508322,0.04852165207083574,0.06221431027869336,0.0023446421317621664,0.02827928642766486,0.0023579033411279663,0.02657141609395526,0.33225123163343384,0.32184169428341575,,,
city,ordinal,outermost,Phoenix,400896,24,0.02850761000380935,0.02453837359390367,0.05379317047484757,0.07234357216909566,0.0025676138353643496,0.025939996168444997,0.0026101633415275462,0.021928210252376124,0.29495131191483837,0.24895954685061264,,,
city,stored_ordinal,broad_tail,Ahmedabad,400896,24,0.13166756221165812,0.12304188151611194,0.2053065653923839,0.25032841014301865,,,,,0.3387237379547524,0.30526694646648467,,,
city,stored_ordinal,broad_tail,Beijing,400896,24,0.09515610635915592,0.09735141526083807,0.1236966555395888,0.14683933869072693,,,,,0.17010140635748452,0.1996666043934373,,,
city,stored_ordinal,broad_tail,Guangzhou,400896,24,0.10815449750786083,0.10498215750303637,0.14452777526954716,0.17085801100742634,,,,,0.25917930715258847,0.25246899184634286,,,
city,stored_ordinal,broad_tail,Houston,400896,24,0.10516571241544843,0.10156636897715153,0.13917810852970014,0.161071886002605,,,,,0.24162102652310372,0.2370008275950445,,,
city,stored_ordinal,broad_tail,Kolkata,400896,24,0.12886134441343283,0.1261962007989796,0.17858230667937736,0.21331697583495318,,,,,0.3374512991559961,0.3275305429606655,,,
city,stored_ordinal,broad_tail,Phoenix,400896,24,0.1301684671351598,0.11816288524824133,0.1991368217021579,0.23914697161426826,,,,,0.29966208263635036,0.2541163388696124,,,
time_slice,no_pmv_ordinal,broad_tail,,601344,36,0.10879508536801154,0.10412358314222529,0.1546788367740283,0.18653935852170564,0.02631037784929328,0.08248470751871825,0.02627479786562133,0.07784878527660397,0.2549361743344551,0.24242409567968573,baseline_2020s,,
time_slice,no_pmv_ordinal,broad_tail,,601344,36,0.14271122349589677,0.13697325868541807,0.20162602415684816,0.23851542459360667,0.024205977505606355,0.11850524599029041,0.02439140606448444,0.11258185262093363,0.37853186867280086,0.35964100319124004,late_2080s,,
time_slice,no_pmv_ordinal,broad_tail,,601344,36,0.12255723673482732,0.1173367199386474,0.17409472594941158,0.20771492823542156,0.02526691101990158,0.09729032571492577,0.02536061298637525,0.09197610695227215,0.30696903389237484,0.2909992150638172,mid_2050s,,
time_slice,no_pmv_ordinal,broad_tail,,601344,36,0.10885580282176327,0.10405051168134827,0.15483676477730274,0.1865744693429796,0.026450787924842078,0.08240501489692122,0.026440967931532743,0.07760954374981552,0.25359421773964697,0.24042730443671756,near_2030s,,
time_slice,nominal,broad_tail,,601344,36,0.11375975321375686,0.10945806874601523,0.16018107892896055,0.18917964758842806,0.030186429298168362,0.08357332391558851,0.030664290044035546,0.0787937787019797,0.19539506950864283,0.18329554909666884,baseline_2020s,,
time_slice,nominal,broad_tail,,601344,36,0.15187445085715037,0.14701356577345573,0.21033121582481268,0.24356192226917922,0.02789034799309415,0.12398410286405626,0.028553041441454027,0.11846052433200169,0.31446593565183356,0.29794733668374324,late_2080s,,
time_slice,nominal,broad_tail,,601344,36,0.1293316241516008,0.12458323298969444,0.18075055734224182,0.21130036936163557,0.029139888382979238,0.1001917357686216,0.02970599281734134,0.09487724017235316,0.2447774552567637,0.22999818971107028,mid_2050s,,
time_slice,nominal,broad_tail,,601344,36,0.1141597108671237,0.10974733490258146,0.16023469864863588,0.1890959309098738,0.030572486944561935,0.08358722392256179,0.031056288108146778,0.0786910467944347,0.19382113696996373,0.18120892714359366,near_2030s,,
time_slice,nominal,outermost,,601344,36,0.027921342207671476,0.026117850642793972,0.04528063378577025,0.05734683236592502,0.0026926754121199404,0.025228666795551535,0.00269319866435182,0.023424651978442155,0.19539506950864283,0.18329554909666884,baseline_2020s,,
