weather,city,scenario,time_slice,severity,weather_year,model,event,threshold,n_steps,n_zone_steps,area_zone_time_mass,unweighted_zone_high_count,equal_zone_mean_high_count,equal_zone_mean_high_pct,area_weighted_mean_high_count,area_weighted_mean_high_pct,zone_p90_high_count,zone_p90_high_pct,any_zone_high_count,any_zone_high_pct,hidden_any_zone_count,hidden_any_zone_pct,hidden_p90_count,hidden_p90_pct,area_weighted_zone_time_high_pct,unweighted_zone_time_high_pct
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.05,16704,250560,16549.95700284413,248564,16686,99.89224137931035,16691,99.92217432950191,16700,99.97605363984674,16704,100.0,18,0.10775862068965517,14,0.08381226053639847,99.0778077277546,99.20338441890166
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.06,16704,250560,14303.36208374229,219959,16021,95.91115900383141,15896,95.16283524904215,16527,98.94037356321839,16617,99.47916666666666,596,3.5680076628352495,506,3.0292145593869733,85.62836496493229,87.78695721583652
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.07,16704,250560,11843.587605049186,186389,13871,83.03999042145594,13302,79.63362068965517,15733,94.18702107279694,16341,97.82686781609196,2470,14.786877394636017,1865,11.16499042145594,70.90270357428871,74.3889687100894
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.08,16704,250560,7202.936889199327,115816,11489,68.77993295019157,10869,65.06824712643679,13053,78.14295977011494,14788,88.52969348659003,3299,19.749760536398465,1629,9.752155172413794,43.12103022748639,46.22286079182631
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.09,16704,250560,6568.70889508429,104504,9851,58.97389846743295,9031,54.064894636015325,11895,71.21048850574712,13990,83.75239463601532,4139,24.778496168582375,2071,12.398227969348659,39.32416723589733,41.70817369093231
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.1,16704,250560,5710.299577093607,91370,8781,52.56824712643679,7811,46.76125478927203,10829,64.82878352490421,12741,76.27514367816092,3960,23.70689655172414,2048,12.260536398467432,34.18522256401824,36.46631545338442
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.11,16704,250560,5318.066563097753,86408,8005,47.92265325670498,6767,40.51125478927203,10379,62.13481800766284,12582,75.32327586206897,4577,27.400622605363985,2374,14.212164750957854,31.837084309732717,34.48595146871009
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.12,16704,250560,4969.002543058373,81633,7314,43.785919540229884,5816,34.81800766283525,9838,58.89607279693486,12097,72.41977969348659,4783,28.633860153256705,2524,15.110153256704981,29.74738112463106,32.58022030651341
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.13,16704,250560,4202.0572198169875,69857,6573,39.349856321839084,5016,30.028735632183906,9270,55.495689655172406,11089,66.3852969348659,4516,27.035440613026818,2697,16.145833333333336,25.15599389258254,27.880348020434226
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.14,16704,250560,4169.23035452281,69278,5863,35.099377394636015,4493,26.89774904214559,9164,54.861111111111114,10945,65.52322796934867,5082,30.423850574712645,3301,19.761733716475096,24.959472907823333,27.6492656449553
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.15,16704,250560,4152.659192042053,68937,5145,30.801005747126435,4060,24.305555555555554,9070,54.29837164750958,10878,65.12212643678161,5733,34.321120689655174,3925,23.49736590038314,24.860268151592752,27.513170498084293
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.16,16704,250560,4100.260100477902,68021,4495,26.90972222222222,3737,22.37188697318008,8934,53.48419540229885,10683,63.95474137931034,6188,37.04501915708812,4439,26.57447318007663,24.54657627201809,27.14758939974457
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.17,16704,250560,4099.817594270792,68010,4025,24.09602490421456,3452,20.665708812260537,8592,51.43678160919541,10678,63.92480842911878,6653,39.82878352490422,4567,27.340756704980844,24.543927168766714,27.143199233716476
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.18,16704,250560,4083.3680811048953,67789,3610,21.611590038314176,3210,19.216954022988507,8438,50.51484674329502,10670,63.87691570881226,7060,42.265325670498086,4828,28.903256704980844,24.44545067711264,27.054996807151984
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.19,16704,250560,3235.918802775486,56240,3281,19.64200191570881,2968,17.768199233716476,7951,47.599377394636015,10126,60.62021072796935,6845,40.97820881226053,4670,27.957375478927204,19.37211926948926,22.445721583652617
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.2,16704,250560,2966.6496259676965,52044,3042,18.211206896551722,2735,16.373323754789272,7453,44.61805555555556,9703,58.087883141762454,6661,39.87667624521073,4411,26.406848659003828,17.760115097986688,20.771072796934867
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.21,16704,250560,2468.7819713820627,44331,2790,16.70258620689655,2474,14.81082375478927,7085,42.41499042145594,8920,53.400383141762454,6130,36.6977969348659,4295,25.71240421455939,14.779585556645491,17.692768199233715
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.22,16704,250560,2468.755627545316,44330,2519,15.080220306513409,2264,13.553639846743296,7065,42.29525862068966,8920,53.400383141762454,6401,38.32016283524904,4546,27.215038314176244,14.779427846894851,17.69236909323116
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.23,16704,250560,2468.5166001296616,44328,2271,13.595545977011495,2033,12.17073754789272,7053,42.223419540229884,8919,53.394396551724135,6648,39.798850574712645,4782,28.627873563218394,14.777996887749412,17.691570881226053
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.24,16704,250560,2468.5166001296616,44328,2055,12.302442528735632,1791,10.721982758620689,6588,39.439655172413794,8919,53.394396551724135,6864,41.09195402298851,4533,27.13721264367816,14.777996887749412,17.691570881226053
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.25,16704,250560,2460.1811010820543,44173,1841,11.021312260536398,1550,9.279214559386974,6500,38.912835249042146,8916,53.37643678160919,7075,42.355124521072796,4659,27.891522988505745,14.728095672186628,17.62970945083014
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.26,16704,250560,1891.8193665837712,35262,1571,9.40493295019157,1308,7.830459770114942,6015,36.00933908045977,8123,48.629070881226056,6552,39.224137931034484,4444,26.6044061302682,11.325546974280238,14.073275862068964
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.27,16704,250560,1817.8288784650922,34205,1336,7.998084291187739,1119,6.698994252873564,5860,35.08141762452107,7936,47.509578544061306,6600,39.51149425287356,4524,27.083333333333332,10.882596255178953,13.651420817369091
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.28,16704,250560,1608.753461831042,30929,1141,6.830699233716475,905,5.417863984674329,5549,33.219588122605366,7612,45.569923371647505,6471,38.73922413793103,4408,26.38888888888889,9.63094744870116,12.343949553001277
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.29,16704,250560,1564.1554356618274,30088,936,5.603448275862069,722,4.322318007662835,5278,31.59722222222222,7508,44.94731800766284,6572,39.343869731800766,4342,25.993773946360154,9.363957349508066,12.00830140485313
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.3,16704,250560,1244.1279698285289,24615,746,4.465996168582375,591,3.5380747126436782,4873,29.172653256704983,6826,40.86446360153257,6080,36.39846743295019,4127,24.706657088122604,7.44808411056351,9.823994252873563
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.31,16704,250560,1156.8969930893843,23060,607,3.633860153256705,479,2.86757662835249,4412,26.412835249042143,6568,39.319923371647505,5961,35.68606321839081,3805,22.77897509578544,6.925868014184533,9.20338441890166
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.32,16704,250560,755.9521094137316,15809,454,2.717911877394636,372,2.227011494252874,3876,23.204022988505745,5266,31.525383141762454,4812,28.807471264367816,3422,20.48611111111111,4.525575367658834,6.3094667943805876
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.33,16704,250560,724.5315794861295,15208,331,1.9815613026819925,283,1.694204980842912,3791,22.695162835249043,5099,30.525622605363985,4768,28.544061302681996,3460,20.71360153256705,4.337473536195699,6.069604086845466
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.34,16704,250560,724.5052336422335,15207,262,1.5684865900383143,204,1.221264367816092,3659,21.904932950191572,5099,30.525622605363985,4837,28.95713601532567,3397,20.336446360153257,4.33731581442908,6.069204980842912
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.35,16704,250560,724.5052336422335,15207,214,1.2811302681992338,166,0.9937739463601534,3123,18.69612068965517,5099,30.525622605363985,4885,29.24449233716475,2909,17.41499042145594,4.33731581442908,6.069204980842912
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.36,16704,250560,724.3803849311246,15204,167,0.9997605363984674,137,0.8201628352490421,2985,17.869971264367816,5099,30.525622605363985,4932,29.52586206896552,2818,16.870210727969347,4.336568396378858,6.068007662835249
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.37,16704,250560,580.356584152752,12179,132,0.7902298850574714,109,0.6525383141762453,2582,15.457375478927204,4654,27.861590038314176,4522,27.071360153256705,2450,14.667145593869732,3.4743569453589087,4.860712005108557
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.38,16704,250560,390.51365363424514,8737,106,0.6345785440613027,81,0.4849137931034483,2107,12.61374521072797,3711,22.21623563218391,3605,21.581657088122604,2001,11.979166666666668,2.3378451486724448,3.486989144316731
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.39,16704,250560,317.1008833464802,7271,87,0.5208333333333333,73,0.4370210727969348,1876,11.230842911877396,3245,19.4264846743295,3158,18.90565134099617,1789,10.71000957854406,1.898352989382664,2.9018997445721584
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,broad_tail,0.4,16704,250560,307.34351760972584,7043,60,0.35919540229885055,58,0.3472222222222222,1788,10.704022988505747,3152,18.869731800766285,3092,18.510536398467433,1728,10.344827586206897,1.8399396408628224,2.810903575989783
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,outermost,0.025,16704,250560,5969.652255333497,97245,7648,45.785440613026815,7094,42.468869731800766,10843,64.9125957854406,13208,79.07088122605363,5560,33.285440613026815,3219,19.270833333333336,35.73786072397927,38.81106321839081
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,outermost,0.05,16704,250560,1449.6668593530153,29187,2595,15.535201149425287,1175,7.034243295019158,6046,36.194923371647505,7728,46.264367816091955,5133,30.729166666666668,3451,20.65972222222222,8.678561179076958,11.648706896551724
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,outermost,0.075,16704,250560,866.374598319213,19002,479,2.86757662835249,300,1.7959770114942528,4327,25.90397509578544,6093,36.47629310344828,5614,33.60871647509578,3848,23.03639846743295,5.186629539746246,7.583812260536399
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,outermost,0.1,16704,250560,655.8723473010864,15108,101,0.6046455938697318,53,0.3172892720306513,3535,21.16259578544061,5392,32.27969348659004,5291,31.675047892720304,3434,20.55795019157088,3.9264388607584197,6.0296934865900385
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,outermost,0.15,16704,250560,184.3658953191267,4441,0,0.0,0,0.0,1253,7.501197318007663,2537,15.187978927203066,2537,15.187978927203066,1253,7.501197318007663,1.1037230323223581,1.7724297573435503
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,ordinal,outermost,0.2,16704,250560,6.117586844339538,147,0,0.0,0,0.0,37,0.22150383141762453,86,0.5148467432950191,86,0.5148467432950191,37,0.22150383141762453,0.036623484460844936,0.05866858237547893
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.05,16704,250560,16697.231839813412,250418,16704,100.0,16704,100.0,16704,100.0,16704,100.0,0,0.0,0,0.0,99.95948179964927,99.94332694763729
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.06,16704,250560,16590.258019063906,248378,16704,100.0,16704,100.0,16704,100.0,16704,100.0,0,0.0,0,0.0,99.31907338998985,99.12915070242656
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.07,16704,250560,15140.054227157132,227426,16317,97.68318965517241,16331,97.76700191570882,16679,99.85033524904215,16701,99.98204022988506,384,2.2988505747126435,362,2.1671455938697317,90.63729781583532,90.76708173690933
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.08,16704,250560,10722.562108229511,166613,13657,81.7588601532567,13192,78.9750957854406,15436,92.40900383141762,16225,97.13242337164752,2568,15.373563218390803,1830,10.955459770114942,64.19158350233184,66.49624840357599
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.09,16704,250560,8409.012020818152,131820,11321,67.77418582375478,10776,64.51149425287356,13398,80.20833333333334,15174,90.84051724137932,3853,23.06633141762452,2159,12.925047892720306,50.341307595894115,52.61015325670498
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.1,16704,250560,6740.167380208301,107483,9743,58.32734674329502,9002,53.89128352490421,11943,71.4978448275862,14030,83.99185823754789,4287,25.664511494252874,2232,13.36206896551724,40.35061889492518,42.897110472541506
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.11,16704,250560,5627.361120310546,91899,8494,50.85009578544061,7744,46.36015325670498,10992,65.80459770114942,13177,78.8852969348659,4683,28.035201149425287,2500,14.966475095785443,33.68870402484762,36.67744252873563
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.12,16704,250560,4783.558105973477,79683,7714,46.18055555555556,6557,39.254070881226056,10150,60.763888888888886,12432,74.42528735632183,4718,28.24473180076628,2436,14.583333333333334,28.63720130491785,31.801963601532567
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.13,16704,250560,4253.243222358039,71756,7045,42.17552681992337,5450,32.62691570881226,9542,57.12404214559387,11778,70.51005747126436,4733,28.334530651340994,2497,14.948515325670497,25.462423505495924,28.638250319284804
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.14,16704,250560,3859.7434602052513,65420,6378,38.18247126436782,4696,28.11302681992337,9005,53.90924329501916,11000,65.85249042145594,4622,27.67001915708812,2627,15.72677203065134,23.106701749313046,26.109514687100894
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.15,16704,250560,3818.8854861014934,64684,5588,33.45306513409962,4115,24.634818007662833,8715,52.173132183908045,10835,64.8647030651341,5247,31.41163793103448,3127,18.720067049808428,22.862101808557792,25.815772669220944
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.16,16704,250560,3717.443473653153,63179,4816,28.831417624521073,3749,22.44372605363985,8380,50.167624521072796,10685,63.96671455938697,5869,35.1352969348659,3564,21.336206896551722,22.254810067368012,25.215118135376756
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.17,16704,250560,3496.977445661446,59926,4258,25.490900383141764,3408,20.402298850574713,8175,48.940373563218394,10350,61.96120689655172,6092,36.47030651340996,3917,23.449473180076627,20.934970340406167,23.916826309067687
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.18,16704,250560,3097.2518872222854,54015,3828,22.916666666666664,3163,18.93558429118774,7818,46.80316091954023,9683,57.968151340996165,5855,35.0514846743295,3990,23.886494252873565,18.541977294194716,21.557710727969347
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.19,16704,250560,2962.5624454306235,51954,3504,20.977011494252874,2943,17.618534482758623,7662,45.86925287356322,9441,56.519396551724135,5937,35.542385057471265,4158,24.892241379310345,17.735646823698655,20.73515325670498
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.2,16704,250560,2887.5285205903424,50686,3296,19.731800766283524,2763,16.540948275862068,7529,45.07303639846743,9276,55.5316091954023,5980,35.79980842911878,4233,25.341235632183906,17.286449476714214,20.229086845466156
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.21,16704,250560,2853.9639877242735,50055,3086,18.474616858237546,2597,15.547174329501914,7348,43.98946360153257,9180,54.956896551724135,6094,36.48227969348659,4262,25.514846743295017,17.085512378617537,19.977250957854405
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.22,16704,250560,2755.9551903881625,48630,2870,17.181513409961685,2450,14.667145593869732,7193,43.06154214559387,8999,53.87332375478927,6129,36.69181034482759,4323,25.880028735632184,16.49877388881802,19.40852490421456
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.23,16704,250560,2696.1729921982096,47525,2677,16.02610153256705,2304,13.793103448275861,7034,42.109674329501914,8828,52.849616858237546,6151,36.8235153256705,4357,26.083572796934867,16.140882376665527,18.96751277139208
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.24,16704,250560,2650.909258779773,46644,2480,14.846743295019158,2158,12.919061302681992,6808,40.75670498084291,8648,51.772030651341,6168,36.92528735632184,4328,25.909961685823756,15.869906961085805,18.615900383141764
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.25,16704,250560,2574.656353932708,45376,2311,13.83500957854406,1999,11.96719348659004,6641,39.75694444444444,8500,50.8860153256705,6189,37.05100574712644,4330,25.921934865900383,15.41341208053585,18.109833971902937
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.26,16704,250560,2482.0622878693903,43947,2126,12.72749042145594,1826,10.931513409961687,6464,38.69731800766284,8375,50.13769157088122,6249,37.41020114942529,4338,25.969827586206897,14.859089367034183,17.539511494252874
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.27,16704,250560,2215.465470004154,40065,1977,11.835488505747128,1670,9.997605363984674,6262,37.48802681992337,8071,48.31776819923372,6094,36.48227969348659,4285,25.652538314176244,13.263083512955903,15.990181992337165
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.28,16704,250560,2109.2013652630667,38506,1808,10.82375478927203,1546,9.255268199233717,6110,36.57806513409962,7857,47.036637931034484,6049,36.212883141762454,4302,25.754310344827587,12.626923882082536,15.367975734355044
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.29,16704,250560,2043.2211477282078,37430,1659,9.931752873563218,1422,8.512931034482758,5958,35.668103448275865,7701,46.10272988505747,6042,36.17097701149425,4299,25.736350574712645,12.231927369062547,14.938537675606641
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.3,16704,250560,1964.8145554465002,36218,1494,8.943965517241379,1322,7.914272030651341,5806,34.758141762452105,7584,45.40229885057471,6090,36.45833333333333,4312,25.814176245210728,11.762539244770714,14.454821200510857
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.31,16704,250560,1912.263701304045,35354,1319,7.896312260536398,1194,7.1479885057471275,5660,33.88409961685824,7508,44.94731800766284,6189,37.05100574712644,4341,25.98778735632184,11.447938824856593,14.109993614303958
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.32,16704,250560,1844.389910862492,34190,1170,7.004310344827585,1079,6.459530651340996,5491,32.872365900383144,7381,44.18702107279693,6211,37.18271072796935,4321,25.868055555555557,11.041606267136565,13.64543422733078
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.33,16704,250560,1782.1241341658988,33098,1047,6.267959770114942,972,5.818965517241379,5302,31.740900383141764,7249,43.39679118773947,6202,37.12883141762452,4255,25.472940613026818,10.668846588636846,13.209610472541508
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.34,16704,250560,1711.8464811659128,31886,938,5.615421455938698,886,5.30411877394636,5079,30.405890804597703,7115,42.594588122605366,6177,36.97916666666667,4141,24.790469348659002,10.24812309127103,12.725893997445722
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.35,16704,250560,1645.9727248459008,30699,836,5.004789272030651,809,4.843151340996169,4868,29.142720306513407,6957,41.64870689655172,6121,36.64391762452107,4032,24.137931034482758,9.85376391789931,12.252155172413794
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.36,16704,250560,1552.2653973453441,28990,701,4.196599616858237,686,4.106800766283525,4660,27.89750957854406,6638,39.7389846743295,5937,35.542385057471265,3959,23.700909961685824,9.292776564567435,11.570083014048532
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.37,16704,250560,1383.6122287588387,25902,548,3.2806513409961684,559,3.3465038314176243,4417,26.44276819923372,6263,37.49401340996169,5715,34.213362068965516,3869,23.162116858237546,8.28311918557734,10.33764367816092
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.38,16704,250560,1160.8652259347793,22094,446,2.6700191570881224,468,2.8017241379310347,4069,24.359434865900383,5866,35.11733716475096,5420,32.44731800766284,3623,21.68941570881226,6.949624197406486,8.817848020434226
ahmedabad_ssp245_baseline_2020s_heatwave_extreme_2029,Ahmedabad,ssp245,baseline_2020s,heatwave_extreme,2029,nominal,broad_tail,0.39,16704,250560,969.8186139027214,18936,353,2.1132662835249043,376,2.2509578544061304,3614,21.635536398467433,5458,32.67480842911878,5105,30.56154214559387,3261,19.52227011494253,5.805906452961694,7.557471264367815
