weather,city,scenario,time_slice,severity,weather_year,n_steps,corrected_mean_pmv_mean,corrected_mean_pmv_sd,corrected_mean_pmv_p05,corrected_mean_pmv_p50,corrected_mean_pmv_p95,corrected_mean_pmv_min,corrected_mean_pmv_max,corrected_mean_abs_pmv,corrected_area_pmv_mean,corrected_abs_pmv_ge_0p5_pct,corrected_abs_pmv_ge_1p0_pct,corrected_abs_pmv_ge_2p0_pct,stored_mean_pmv_mean,stored_mean_pmv_sd,stored_mean_pmv_p05,stored_mean_pmv_p50,stored_mean_pmv_p95,stored_mean_pmv_min,stored_mean_pmv_max,stored_mean_abs_pmv,stored_abs_pmv_ge_0p5_pct,stored_abs_pmv_ge_1p0_pct,stored_abs_pmv_ge_2p0_pct,corrected_minus_stored_pmv_mean,corrected_vs_stored_pmv_mae,corrected_vs_stored_pmv_mse,corrected_vs_stored_pmv_rmse,corrected_vs_stored_pmv_max_abs,corrected_vs_stored_pmv_pearson_r,corrected_pmv_vs_expected_tsv_pearson_r,corrected_abs_pmv_vs_p_tail_pearson_r,stored_abs_pmv_vs_stored_p_tail_pearson_r,corrected_abs_pmv_vs_no_pmv_p_tail_pearson_r,no_pmv_abs_expected_tsv_vs_p_tail_pearson_r,corrected_pmv_central_but_tail_020_pct,stored_pmv_central_but_tail_020_pct,corrected_pmv_central_but_no_pmv_tail_020_pct
beijing_ssp245_mid_2050s_heatwave_extreme_2050,Beijing,ssp245,mid_2050s,heatwave_extreme,2050,16704,-0.020777458492975742,0.5998447464512983,-0.9125666666666665,-0.04733333333333333,1.183899999999999,-1.704,2.655333333333333,0.4361425606641124,-0.00034391975360872895,34.309147509578544,9.410919540229886,0.5148467432950191,-0.020787436143039597,0.6047185143381307,-0.9192333333333332,-0.0466666666666666,1.1905666666666659,-1.8413333333333337,2.655333333333333,0.4402559067688379,34.62643678160919,9.710249042145595,0.5148467432950191,9.97765006385666e-06,0.022068486590038315,0.0012833263622818222,0.03582354480340858,0.4786666666666669,0.9982637946062657,0.8805736927821517,0.7420181267347632,0.7353169379140292,0.730210735798747,0.967506498904987,0.0,0.0,0.0
beijing_ssp245_mid_2050s_hot_2050,Beijing,ssp245,mid_2050s,hot,2050,16704,-0.020777458492975742,0.5998447464512983,-0.9125666666666665,-0.04733333333333333,1.183899999999999,-1.704,2.655333333333333,0.4361425606641124,-0.00034391975360872895,34.309147509578544,9.410919540229886,0.5148467432950191,-0.020787436143039597,0.6047185143381307,-0.9192333333333332,-0.0466666666666666,1.1905666666666659,-1.8413333333333337,2.655333333333333,0.4402559067688379,34.62643678160919,9.710249042145595,0.5148467432950191,9.97765006385666e-06,0.022068486590038315,0.0012833263622818222,0.03582354480340858,0.4786666666666669,0.9982637946062657,0.8805736927821517,0.7420181267347632,0.7353169379140292,0.730210735798747,0.967506498904987,0.0,0.0,0.0
beijing_ssp245_mid_2050s_typical_2056,Beijing,ssp245,mid_2050s,typical,2056,16704,-0.15215952266922098,0.5386127668426965,-1.0313333333333334,-0.09399999999999997,0.7466666666666667,-2.0959999999999996,1.6199999999999999,0.42714291985951464,-0.11744116065251052,35.662116858237546,8.399185823754788,0.017959770114942528,-0.15323463441890162,0.5456898200987221,-1.0452333333333332,-0.0933333333333333,0.754,-2.2473333333333327,1.62,0.43195390325670496,35.985392720306514,8.782327586206897,0.04190613026819923,0.0010751117496807178,0.021744891443167307,0.0012018710089399746,0.03466801132081237,0.30333333333333334,0.998042582909307,0.8065490447445867,0.5217447971164832,0.5105649257725355,0.5125239747215425,0.8971300093366084,0.0,0.0,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,16704,-0.24432758620689654,0.504860040256645,-1.1520000000000004,-0.08866666666666667,0.32866666666666666,-2.4739999999999998,1.0546666666666666,0.4065459770114943,-0.2031464004934042,31.74688697318008,8.740421455938698,0.14966475095785442,-0.24639742975734358,0.513214656733944,-1.1840000000000002,-0.0886666666666666,0.3366666666666667,-2.6359999999999997,1.0633333333333332,0.4115348020434228,31.92049808429119,9.021791187739463,0.203544061302682,0.002069843550447005,0.020900143678160923,0.0011802996487867176,0.03435548935449352,0.32266666666666666,0.9978652854740782,0.7826647908336586,0.4200319086000069,0.40348103134089386,0.4579688431308839,0.5032523008820806,0.0,0.0,0.0
beijing_ssp245_near_2030s_hot_2034,Beijing,ssp245,near_2030s,hot,2034,16704,-0.17896364144316732,0.5058603562121893,-1.0273333333333334,-0.10066666666666665,0.5992333333333324,-2.4486666666666665,1.462,0.4139999600893997,-0.142784422018077,34.327107279693486,6.68103448275862,0.05986590038314176,-0.18005719189016603,0.512757685896761,-1.0432333333333335,-0.1006666666666666,0.6033333333333334,-2.6153333333333335,1.462,0.4186004549808429,34.584530651341,7.064176245210728,0.07782567049808428,0.0010935504469987258,0.021590996168582375,0.0012038530225627925,0.03469658517149479,0.42200000000000015,0.9977734074426384,0.8002363078218796,0.422918178364782,0.41134577503628833,0.4067834017121583,0.8089990231529302,0.0,0.0,0.0
beijing_ssp245_near_2030s_typical_2035,Beijing,ssp245,near_2030s,typical,2035,16704,-0.22729940932311624,0.556441043284579,-1.1959000000000002,-0.09666666666666669,0.6212333333333322,-2.4906666666666673,1.25,0.44788034802043425,-0.18247024502571263,38.03280651340996,10.470545977011495,0.11973180076628352,-0.22932718710089398,0.5650302093877454,-1.2263666666666662,-0.0966666666666666,0.625899999999999,-2.6533333333333333,1.25,0.4531797573435504,38.26628352490422,10.733955938697317,0.18558429118773948,0.002027777777777781,0.021407966155810986,0.0011766125478927202,0.03430178636591279,0.28266666666666673,0.9982526941381077,0.8412216606021679,0.41628722854078354,0.4026492096269637,0.4448215266118563,0.707076201579202,0.0,0.0,0.0
beijing_ssp585_baseline_2020s_heatwave_extreme_2029,Beijing,ssp585,baseline_2020s,heatwave_extreme,2029,16704,-0.19362256545338444,0.5507887785712375,-1.1099999999999999,-0.10733333333333332,0.7065666666666657,-2.3440000000000003,1.4853333333333334,0.4392231401660281,-0.15341704253400226,35.60225095785441,10.255028735632184,0.14367816091954022,-0.19522497605363984,0.5586317003078508,-1.1266666666666667,-0.1066666666666666,0.7233333333333334,-2.506666666666667,1.4853333333333334,0.4442833253512133,35.877634099616856,10.596264367816092,0.19755747126436785,0.001602410600255429,0.02194300766283525,0.0012176262771392081,0.03489450210476155,0.298,0.9981254600983098,0.8190316199578432,0.458508493777356,0.4473795166053306,0.46686864433089614,0.8434208162630464,0.0,0.0,0.0
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,16704,-0.19362256545338444,0.5507887785712375,-1.1099999999999999,-0.10733333333333332,0.7065666666666657,-2.3440000000000003,1.4853333333333334,0.4392231401660281,-0.15341704253400226,35.60225095785441,10.255028735632184,0.14367816091954022,-0.19522497605363984,0.5586317003078508,-1.1266666666666667,-0.1066666666666666,0.7233333333333334,-2.506666666666667,1.4853333333333334,0.4442833253512133,35.877634099616856,10.596264367816092,0.19755747126436785,0.001602410600255429,0.02194300766283525,0.0012176262771392081,0.03489450210476155,0.298,0.9981254600983098,0.8190316199578432,0.458508493777356,0.4473795166053306,0.46686864433089614,0.8434208162630464,0.0,0.0,0.0
beijing_ssp585_baseline_2020s_typical_2026,Beijing,ssp585,baseline_2020s,typical,2026,16704,-0.2497412196679438,0.47662460526491496,-1.120666666666667,-0.09366666666666668,0.2745666666666657,-2.766,0.906,0.3882032247765006,-0.20813800290278606,30.322078544061306,7.764607279693486,0.14966475095785442,-0.2518342512771392,0.4844998101663207,-1.1425666666666665,-0.0933333333333333,0.28,-2.9313333333333333,0.906,0.3928643438697318,30.513649425287355,8.117816091954024,0.18558429118773948,0.002093031609195409,0.02031070402298851,0.0010946385429970202,0.03308532216855414,0.3226666666666667,0.9977736472907275,0.7262088705095862,0.4344764475047113,0.4188778747462084,0.4461826855466,0.470858291977026,0.0,0.0,0.0
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,16704,0.06326360951468706,0.6666593703761159,-0.9058999999999999,0.02266666666666667,1.3631333333333313,-1.7033333333333336,2.5966666666666667,0.506814216155811,0.08224093990274203,40.94228927203065,12.97294061302682,0.5208333333333333,0.06397006704980843,0.6715811408333362,-0.9113333333333336,0.024,1.3676999999999973,-1.833333333333333,2.5966666666666667,0.5112641283524904,41.271551724137936,13.36206896551724,0.5208333333333333,-0.0007064575351213282,0.023519755747126433,0.0014768795498084288,0.03843019060333202,0.3919999999999999,0.9983782608890719,0.891829125802675,0.7848492941430133,0.7786831564982333,0.7855596094774795,0.9770835978748401,0.0,0.0,0.0
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,16704,0.06326360951468706,0.6666593703761159,-0.9058999999999999,0.02266666666666667,1.3631333333333313,-1.7033333333333336,2.5966666666666667,0.506814216155811,0.08224093990274203,40.94228927203065,12.97294061302682,0.5208333333333333,0.06397006704980843,0.6715811408333362,-0.9113333333333336,0.024,1.3676999999999973,-1.833333333333333,2.5966666666666667,0.5112641283524904,41.271551724137936,13.36206896551724,0.5208333333333333,-0.0007064575351213282,0.023519755747126433,0.0014768795498084288,0.03843019060333202,0.3919999999999999,0.9983782608890719,0.891829125802675,0.7848492941430133,0.7786831564982333,0.7855596094774795,0.9770835978748401,0.0,0.0,0.0
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,16704,0.019708173690932317,0.6683011179793825,-0.9452333333333333,-0.03866666666666667,1.34,-1.9813333333333334,2.792,0.4758393997445722,0.042103265781468335,36.72772988505747,12.883141762452107,1.3769157088122606,0.019731042464878674,0.6728498205936226,-0.9591333333333331,-0.0386666666666666,1.340666666666667,-2.1326666666666667,2.792,0.4798308987867177,37.03903256704981,13.266283524904216,1.3829022988505748,-2.2868773946361994e-05,0.022682511174968077,0.0013884380853554704,0.03726175097006943,0.4206666666666663,0.9984791534239671,0.8987611626111156,0.7809208390264168,0.7746594391469003,0.7849682593542137,0.9728862222080742,0.0,0.0,0.0
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,16704,-0.041630627394635994,0.6766961770452768,-1.0633333333333335,-0.03900000000000001,1.2213333333333334,-2.5886666666666667,2.482666666666667,0.5080724377394635,-0.012845790852130261,41.678639846743295,14.721024904214557,0.7303639846743295,-0.04213250319284801,0.6831484266485808,-1.0792333333333337,-0.0383333333333333,1.2244666666666646,-2.7540000000000004,2.482666666666667,0.5130775862068965,41.98395593869732,15.098180076628353,0.7722701149425287,0.0005018757982120062,0.023328583971902937,0.0014239782088122605,0.037735635794461715,0.3833333333333335,0.9985051450863367,0.8772850331762228,0.6712306180168907,0.6620959720316696,0.6708553485644475,0.9654221840246181,0.0,0.0,0.0
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,16704,-0.041630627394635994,0.6766961770452768,-1.0633333333333335,-0.03900000000000001,1.2213333333333334,-2.5886666666666667,2.482666666666667,0.5080724377394635,-0.012845790852130261,41.678639846743295,14.721024904214557,0.7303639846743295,-0.04213250319284801,0.6831484266485808,-1.0792333333333337,-0.0383333333333333,1.2244666666666646,-2.7540000000000004,2.482666666666667,0.5130775862068965,41.98395593869732,15.098180076628353,0.7722701149425287,0.0005018757982120062,0.023328583971902937,0.0014239782088122605,0.037735635794461715,0.3833333333333335,0.9985051450863367,0.8772850331762228,0.6712306180168907,0.6620959720316696,0.6708553485644475,0.9654221840246181,0.0,0.0,0.0
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,16704,-0.1250047493614304,0.49143712180497584,-0.9646666666666667,-0.07466666666666667,0.6793333333333335,-1.9406666666666665,1.4200000000000002,0.3918831816730524,-0.09477733079385864,31.22006704980843,5.369971264367816,0.0,-0.12538645434227333,0.49784246506599455,-0.978,-0.0746666666666666,0.689899999999999,-2.0853333333333333,1.4200000000000002,0.39631078384418905,31.591235632183906,5.723180076628352,0.011973180076628351,0.0003817049808429136,0.021383461047254144,0.0011776659216687954,0.03431713743406922,0.28800000000000003,0.9976773893453408,0.7602519502923257,0.4423218333957062,0.43382351415131926,0.422743081487864,0.865838094393605,0.0,0.0,0.0
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,16704,-0.19730196360153254,0.6061002972908801,-1.1765666666666665,-0.08933333333333335,0.767899999999999,-2.4926666666666666,1.6573333333333335,0.48774616858237546,-0.1548995794836341,41.40325670498085,12.38625478927203,0.2334770114942529,-0.19915549169859514,0.6148467742480028,-1.2006666666666668,-0.0886666666666666,0.7746666666666667,-2.664,1.6573333333333335,0.4935460568326947,41.690613026819925,12.78735632183908,0.3113026819923371,0.0018535280970625844,0.02343486590038314,0.0014221719348659003,0.03771169493493895,0.4006666666666666,0.9981991093948409,0.8354652603028759,0.4702113676090185,0.4578208527944716,0.47667291154737185,0.8716216969039099,0.0,0.0,0.0
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,16704,-0.1748979086845466,0.622710314477437,-1.2186666666666668,-0.026000000000000002,0.7973333333333333,-2.9879999999999995,1.4579999999999997,0.48677362707535116,-0.13581806613548264,41.39128352490422,12.697557471264368,0.4849137931034483,-0.17635576309067683,0.6314489708315739,-1.2373333333333334,-0.0253333333333333,0.8032333333333322,-3.1579999999999995,1.4579999999999995,0.4924316730523627,41.66666666666667,13.07471264367816,0.610632183908046,0.0014578544061302733,0.023175686462324395,0.001431472115793955,0.037834800327132094,0.34,0.9982795663975299,0.861067637464876,0.45927787734798264,0.4466650666493536,0.4555363536263773,0.8709297581407393,0.0,0.0,0.0
beijing_ssp585_near_2030s_typical_2032,Beijing,ssp585,near_2030s,typical,2032,16704,-0.1378016443167305,0.4882901517304949,-0.9480000000000002,-0.10533333333333332,0.6646666666666667,-1.6806666666666668,1.3366666666666667,0.3973269476372924,-0.10592196935416906,32.95019157088122,4.9928160919540225,0.0,-0.13852554278416346,0.4946966779757769,-0.9578999999999999,-0.1046666666666666,0.6705666666666655,-1.8120000000000005,1.336666666666667,0.40178935185185183,33.27346743295019,5.352011494252873,0.0,0.0007238984674329516,0.02138202426564496,0.0011612639953171562,0.03407732376987894,0.4106666666666665,0.9976823208044041,0.784195895807214,0.45750047188183335,0.4479983315381361,0.4410070161993574,0.8463973959456336,0.0,0.0,0.0
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,Guangzhou,ssp245,baseline_2020s,heatwave_extreme,2028,16704,0.23173188058748403,0.36019217065625053,-0.25400000000000006,0.1486666666666667,0.9720000000000001,-0.8973333333333335,1.4793333333333332,0.3086522190293742,0.22366777690942607,22.138409961685824,4.352250957854406,0.0,0.23630503671775227,0.3627404044921842,-0.2546666666666667,0.152,0.9772333333333323,-0.902,1.5240000000000002,0.31296180555555553,22.653256704980844,4.483955938697318,0.0,-0.0045731561302681896,0.02088597541507024,0.0013569902352064706,0.03683734837371537,0.40000000000000024,0.9949119045392157,0.916161658893645,0.8994412515861255,0.8982051817778134,0.9110663695945093,0.9661389197175303,0.0,0.0,0.0
guangzhou_ssp245_baseline_2020s_hot_2027,Guangzhou,ssp245,baseline_2020s,hot,2027,16704,0.2193413553639847,0.3214003708737103,-0.28589999999999993,0.18199999999999997,0.8666666666666666,-1.2226666666666663,1.2766666666666668,0.2949982040229885,0.2078684995001525,18.755986590038315,2.17911877394636,0.0,0.22432594987228607,0.3243191475714273,-0.2852333333333333,0.186,0.876,-1.3293333333333333,1.2766666666666668,0.30006333812260527,19.312739463601535,2.346743295019157,0.0,-0.004984594508301387,0.021025702426564496,0.001397712750106428,0.03738599671142162,0.42666666666666686,0.993455507415614,0.8732643468172968,0.8623011149688327,0.8604403568821641,0.8799851903512299,0.9570198948903493,0.0,0.0,0.0
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,16704,0.25827697956577267,0.36538019129561133,-0.19466666666666665,0.16,1.025899999999999,-0.8033333333333331,1.5133333333333332,0.31524824393358875,0.24635254060163453,21.557710727969347,5.621408045977012,0.0,0.262952187100894,0.36756093563208053,-0.19389999999999985,0.164,1.0311333333333312,-0.8033333333333331,1.5133333333333332,0.31963721264367817,22.024664750957854,5.771072796934866,0.0,-0.004675207535121315,0.021042225415070247,0.0013911462324393358,0.03729807277111427,0.3913333333333331,0.9949198129041763,0.9243247374620456,0.9300488064452122,0.9288048154636759,0.9354915462785427,0.9722982435890705,0.0,0.0,0.0
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,16704,0.43979705459770113,0.49528255018603584,-0.20733333333333334,0.296,1.3692333333333324,-0.888,1.8146666666666669,0.49765824553001275,0.4231231008561788,40.55316091954023,16.409243295019156,0.0,0.4454285999361431,0.4971268998265215,-0.20723333333333324,0.3026666666666667,1.3713333333333333,-0.888,1.8146666666666669,0.5032770992975735,41.07998084291188,16.798371647509576,0.0,-0.005631545338441881,0.025771072796934868,0.0018955762026394208,0.043538215427821804,0.42200000000000015,0.9962219290056866,0.955869015711339,0.952836555230615,0.9517356032347217,0.9567478054270665,0.9884784131461293,0.0,0.0,0.0
guangzhou_ssp245_late_2080s_hot_2083,Guangzhou,ssp245,late_2080s,hot,2083,16704,0.4227382662835249,0.4276719686567375,-0.1166666666666667,0.30133333333333334,1.2585666666666657,-0.5173333333333333,1.842666666666667,0.4527786558109834,0.4019916129964223,36.03927203065134,12.308429118773946,0.0,0.4288295817369093,0.42899741719869344,-0.1153333333333333,0.308,1.2645666666666657,-0.5173333333333333,1.842666666666667,0.45854007024265636,36.6977969348659,12.607758620689655,0.0,-0.006091315453384407,0.025297972541507025,0.0018122314282673479,0.042570311582925346,0.41733333333333344,0.9951671421821747,0.9513712808597728,0.9479769151154067,0.9468391287069907,0.9558335989653172,0.9874688912839134,0.0,0.0,0.0
guangzhou_ssp245_late_2080s_typical_2084,Guangzhou,ssp245,late_2080s,typical,2084,16704,0.3232440932311622,0.3913441420450839,-0.1993333333333334,0.21733333333333332,1.0993333333333335,-0.7666666666666667,1.5293333333333332,0.3796713761174968,0.3101052991176025,30.747126436781606,7.507183908045977,0.0,0.328863745210728,0.3937842338581224,-0.19989999999999986,0.2233333333333333,1.104,-0.7666666666666667,1.5293333333333332,0.38517640485312904,31.47749042145594,7.710727969348659,0.0,-0.005619651979565762,0.023504070881226052,0.0016901409110259681,0.041111323391809805,0.42533333333333356,0.9946380560908664,0.9287867827099228,0.9228675632304625,0.9215438317133507,0.9323730699604973,0.977788936366827,0.0,0.0,0.0
guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,Guangzhou,ssp245,mid_2050s,heatwave_extreme,2055,16704,0.3415737148786718,0.39476433278549045,-0.11733333333333335,0.22266666666666668,1.1773333333333333,-0.6913333333333332,1.7486666666666664,0.3750738745210728,0.32157659771606456,26.969588122605366,9.069683908045976,0.0,0.34710392720306515,0.3965429767088109,-0.1166666666666666,0.2266666666666666,1.182,-0.6913333333333332,1.7486666666666664,0.3804398148148148,27.502394636015325,9.315134099616857,0.0,-0.0055302123243933425,0.023199513090676884,0.0016561532833120475,0.04069586322111926,0.398,0.9948179511567558,0.941799807836266,0.9441344747145487,0.9432307545840207,0.950108666107794,0.983571754035365,0.0,0.0,0.0
guangzhou_ssp245_mid_2050s_hot_2051,Guangzhou,ssp245,mid_2050s,hot,2051,16704,0.33892844029374203,0.41910550632837545,-0.214,0.22533333333333336,1.178,-0.8153333333333332,1.7333333333333336,0.3962987308429119,0.32422378949882696,30.112547892720304,9.500718390804598,0.0,0.34437416187739467,0.4212233180730863,-0.21466666666666667,0.2313333333333333,1.1833333333333331,-0.8153333333333332,1.7333333333333336,0.4016761254789272,30.717193486590038,9.734195402298852,0.0,-0.005445721583652605,0.02314583333333333,0.0016379767986377178,0.04047192605544883,0.4173333333333332,0.9954575083991448,0.9416946398151734,0.9422761837773729,0.940992792845565,0.9468936780451532,0.9805576441976723,0.0,0.0,0.0
guangzhou_ssp245_mid_2050s_typical_2054,Guangzhou,ssp245,mid_2050s,typical,2054,16704,0.3114230922733078,0.39802371127761127,-0.2846666666666667,0.23533333333333334,1.0733333333333335,-0.8686666666666667,1.4533333333333334,0.38844161079182626,0.29890030933143624,31.226053639846747,6.7588601532567045,0.0,0.3168105443805875,0.40060432766789317,-0.2846666666666667,0.2439999999999999,1.0812333333333324,-0.8686666666666667,1.6046666666666665,0.39391678639846744,31.932471264367816,6.926484674329501,0.0,-0.005387452107279683,0.023622605363984674,0.0016334550872711792,0.04041602512953468,0.4126666666666664,0.9949897439537451,0.9179869784163499,0.910732483526245,0.9095487299176825,0.9183034323917174,0.9778030603846848,0.0,0.0,0.0
guangzhou_ssp245_near_2030s_heatwave_extreme_2034,Guangzhou,ssp245,near_2030s,heatwave_extreme,2034,16704,0.2537403017241379,0.3403684371454975,-0.1793333333333334,0.16599999999999998,0.9552333333333323,-0.75,1.5579999999999998,0.3043863745210728,0.24316447966512078,21.156609195402297,4.028975095785441,0.0,0.258698754789272,0.3427037123117447,-0.1793333333333333,0.1693333333333333,0.9612333333333323,-0.75,1.5579999999999998,0.3089616060025543,21.677442528735632,4.160680076628352,0.0,-0.0049584530651340854,0.02117277298850575,0.0014017024531715622,0.03743931694317569,0.372,0.9941203802581325,0.9175424788747291,0.9164226482318352,0.9149589638327374,0.9228785429600056,0.9687803960577098,0.0,0.0,0.0
guangzhou_ssp245_near_2030s_hot_2038,Guangzhou,ssp245,near_2030s,hot,2038,16704,0.31713848978288633,0.3916142845994218,-0.20333333333333334,0.22866666666666668,1.0986666666666667,-1.2,1.6053333333333335,0.3735738346104725,0.30312706642430065,27.586206896551722,7.579022988505748,0.0,0.32259562579821205,0.39378785006375616,-0.2033333333333333,0.2333333333333333,1.104,-1.2993333333333332,1.6053333333333335,0.37895657726692206,28.15493295019157,7.788553639846743,0.0,-0.005457136015325656,0.023153336526181352,0.0016334004363558962,0.04041534901935026,0.4146666666666664,0.9948159485140278,0.9284067437428778,0.9266648218676306,0.9253707195650479,0.9344574738979293,0.9779475674468567,0.0,0.0,0.0
guangzhou_ssp245_near_2030s_typical_2031,Guangzhou,ssp245,near_2030s,typical,2031,16704,0.23318386813537678,0.3488623300444663,-0.23733333333333334,0.158,0.9559999999999998,-0.8400000000000001,1.512666666666667,0.3029494332694764,0.22527514474349775,20.38433908045977,4.238505747126436,0.0,0.23794655970625797,0.35142206640220347,-0.2373333333333333,0.16066666666666665,0.9633333333333334,-0.8400000000000001,1.512666666666667,0.30740752713920816,20.92313218390805,4.376197318007663,0.0,-0.004762691570881213,0.02075446998722861,0.0013097093976160066,0.03618990739993688,0.41600000000000026,0.9947777502797427,0.9080055393890808,0.9050652073332105,0.9038614171751878,0.9131495109528113,0.9679755014210566,0.0,0.0,0.0
guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026,Guangzhou,ssp585,baseline_2020s,heatwave_extreme,2026,16704,0.2595893997445721,0.4004723456203486,-0.2973333333333334,0.166,1.0658999999999992,-1.0006666666666668,1.6006666666666665,0.3465921934865901,0.25303161962287063,25.748323754789272,6.17816091954023,0.0,0.26424109993614303,0.4028943417100499,-0.298,0.1706666666666666,1.0726666666666669,-1.0666666666666669,1.6006666666666665,0.35110947477650056,26.299090038314176,6.333812260536398,0.0,-0.004651700191570871,0.021812619731800768,0.0014396446094082586,0.0379426489508608,0.3713333333333333,0.9956239313113681,0.9282318269986637,0.910201479315075,0.9091025347660436,0.9170702891521946,0.9711219511783273,0.0,0.0,0.0
guangzhou_ssp585_baseline_2020s_hot_2028,Guangzhou,ssp585,baseline_2020s,hot,2028,16704,0.25841275542784164,0.3703799327242807,-0.2486666666666667,0.18666666666666668,1.0186666666666668,-0.7953333333333332,1.5059999999999998,0.3319875478927203,0.24939725307772337,23.814655172413794,5.405890804597701,0.0,0.2632647270114942,0.37299638178154093,-0.25056666666666666,0.192,1.0232333333333323,-0.8740000000000001,1.5059999999999998,0.33682738665389533,24.395354406130267,5.549568965517242,0.0,-0.004851971583652606,0.021860592273307788,0.0014199453224776502,0.0376821618604566,0.37333333333333374,0.9949708500948129,0.912474078251961,0.9056480838569321,0.9044018602590717,0.916482168592273,0.9715198461579454,0.0,0.0,0.0
guangzhou_ssp585_baseline_2020s_typical_2025,Guangzhou,ssp585,baseline_2020s,typical,2025,16704,0.21648004469987223,0.36819513860942427,-0.37466666666666665,0.17866666666666664,0.8966666666666667,-1.0993333333333333,1.3306666666666664,0.324676883780332,0.2106228299270488,23.132183908045977,3.011254789272031,0.0,0.22100510855683267,0.37127206454073924,-0.3773333333333334,0.1826666666666666,0.9032333333333324,-1.1906666666666668,1.396,0.3294746168582375,23.65301724137931,3.1309865900383143,0.0,-0.004525063856960397,0.02143095466155811,0.0013814861111111111,0.03716834824297565,0.41066666666666685,0.9950565588633696,0.8942428845894954,0.8482782580508601,0.8464956483202255,0.8584319237524249,0.9600358054807308,0.0,0.0,0.0
guangzhou_ssp585_late_2080s_heatwave_extreme_2086,Guangzhou,ssp585,late_2080s,heatwave_extreme,2086,16704,0.6772854406130269,0.6471431859761907,-0.15123333333333325,0.5213333333333334,1.8126666666666666,-0.9426666666666665,2.3573333333333335,0.7204910600255429,0.6476398404872946,51.6463122605364,33.16570881226053,1.7720306513409962,0.6828336925287356,0.6471808689799694,-0.1513333333333333,0.5366666666666667,1.8126666666666664,-0.9693333333333332,2.3573333333333335,0.7260708413154533,52.10129310344828,33.5308908045977,1.7720306513409962,-0.005548251915708804,0.030395234674329502,0.002539334158152405,0.05039180645851471,0.4339999999999996,0.9970052080984124,0.9750901715866862,0.9543548474219329,0.9517395764246891,0.9660541115945639,0.9929138342041578,0.0,0.0,0.0
guangzhou_ssp585_late_2080s_hot_2086,Guangzhou,ssp585,late_2080s,hot,2086,16704,0.6772854406130269,0.6471431859761907,-0.15123333333333325,0.5213333333333334,1.8126666666666666,-0.9426666666666665,2.3573333333333335,0.7204910600255429,0.6476398404872946,51.6463122605364,33.16570881226053,1.7720306513409962,0.6828336925287356,0.6471808689799694,-0.1513333333333333,0.5366666666666667,1.8126666666666664,-0.9693333333333332,2.3573333333333335,0.7260708413154533,52.10129310344828,33.5308908045977,1.7720306513409962,-0.005548251915708804,0.030395234674329502,0.002539334158152405,0.05039180645851471,0.4339999999999996,0.9970052080984124,0.9750901715866862,0.9543548474219329,0.9517395764246891,0.9660541115945639,0.9929138342041578,0.0,0.0,0.0
guangzhou_ssp585_late_2080s_typical_2087,Guangzhou,ssp585,late_2080s,typical,2087,16704,0.48072489623243936,0.41763857087488054,-0.0585666666666666,0.3846666666666667,1.2432333333333325,-0.6039999999999999,1.662,0.49905870849297573,0.45915044988549014,43.330938697318004,14.451628352490422,0.0,0.487424848339719,0.4188762471235047,-0.056,0.3926666666666666,1.2485666666666655,-0.6039999999999999,1.662,0.5055480922733078,43.97749042145594,14.840756704980842,0.0,-0.006699952107279681,0.027598978288633464,0.002244038899531716,0.04737128771240778,0.4606666666666672,0.993718898469877,0.9482859351066438,0.9504118195779622,0.949376191063053,0.9557516736299115,0.9881505559407243,0.0,0.0,0.0
