group_scope,model,event,threshold,city,n_steps,n_zone_steps,area_zone_time_mass,unweighted_zone_high_count,equal_zone_mean_high_count,area_weighted_mean_high_count,zone_p90_high_count,any_zone_high_count,hidden_any_zone_count,hidden_p90_count,equal_zone_mean_high_pct,area_weighted_mean_high_pct,zone_p90_high_pct,any_zone_high_pct,hidden_any_zone_pct,hidden_p90_pct,area_weighted_zone_time_high_pct,unweighted_zone_time_high_pct,time_slice,scenario,severity
city,no_pmv_ordinal,broad_tail,0.06,Kolkata,400896,6013440,298863.5804435399,4613165,340839,347977,370622,386249,45410,29783,85.01930675287356,86.79981840676884,92.44841554916987,96.34643398786717,11.327127234993615,7.429108796296297,74.54890556242513,76.7142434280545,,,
city,no_pmv_ordinal,broad_tail,0.06,Phoenix,400896,6013440,375253.4854993486,5675139,398770,398283,399983,400885,2115,1214,99.469687899106,99.34821000957854,99.77226013729246,99.99725614623244,0.5275682471264368,0.30282167943805877,93.60369908887807,94.37425167624521,,,
city,no_pmv_ordinal,broad_tail,0.07,Ahmedabad,400896,6013440,312810.5235669454,4892028,330844,314022,383129,396022,65178,52285,82.5261414431673,78.33004070881226,95.56817728288634,98.78422333971902,16.258081896551722,13.042035839719029,78.02784851107155,81.35157247765007,,,
city,no_pmv_ordinal,broad_tail,0.07,Beijing,400896,6013440,324288.5397666488,4763988,336833,334152,387392,396156,59323,50559,84.02004509897829,83.35129310344827,96.6315453384419,98.81764846743295,14.797603368454663,12.611500239463602,80.89093923776959,79.222341954023,,,
city,no_pmv_ordinal,broad_tail,0.07,Guangzhou,400896,6013440,288833.531752101,4444207,284858,270687,359596,389573,104715,74738,71.05533604725414,67.52050407088123,89.69807630906769,97.1755767081737,26.120240660919542,18.642740261813536,72.04699766325953,73.90457042890591,,,
city,no_pmv_ordinal,broad_tail,0.07,Houston,400896,6013440,285979.707722909,4392061,276532,262119,365983,391286,114754,89451,68.97848818646233,65.38329142720306,91.29125758301406,97.60286957215837,28.62438138569604,22.312769396551722,71.33513622558195,73.03741286185611,,,
city,no_pmv_ordinal,broad_tail,0.07,Kolkata,400896,6013440,295610.52707744983,4567682,298208,283688,359124,385375,87167,60916,74.3853767560664,70.76348978288634,89.58034003831418,96.12842233397191,21.74304557790549,15.194963282247764,73.73745985927768,75.95788766496382,,,
city,no_pmv_ordinal,broad_tail,0.07,Phoenix,400896,6013440,374452.3331506827,5665358,390294,388588,399610,400885,10591,9316,97.35542385057471,96.92987707535121,99.679218550447,99.99725614623244,2.6418322956577267,2.323794699872286,93.40385864430742,94.21159935078757,,,
city,no_pmv_ordinal,broad_tail,0.08,Ahmedabad,400896,6013440,223376.1910946792,3525126,272883,256829,351051,383435,110552,78493,68.06827705938697,64.06374720625799,87.56660081417624,95.64450630587484,27.576229246487866,19.57939216155811,55.719236683498764,58.620789431673046,,,
city,no_pmv_ordinal,broad_tail,0.08,Beijing,400896,6013440,233430.90236422134,3258276,227252,248713,355579,381776,154524,128438,56.68602330779054,62.0392820083014,88.69607080140486,95.23068326947637,38.544659961685824,32.037735472541506,58.22729644701402,54.18322956577267,,,
city,no_pmv_ordinal,broad_tail,0.08,Guangzhou,400896,6013440,197450.09209002464,3000668,197507,185241,307465,352538,155031,110017,49.26639327905492,46.206746886973185,76.69445442209451,87.93751995530013,38.67112667624521,27.44277817688378,49.25219809876493,49.89935876968923,,,
city,no_pmv_ordinal,broad_tail,0.08,Houston,400896,6013440,191536.21078481548,2935140,183082,170865,302568,350459,167377,119518,45.6682032247765,42.62077945402299,75.47294061302682,87.41893159323116,41.75072836845466,29.812719508301406,47.77703214420086,48.809666347381864,,,
city,no_pmv_ordinal,broad_tail,0.08,Kolkata,400896,6013440,209205.12262478948,3198446,233652,217827,315445,354906,121254,81961,58.282447318007655,54.33503951149425,78.68499560983398,88.52819683908046,30.245749521072796,20.44445442209451,52.18438762791086,53.1882915602384,,,
city,no_pmv_ordinal,broad_tail,0.08,Phoenix,400896,6013440,332782.06045333477,5094100,367091,360927,395763,400062,32971,28728,91.5676384897829,90.03008261494253,98.71961805555556,99.79196599616859,8.224327506385697,7.165948275862069,83.00957366831666,84.7119119838229,,,
city,no_pmv_ordinal,broad_tail,0.09,Ahmedabad,400896,6013440,146178.11165170337,2365387,233875,214790,274704,320867,86992,41922,58.33807271711366,53.577486430395915,68.52250957854406,80.03746607598978,21.69939335887612,10.457076149425287,36.462851126402704,39.33500625266071,,,
city,no_pmv_ordinal,broad_tail,0.09,Beijing,400896,6013440,128119.55552477925,1678356,130272,165384,235355,283120,152848,105305,32.49521072796935,41.25359195402299,58.707245769476366,70.62180715197957,38.126596424010216,26.26741099936143,31.958302284078478,27.91008141762452,,,
city,no_pmv_ordinal,broad_tail,0.09,Guangzhou,400896,6013440,114683.76707030441,1783102,148439,136144,199559,244010,95571,51218,37.02680994572158,33.95992975734355,49.778246727330774,60.86615980204342,23.83934985632184,12.775882024265645,28.60686239580949,29.651946306939124,,,
city,no_pmv_ordinal,broad_tail,0.09,Houston,400896,6013440,108626.9755448909,1722351,134701,123063,191637,237530,102829,57032,33.59998603128991,30.696988745210728,47.8021731321839,59.2497804916986,25.649794460408685,14.226133461047255,27.09604873705173,28.641692608556834,,,
city,no_pmv_ordinal,broad_tail,0.09,Kolkata,400896,6013440,143465.49354601087,2204445,195371,179479,237436,274561,79190,42220,48.73358676564495,44.769466395274584,59.22633301404853,68.48683947956577,19.75325271392082,10.531409642401021,35.78621227101564,36.658634658365266,,,
city,no_pmv_ordinal,broad_tail,0.09,Phoenix,400896,6013440,212068.11614571098,3384763,299026,278811,356307,381084,82058,58300,74.58941969987228,69.54696479885058,88.87766403256705,95.05806992337165,20.468650223499363,14.542424968071519,52.89853631508197,56.28663460515113,,,
