example_kind,weather,city,scenario_raw,time_slice,severity,weather_year,month,day,hour,current_time,outdoor_temp_c,mean_operative_temp_c,mean_rh_pct,example_score,mean_p_tail_min,mean_p_tail_max,mean_p_tail_spread,mean_min_scenario,mean_max_scenario,max_zone_p_tail_min,max_zone_p_tail_max,max_zone_p_tail_spread,zone_min_scenario,zone_max_scenario
sreal_any_zone_hidden_tail,ahmedabad_ssp585_near_2030s_hot_2037,Ahmedabad,ssp585,near_2030s,hot,2037,11,30,17,17.25,31.675,25.510838865152532,47.13362569145919,0.4403432011604309,0.0916164368391037,0.1369970589876175,0.045380622148513794,S-real,EQ-Max,0.19219143688678741,0.6325346231460571,0.4403432011604309,S-real,EQ-Max
sreal_any_zone_hidden_tail,kolkata_ssp585_near_2030s_heatwave_extreme_2032,Kolkata,ssp585,near_2030s,heatwave_extreme,2032,2,26,12,12.75,25.65,25.810505025925345,46.6491554153981,0.43995237350463867,0.10052952915430069,0.17006409168243408,0.06953456252813339,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,S-real,EQ-Max
sreal_any_zone_hidden_tail,kolkata_ssp585_near_2030s_heatwave_extreme_2032,Kolkata,ssp585,near_2030s,heatwave_extreme,2032,2,26,12,12.5,25.56,25.79942948219049,46.76837003560285,0.43995237350463867,0.09941033273935318,0.16620713472366333,0.06679680198431015,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,S-real,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_mid_2050s_typical_2058,Ahmedabad,ssp245,mid_2050s,typical,2058,2,14,16,16.5,34.075,25.982031073836477,46.69784104149351,0.43995237350463867,0.10130897909402847,0.19161644577980042,0.09030746668577194,S-real,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,S-real,EQ-Max
sreal_any_zone_hidden_tail,kolkata_ssp585_near_2030s_heatwave_extreme_2032,Kolkata,ssp585,near_2030s,heatwave_extreme,2032,2,26,13,13.25,25.845,25.85209188136026,46.65587726613174,0.43995237350463867,0.10145731270313263,0.1699293851852417,0.06847207248210907,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,S-real,EQ-Max
sreal_any_zone_hidden_tail,kolkata_ssp585_near_2030s_heatwave_extreme_2032,Kolkata,ssp585,near_2030s,heatwave_extreme,2032,2,26,12,12.25,25.47,25.79353057726529,46.91016297587125,0.43995237350463867,0.10025392472743988,0.16376858949661255,0.06351466476917267,COMP-Lo,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,S-real,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_heatwave_extreme_2081,Ahmedabad,ssp245,late_2080s,heatwave_extreme,2081,12,18,17,17.5,30.7,25.3827791442045,47.07289224433478,0.4397072196006775,0.08501365780830383,0.13136927783489227,0.04635562002658844,COMP-Lo,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,12,21,11,11.5,23.595,25.593666674059843,45.7298398423748,0.4397072196006775,0.09614703059196472,0.18372058868408203,0.08757355809211731,S-real,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_late_2080s_heatwave_extreme_2081,Ahmedabad,ssp245,late_2080s,heatwave_extreme,2081,1,9,17,17.25,30.03,25.64433771332403,46.477113257262815,0.4397072196006775,0.09529697895050049,0.16650113463401794,0.07120415568351746,S-real,EQ-Max,0.18748648464679718,0.6271936893463135,0.4397072196006775,COMP-Lo,EQ-Max
sreal_any_zone_hidden_tail,ahmedabad_ssp245_baseline_2020s_typical_2025,Ahmedabad,ssp245,baseline_2020s,typical,2025,12,13,16,16.75,28.54,25.645402511711225,47.28127226206215,0.4397072196006775,0.09863796085119247,0.17331118881702423,0.07467322796583176,S-real,EQ-Max,0.1872413009405136,0.6271936893463135,0.43995237350463867,COMP-Lo,EQ-Max
