weather,city,scenario_raw,time_slice,severity,weather_year,scenario,watts_person,met,bsa_m2,rows,mean_mu,mean_p_tail_mean_agg,p95_p_tail_mean_agg,high_tail_mean_agg_pct,mean_max_zone_p_tail,p95_max_zone_p_tail,any_zone_high_tail_pct,mean_p90_zone_p_tail,mean_zones_high_tail,warm_dominant_pct,cold_dominant_pct
ahmedabad_ssp245_mid_2050s_typical_2058,Ahmedabad,ssp245,mid_2050s,typical,2058,EQ-Max,108.0,1.08,1.7182130584192439,16704,0.3789680600166321,0.15310831367969513,0.32869908362626993,23.048371647509576,0.29821938276290894,0.624157190322876,54.6455938697318,0.24634312093257904,2.675287356321839,88.3800287356322,0.005986590038314176
ahmedabad_ssp245_mid_2050s_typical_2058,Ahmedabad,ssp245,mid_2050s,typical,2058,COMP-Hi,110.0,1.1,1.7182130584192439,16704,0.2839774489402771,0.1144040897488594,0.25294418036937705,9.243295019157088,0.2232666164636612,0.5243842601776123,47.20426245210728,0.18265581130981445,2.0600454980842913,56.537356321839084,0.9877873563218391
ahmedabad_ssp245_mid_2050s_typical_2058,Ahmedabad,ssp245,mid_2050s,typical,2058,LEGACY,120.0,1.2,1.7182130584192439,16704,0.30133891105651855,0.1400355100631714,0.2798681586980819,14.487547892720306,0.2521941661834717,0.506872832775116,55.39990421455939,0.2128305584192276,2.6309865900383143,68.27705938697318,0.6405651340996169
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,Ahmedabad,ssp245,near_2030s,heatwave_extreme,2034,COMP-Lo,90.0,0.9,1.7182130584192439,16704,0.06186018884181976,0.09804479032754898,0.1623351909220218,1.8917624521072798,0.15290528535842896,0.3006022274494171,15.613026819923373,0.12997040152549744,0.41780411877394635,40.882423371647505,7.2138409961685825
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,Ahmedabad,ssp245,near_2030s,heatwave_extreme,2034,S-real,93.2,0.932,1.7182130584192439,16704,0.07155690342187881,0.0970970019698143,0.16043337434530253,1.7959770114942528,0.15579886734485626,0.3021327257156372,18.52250957854406,0.13182629644870758,0.4892241379310345,41.7624521072797,6.022509578544062
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,Ahmedabad,ssp245,near_2030s,heatwave_extreme,2034,COMP-Med,100.0,1.0,1.7182130584192439,16704,0.012149982154369354,0.1303653120994568,0.21045086160302157,6.154214559386973,0.19880521297454834,0.37435781955718994,36.26676245210728,0.17251648008823395,1.3195043103448276,35.674090038314176,34.183429118773944
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,Ahmedabad,ssp245,near_2030s,heatwave_extreme,2034,EQ-Max,108.0,1.08,1.7182130584192439,16704,0.3878762423992157,0.1590142846107483,0.36247771978378285,22.383860153256705,0.31065118312835693,0.624157190322876,57.59698275862068,0.25323745608329773,3.0448395593869733,88.60751915708812,0.10775862068965517
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,Ahmedabad,ssp245,near_2030s,heatwave_extreme,2034,COMP-Hi,110.0,1.1,1.7182130584192439,16704,0.296523779630661,0.12093158066272736,0.2833266839385031,13.152538314176246,0.23307016491889954,0.5243598818778992,50.742337164750964,0.18908382952213287,2.462883141762452,57.35751915708812,1.4727011494252873
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,Ahmedabad,ssp245,near_2030s,heatwave_extreme,2034,LEGACY,120.0,1.2,1.7182130584192439,16704,0.3035335838794708,0.1442144215106964,0.3149177551269531,16.965996168582375,0.25699934363365173,0.441433846950531,57.84841954022989,0.21407967805862427,2.9765325670498086,68.48060344827587,1.5684865900383143
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,COMP-Lo,90.0,0.9,1.7182130584192439,16704,0.06186018884181976,0.09804479032754898,0.1623351909220218,1.8917624521072798,0.15290528535842896,0.3006022274494171,15.613026819923373,0.12997040152549744,0.41780411877394635,40.882423371647505,7.2138409961685825
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,S-real,93.2,0.932,1.7182130584192439,16704,0.07155690342187881,0.0970970019698143,0.16043337434530253,1.7959770114942528,0.15579886734485626,0.3021327257156372,18.52250957854406,0.13182629644870758,0.4892241379310345,41.7624521072797,6.022509578544062
