city,scenario_raw,time_slice,severity,weather_year,weather,occupied_records,mean_zone_high_tail_pct,any_zone_high_tail_pct,hidden_any_zone_high_tail_pct,area_weighted_zone_time_high_tail_pct,area_weighted_mean_p_tail,mean_zone_mean_p_tail,any_zone_mean_p_tail_max,zone_time_high_tail_pct_unweighted
Kolkata,ssp245,near_2030s,hot,2031,kolkata_ssp245_near_2030s_hot_2031,16704,20.725574712643677,47.270114942528735,26.544540229885055,21.755009699434442,0.12622453093123498,0.1284189940543762,0.2111646854350518,22.496408045977013
Kolkata,ssp245,near_2030s,heatwave_extreme,2039,kolkata_ssp245_near_2030s_heatwave_extreme_2039,16704,16.47509578544061,42.64846743295019,26.17337164750958,17.242713228427707,0.11531322345620297,0.11754441166883137,0.1928909147138702,18.055156449553
Kolkata,ssp245,mid_2050s,typical,2058,kolkata_ssp245_mid_2050s_typical_2058,16704,14.960488505747128,42.109674329501914,27.14918582375479,15.50425313722268,0.11256096409871935,0.11590248404978586,0.19523642480825246,16.82112068965517
Kolkata,ssp245,mid_2050s,hot,2053,kolkata_ssp245_mid_2050s_hot_2053,16704,21.755268199233715,50.610632183908045,28.85536398467433,21.975523245793855,0.12862924968468084,0.13177205804016165,0.2189020276182876,23.227969348659002
Kolkata,ssp245,mid_2050s,heatwave_extreme,2053,kolkata_ssp245_mid_2050s_heatwave_extreme_2053,16704,21.755268199233715,50.610632183908045,28.85536398467433,21.975523245793855,0.12862924968468084,0.13177205804016165,0.2189020276182876,23.227969348659002
Kolkata,ssp245,late_2080s,typical,2084,kolkata_ssp245_late_2080s_typical_2084,16704,22.737068965517242,49.25766283524904,26.5205938697318,23.720778386270897,0.13535892016373285,0.13774532830970945,0.22229076255454702,24.724217752234996
Kolkata,ssp245,late_2080s,hot,2087,kolkata_ssp245_late_2080s_hot_2087,16704,23.293821839080458,55.310105363984675,32.01628352490422,24.277341034838894,0.13558182175319877,0.13885848588013797,0.23526890356283342,25.425047892720304
Kolkata,ssp245,late_2080s,heatwave_extreme,2086,kolkata_ssp245_late_2080s_heatwave_extreme_2086,16704,26.514607279693486,55.196360153256705,28.68175287356322,26.97631864605941,0.14270821343406245,0.1460068295922895,0.24038810733405802,27.978128991060025
Kolkata,ssp585,baseline_2020s,typical,2029,kolkata_ssp585_baseline_2020s_typical_2029,16704,5.974616858237548,30.962643678160916,24.988026819923373,7.099181741781852,0.08998371543446632,0.09277647613346625,0.15735428753635236,8.21080779054917
Kolkata,ssp585,baseline_2020s,hot,2026,kolkata_ssp585_baseline_2020s_hot_2026,16704,10.901580459770114,38.427921455938694,27.52634099616858,11.8209103811493,0.10213651408066564,0.10525251245749616,0.1790473813602589,13.059945721583652
Kolkata,ssp585,baseline_2020s,heatwave_extreme,2027,kolkata_ssp585_baseline_2020s_heatwave_extreme_2027,16704,8.979885057471265,33.435105363984675,24.455220306513407,10.288513561743711,0.09762272974123468,0.10039682508526748,0.1670520554642116,11.345386334610472
Kolkata,ssp585,near_2030s,typical,2038,kolkata_ssp585_near_2030s_typical_2038,16704,7.579022988505748,27.12523946360153,19.546216475095786,8.971068115124158,0.09350917145903494,0.09543846322827865,0.15238773842123496,9.668342911877396
Kolkata,ssp585,near_2030s,hot,2030,kolkata_ssp585_near_2030s_hot_2030,16704,11.332614942528735,39.47557471264368,28.142959770114945,12.571919311164914,0.1037014443337729,0.10649069695316833,0.17992927115745558,13.640644955300127
Kolkata,ssp585,near_2030s,heatwave_extreme,2032,kolkata_ssp585_near_2030s_heatwave_extreme_2032,16704,8.494971264367816,28.101053639846747,19.606082375478927,9.715261003948937,0.09352962382482982,0.09539138669437582,0.15115670815987003,10.228288633461046
Kolkata,ssp585,mid_2050s,typical,2057,kolkata_ssp585_mid_2050s_typical_2057,16704,14.76293103448276,40.894396551724135,26.13146551724138,15.99527572289122,0.11229264376296075,0.1151609524872395,0.1910898523255706,16.89575351213282
Kolkata,ssp585,mid_2050s,hot,2059,kolkata_ssp585_mid_2050s_hot_2059,16704,40.52921455938697,68.89966475095785,28.370450191570885,41.0288812495319,0.17976653035738344,0.1807761723905223,0.2894323990618427,41.42919859514687
Kolkata,ssp585,mid_2050s,heatwave_extreme,2059,kolkata_ssp585_mid_2050s_heatwave_extreme_2059,16704,40.52921455938697,68.89966475095785,28.370450191570885,41.0288812495319,0.17976653035738344,0.1807761723905223,0.2894323990618427,41.42919859514687
Kolkata,ssp585,late_2080s,typical,2088,kolkata_ssp585_late_2080s_typical_2088,16704,27.49640804597701,60.021551724137936,32.525143678160916,28.349063367546616,0.14771529596960792,0.1512660210234271,0.25574317482862374,29.578943167305237
Kolkata,ssp585,late_2080s,hot,2080,kolkata_ssp585_late_2080s_hot_2080,16704,41.133860153256705,71.1147030651341,29.980842911877392,41.264579006570834,0.18458977130034943,0.18664486440825387,0.3078841180057233,42.16475095785441
Kolkata,ssp585,late_2080s,heatwave_extreme,2080,kolkata_ssp585_late_2080s_heatwave_extreme_2080,16704,41.133860153256705,71.1147030651341,29.980842911877392,41.264579006570834,0.18458977130034943,0.18664486440825387,0.3078841180057233,42.16475095785441
Phoenix,ssp245,baseline_2020s,typical,2026,phoenix_ssp245_baseline_2020s_typical_2026,16704,4.837164750957855,38.2183908045977,33.38122605363984,5.804782393986998,0.09908353953939594,0.10780942192237235,0.20454219452981703,8.637452107279692
Phoenix,ssp245,baseline_2020s,hot,2028,phoenix_ssp245_baseline_2020s_hot_2028,16704,7.165948275862069,37.1587643678161,29.992816091954023,6.530472126004014,0.10204781513201924,0.11151781169516518,0.20826196691005694,9.622844827586206
Phoenix,ssp245,baseline_2020s,heatwave_extreme,2025,phoenix_ssp245_baseline_2020s_heatwave_extreme_2025,16704,5.531609195402299,37.757423371647505,32.22581417624521,6.0582799523858,0.10123527138263491,0.10990964071429286,0.20574885100671586,9.095625798212005
Phoenix,ssp245,near_2030s,typical,2034,phoenix_ssp245_near_2030s_typical_2034,16704,7.746647509578544,41.451149425287355,33.70450191570881,7.518674418181777,0.10615167152312725,0.11681594962240954,0.2223211602582625,11.026500638569605
Phoenix,ssp245,near_2030s,hot,2039,phoenix_ssp245_near_2030s_hot_2039,16704,12.775383141762454,44.133141762452105,31.35775862068966,10.216882441867126,0.11520118040501073,0.12749490490942533,0.23490710676941745,14.06808748403576
Phoenix,ssp245,near_2030s,heatwave_extreme,2039,phoenix_ssp245_near_2030s_heatwave_extreme_2039,16704,12.775383141762454,44.133141762452105,31.35775862068966,10.216882441867126,0.11520118040501073,0.12749490490942533,0.23490710676941745,14.06808748403576
Phoenix,ssp245,mid_2050s,typical,2054,phoenix_ssp245_mid_2050s_typical_2054,16704,10.482519157088124,41.804358237547895,31.321839080459768,9.58697374059811,0.11197673905250985,0.12238273954206344,0.22579118799761375,12.894715836526183
Phoenix,ssp245,mid_2050s,hot,2058,phoenix_ssp245_mid_2050s_hot_2058,16704,15.56513409961686,45.162835249042146,29.597701149425287,11.867505663891254,0.12064061461021042,0.13393213985107746,0.2471732225490138,15.998563218390805
Phoenix,ssp245,mid_2050s,heatwave_extreme,2051,phoenix_ssp245_mid_2050s_heatwave_extreme_2051,16704,13.056752873563218,43.115421455938694,30.058668582375482,11.421144773333957,0.11672594974123252,0.1280117336356327,0.23433426065673885,14.66993933588761
Phoenix,ssp245,late_2080s,typical,2081,phoenix_ssp245_late_2080s_typical_2081,16704,13.20043103448276,42.151580459770116,28.951149425287355,12.171693683532927,0.11758309176288445,0.12883236701668163,0.23247676974826872,15.138489782886335
Phoenix,ssp245,late_2080s,hot,2086,phoenix_ssp245_late_2080s_hot_2086,16704,16.445162835249043,53.47222222222222,37.027059386973185,14.406422321423856,0.12395246281280432,0.1390535509467143,0.26530200444684954,18.786717752234992
Phoenix,ssp245,late_2080s,heatwave_extreme,2086,phoenix_ssp245_late_2080s_heatwave_extreme_2086,16704,16.445162835249043,53.47222222222222,37.027059386973185,14.406422321423856,0.12395246281280432,0.1390535509467143,0.26530200444684954,18.786717752234992
Phoenix,ssp585,baseline_2020s,typical,2029,phoenix_ssp585_baseline_2020s_typical_2029,16704,9.66235632183908,41.67265325670498,32.0102969348659,8.862036293103621,0.1081261470977887,0.11872709347755517,0.2214083920796206,12.273706896551724
Phoenix,ssp585,baseline_2020s,hot,2025,phoenix_ssp585_baseline_2020s_hot_2025,16704,10.512452107279694,42.019875478927204,31.50742337164751,9.264472909303706,0.11030806661075677,0.12109538720737516,0.2227872313894681,12.63609514687101
Phoenix,ssp585,baseline_2020s,heatwave_extreme,2025,phoenix_ssp585_baseline_2020s_heatwave_extreme_2025,16704,10.512452107279694,42.019875478927204,31.50742337164751,9.264472909303706,0.11030806661075677,0.12109538720737516,0.2227872313894681,12.63609514687101
Phoenix,ssp585,near_2030s,typical,2034,phoenix_ssp585_near_2030s_typical_2034,16704,8.31537356321839,40.52921455938697,32.21384099616858,7.717834064304871,0.10667975741255525,0.11675926213766584,0.21803014018534864,11.139846743295019
Phoenix,ssp585,near_2030s,hot,2033,phoenix_ssp585_near_2030s_hot_2033,16704,11.799568965517242,45.569923371647505,33.770354406130274,10.43150670360237,0.11522752809769668,0.12746434725017383,0.23815140725820594,14.135935504469987
Phoenix,ssp585,near_2030s,heatwave_extreme,2033,phoenix_ssp585_near_2030s_heatwave_extreme_2033,16704,11.799568965517242,45.569923371647505,33.770354406130274,10.43150670360237,0.11522752809769668,0.12746434725017383,0.23815140725820594,14.135935504469987
Phoenix,ssp585,mid_2050s,typical,2050,phoenix_ssp585_mid_2050s_typical_2050,16704,14.661159003831417,37.26652298850575,22.60536398467433,11.846099998808784,0.11950501870669376,0.13105905701116422,0.2289091922837501,14.726213282247766
Phoenix,ssp585,mid_2050s,hot,2057,phoenix_ssp585_mid_2050s_hot_2057,16704,14.086446360153257,46.56968390804598,32.48323754789272,12.154193380499498,0.11838186433946771,0.13098542573638441,0.24537609866213841,15.948275862068966
Phoenix,ssp585,mid_2050s,heatwave_extreme,2057,phoenix_ssp585_mid_2050s_heatwave_extreme_2057,16704,14.086446360153257,46.56968390804598,32.48323754789272,12.154193380499498,0.11838186433946771,0.13098542573638441,0.24537609866213841,15.948275862068966
Phoenix,ssp585,late_2080s,typical,2081,phoenix_ssp585_late_2080s_typical_2081,16704,23.581178160919542,54.16068007662835,30.57950191570881,21.49957976701901,0.14256906305387046,0.15720860816696425,0.2857902194292535,24.64160280970626
Phoenix,ssp585,late_2080s,hot,2089,phoenix_ssp585_late_2080s_hot_2089,16704,29.663553639846747,53.57998084291188,23.916427203065137,26.866106241889547,0.1653457423666179,0.1815785997567599,0.3016314224735649,29.575351213282246
Phoenix,ssp585,late_2080s,heatwave_extreme,2085,phoenix_ssp585_late_2080s_heatwave_extreme_2085,16704,25.85009578544061,53.747605363984675,27.89750957854406,22.64503809840768,0.15209662004477886,0.16731155459388472,0.2900606415822538,26.046455938697317
