artifact_type,path,bytes,sha256
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_baseline_2020s_hot_2028.epw,1368268,d5e900895002e8fb99da50bc9f7c6f911b8e57dafe6ec7fca8b6745fc42f6a2f
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_baseline_2020s_typical_2025.epw,1364275,bca4c59247855b2bf48ddb08f0d4b00595e1e5c8b1809876f36e3a999ca17d3e
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_late_2080s_heatwave_extreme_2086.epw,1365530,ee4bba1d4bd0a04bd75302a6044fdf0b6bbd1b811a20cae20b14c8728cb6e17b
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_late_2080s_hot_2086.epw,1365517,f8901b4c0bfaf6f192e54abbc86632280b10d27599678b27681bd5d4a8aaad44
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_late_2080s_typical_2087.epw,1365429,fd7127a4bd6a37f84d21aa2dd89634d73ad2eafe8884a97b3556f2753009bed3
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_mid_2050s_heatwave_extreme_2059.epw,1364858,256cc3baa9f6f631a89acc568160a309c01ead72c50685f83143e16d0f14b0f4
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_mid_2050s_hot_2057.epw,1365384,e6685180e9749048c7094b27a67e790c057900005bc0e7d2e34c2d1e9efdb07a
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_mid_2050s_typical_2050.epw,1364403,f11e7d0722f43bcc22b99782a9ea84caecd078519a0bd7220feadeed984bef42
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_near_2030s_heatwave_extreme_2033.epw,1364686,c155c130dc5ca0891dcc828131b2a5c66a7561cb135a75bf9cffc6be9de8b2f8
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_near_2030s_hot_2033.epw,1364673,903bb3c00a6a70f8555a03bc44d55a1da903ccf2da0832ca2a573dbe9e2c510b
selected_epw,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_near_2030s_typical_2039.epw,1364424,87da255ebab29238a8e9c1cc6cc86e108a62c3a514f8f3b83dfd6ea841f91a48
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_baseline_2020s_heatwave_extreme_2025.epw,1364792,f280552cfcc74bf55c88e0d7c40fdfcb51fd9f1b8aa233e0bfb0f2546e387def
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_baseline_2020s_hot_2026.epw,1364714,5635f0a014c7ff0be5d4787e17d5a2433ccdf9685552bc692fae7976d3642358
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_baseline_2020s_typical_2025.epw,1364783,368863f1d793f98ffffe4422caeeb669dbd78def9a4ebed7d34b92a487306009
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_late_2080s_heatwave_extreme_2086.epw,1365647,7c92712736221d794d2730616a9a156411e12287e8504dfa5c348adeb58c96b6
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_late_2080s_hot_2080.epw,1370276,c9ba578c5539528d36f13b07be1af5d62c4b6c13ea7901d9e7201840a4196a98
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_late_2080s_typical_2088.epw,1369734,dd558eb12dc251a63d0310a1b3dde2905dfb14d37e4c7bfc8160272212a7f357
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_mid_2050s_heatwave_extreme_2059.epw,1365559,374203570d25b07afba8e77aff5c0940614c09696e2b39a0ee7b7372551fce48
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_mid_2050s_hot_2058.epw,1365995,3e624ad182133eeb7f0052985b15b363d3c66d8001efd318b7b418212fa8cd5c
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_mid_2050s_typical_2055.epw,1365523,21a011bd8cfb0db215eb3ca74a22608c813bbfda5af9836ac59aede233516a9c
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_near_2030s_heatwave_extreme_2037.epw,1366249,6e77307beabcddaac7d7de782638f6a0d619ecf2e41763d3b1f34d6c1b60d185
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_near_2030s_hot_2035.epw,1366581,0d0906ef4d70a994a2faef7b2c77b63668a4b3f87d188266e1ef5794aa76e7a1
selected_epw,checksum-only://selected_weather/ssp585/Houston/houston_ssp585_near_2030s_typical_2038.epw,1364851,aad943d948e2844ce42fdc0cd2cbd64182456462a62d109e62a6de29fa70dbec
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_baseline_2020s_heatwave_extreme_2027.epw,1363657,6d552ebb647a2f3469fec0055e4296628d8094a5a2adb297ecfbf4f79d36ab4f
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_baseline_2020s_hot_2026.epw,1364331,0ae170c0abd7d4db224de9d64eac3cd5eeec69a4802bed397e6e7dbef656c8af
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_baseline_2020s_typical_2029.epw,1363915,1e05e6b55de50f35ebd54f14b07a8f3363486aa5637438bfde5ff9893272a2f8
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_late_2080s_heatwave_extreme_2080.epw,1368302,bfd85083508c3216444abe68fe8a77e9c9610a55211b8bdef070c9305584ef39
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_late_2080s_hot_2080.epw,1368289,42cc202ca6523ceb6b4b575f4a10b4677abf0148d71046cf050806aca9180a33
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_late_2080s_typical_2088.epw,1368197,3176b5b65d7815f8328dea1166554275b8d18cef1cb501d2a7768991ab434f2d
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_mid_2050s_heatwave_extreme_2059.epw,1363886,7007272cea71ede384badd3c8ec462dd408e1cbabfb1feb794749c867db246b4
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_mid_2050s_hot_2059.epw,1363873,591b8bb575bad6813eeab2d343101fa249660b4244d2c26037c8874d297ed95d
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_mid_2050s_typical_2057.epw,1364402,51fdf5cfd4010f9fc69e4645face41a1e31ae62ed38032e6ca0eff3115049d92
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_near_2030s_heatwave_extreme_2032.epw,1367294,3f271472a19c0ac62ab5a4e84eff32af772ec613eb55d48fddae604c7bad6a0a
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_near_2030s_hot_2030.epw,1363393,845aefef53ac9aaa483afe5228db4917b809f1b41807f325b569175fdbc07e0c
selected_epw,checksum-only://selected_weather/ssp585/Kolkata/kolkata_ssp585_near_2030s_typical_2038.epw,1363563,58bac5a4250e1fc465f722ef955d8b6f5c759c6df576ff49a13d3be4ecf4e3c0
selected_epw,checksum-only://selected_weather/ssp585/Phoenix/phoenix_ssp585_baseline_2020s_heatwave_extreme_2025.epw,1360796,17f1852bfcb9428b5052722d4527327f8ed2e4bac18cc9577b5a9a70189dae1d
