case_id,city,scenario,time_slice,severity,weather_year,manifest_mean_temp_c,manifest_cdh18_c_hour,manifest_max_temp_c,manifest_hours_temp_ge_35,manifest_mean_rh_pct,epw_path,data_rows,calendar_years,invalid_field_width_rows,body_sha256,transform_sha256,mean_temp_c,min_temp_c,max_temp_c,cdh18_c_hour,hours_temp_ge_35,mean_rh_pct,min_rh_pct,max_rh_pct,dewpoint_above_drybulb_rows,min_pressure_pa,max_pressure_pa,annual_ghi_kwh_m2,max_ghi_w_m2,max_dni_w_m2,max_dhi_w_m2,max_wind_m_s,broad_range_violation_rows,mean_temp_difference_c,max_temp_difference_c,cdh18_difference_c_hour,hours_ge_35_difference,mean_rh_difference_pct_point
beijing_ssp585_baseline_2020s_hot_2029,Beijing,ssp585,baseline_2020s,hot,2029,13.001206,25597.389777,35.826267,14,56.273923,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_baseline_2020s_hot_2029.epw,8760,2029,0,fc7ee2a2821718a92ee217eed43b6d3ebe4a4ab13c0e2c099efaa707d7537cdd,071710f2a0feb2e98478d862e83d265a13558b7a882a8025cc8d1e47fc1af10c,13.001245433789954,-17.62,35.83,25597.460000000003,14,56.2791095890411,27.0,94.0,0,99307.0,104442.0,1601.965,838.0,728.0,490.0,11.28,0,3.94337899543018e-05,0.0037329999999968777,0.07022300000244286,0,0.0051865890410951465
beijing_ssp585_baseline_2020s_typical_2026,Beijing,ssp585,baseline_2020s,typical,2026,12.622652,22828.275548,34.634711,0,56.243318,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_baseline_2020s_typical_2026.epw,8760,2026,0,0c6303cb9b5689ce14d007489cf8ca78aacfe83a544f1c739ad6f67fd392898a,ed3e39e75d9ea1211ce6cb32ccb0ace2c8c2bc63218060157ada0d256b47abad,12.622576484018264,-17.99,34.63,22827.87,0,56.2384703196347,27.0,93.0,0,99598.0,104683.0,1516.361,866.0,727.0,333.0,11.49,0,-7.551598173627383e-05,-0.004711000000000354,-0.4055480000024545,0,-0.004847680365301699
beijing_ssp585_late_2080s_heatwave_extreme_2089,Beijing,ssp585,late_2080s,heatwave_extreme,2089,17.771001,44549.847652,41.499104,420,56.247569,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_late_2080s_heatwave_extreme_2089.epw,8760,2089,0,b3364b0c0403bdd27f0dc6dd22e7ecd20d9bd4705963f025810db432ea565301,10cc5566a163b809d6de83ee9c59abd3c705072830df6a9330573669e9de8d29,17.771,-6.57,41.5,44549.85,422,56.24748858447489,27.0,94.0,0,99054.0,104688.0,1660.156,871.0,728.0,607.0,10.0,0,-9.999999974752427e-07,0.0008959999999973434,0.002348000001802575,2,-8.041552511173222e-05
beijing_ssp585_late_2080s_hot_2089,Beijing,ssp585,late_2080s,hot,2089,17.771001,44549.847652,41.499104,420,56.247569,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_late_2080s_hot_2089.epw,8760,2089,0,b3364b0c0403bdd27f0dc6dd22e7ecd20d9bd4705963f025810db432ea565301,10cc5566a163b809d6de83ee9c59abd3c705072830df6a9330573669e9de8d29,17.771,-6.57,41.5,44549.85,422,56.24748858447489,27.0,94.0,0,99054.0,104688.0,1660.156,871.0,728.0,607.0,10.0,0,-9.999999974752427e-07,0.0008959999999973434,0.002348000001802575,2,-8.041552511173222e-05
beijing_ssp585_late_2080s_typical_2084,Beijing,ssp585,late_2080s,typical,2084,16.689317,37071.552971,42.710354,315,56.198282,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_late_2080s_typical_2084.epw,8784,2084,0,9519b95d5717f346c8a127d7730998eb1201329ac65c71fb2d7a7363f2e8f039,57848134c0f47825849ec9bb9f916035f345b3f5355c85eb42d753122d996fee,16.689312386156647,-10.35,42.71,37071.63,315,56.20184426229508,27.0,93.0,0,99135.0,104658.0,1612.753,858.0,728.0,620.0,12.21,0,-4.613843351819469e-06,-0.00035400000000151977,0.07702900000003865,0,0.00356226229508394
beijing_ssp585_mid_2050s_heatwave_extreme_2052,Beijing,ssp585,mid_2050s,heatwave_extreme,2052,15.566675,38823.246898,44.690405,375,56.212196,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_mid_2050s_heatwave_extreme_2052.epw,8784,2052,0,9d07cd74691118d2f0b595ca9dc5f2d31962553b652ffa05874c5e2f7c8fff15,3c5f6a5b494012e2f6ab4a4b026b8e6f3b2038fc58867905f3f35bc9ba514444,15.566722449908925,-15.09,44.69,38823.45,375,56.21254553734062,27.0,93.0,0,99166.0,104917.0,1660.16,913.0,728.0,458.0,9.36,0,4.7449908924690476e-05,-0.00040500000000065484,0.20310199999948964,0,0.00034953734061815567
beijing_ssp585_mid_2050s_hot_2052,Beijing,ssp585,mid_2050s,hot,2052,15.566675,38823.246898,44.690405,375,56.212196,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_mid_2050s_hot_2052.epw,8784,2052,0,9d07cd74691118d2f0b595ca9dc5f2d31962553b652ffa05874c5e2f7c8fff15,3c5f6a5b494012e2f6ab4a4b026b8e6f3b2038fc58867905f3f35bc9ba514444,15.566722449908925,-15.09,44.69,38823.45,375,56.21254553734062,27.0,93.0,0,99166.0,104917.0,1660.16,913.0,728.0,458.0,9.36,0,4.7449908924690476e-05,-0.00040500000000065484,0.20310199999948964,0,0.00034953734061815567
beijing_ssp585_mid_2050s_typical_2053,Beijing,ssp585,mid_2050s,typical,2053,15.043602,31059.089651,36.965182,41,56.219349,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_mid_2050s_typical_2053.epw,8760,2053,0,9205208984eadd7b50f0c2eae9d2b62365744f65672fe4b485e475bc19717ab7,f175a12ce6bceebfc79317302aa9ba2b4acbdabfd828dbad6df1413176a86aa6,15.043634703196346,-9.4,36.97,31059.42,43,56.221803652968035,27.0,94.0,0,99015.0,104119.0,1599.649,841.0,729.0,453.0,9.57,0,3.2703196346517416e-05,0.004818000000000211,0.3303489999998419,2,0.0024546529680335993
beijing_ssp585_near_2030s_heatwave_extreme_2030,Beijing,ssp585,near_2030s,heatwave_extreme,2030,12.897317,28829.887595,37.244627,59,56.241516,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_near_2030s_heatwave_extreme_2030.epw,8760,2030,0,fbe06d88b8e88faccbe0576f38acde9f6af8aca575622af34d25e7af977f3e3d,f3cabcab98eaf17d08e27289c73af17e0528f47402673d616a12d6199b9bfe29,12.897333333333332,-15.9,37.24,28829.94,59,56.23835616438356,27.0,93.0,0,99049.0,104420.0,1670.123,806.0,727.0,542.0,11.74,0,1.6333333332951838e-05,-0.004626999999999271,0.052404999998543644,0,-0.0031598356164366237
beijing_ssp585_near_2030s_hot_2037,Beijing,ssp585,near_2030s,hot,2037,13.573192,29936.257513,35.413196,10,56.223518,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_near_2030s_hot_2037.epw,8760,2037,0,b5744415947205fcb199be97aa24a2302d7c0d82d2c3e7222e88ce4c0407fbe9,eb80cb0a61520fe980be42011a30b583b72736ab3617f95864b5401572e5c10f,13.573218036529681,-20.41,35.41,29936.57,10,56.21929223744292,27.0,93.0,0,99104.0,104846.0,1656.446,848.0,727.0,531.0,13.48,0,2.6036529680695253e-05,-0.003196000000002641,0.312486999999237,0,-0.004225762557076962
beijing_ssp585_near_2030s_typical_2032,Beijing,ssp585,near_2030s,typical,2032,14.343585,26596.030161,34.894855,0,56.208055,checksum-only://selected_weather/ssp585/Beijing/beijing_ssp585_near_2030s_typical_2032.epw,8784,2032,0,caa54723021bdca1a46f6a8e463c43283e6c12a1d4f3fa54b6e272b390e9bde1,05562d15bf62e214a167f06c674b944895c5d91b3aaf0d3d1e05132ccb114d5b,14.343623633879782,-10.47,34.89,26596.07,0,56.20742258652095,27.0,94.0,0,99443.0,104522.0,1639.167,878.0,727.0,490.0,9.87,0,3.863387978242372e-05,-0.0048549999999991655,0.03983900000093854,0,-0.0006324134790531843
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,Guangzhou,ssp245,baseline_2020s,heatwave_extreme,2028,23.219796,53290.370677,34.946108,0,72.031759,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028.epw,8784,2028,0,9d5f088a21e1c0f58f8f139b811472332aae4f745ab044bc29a0968e0c1495d1,7c3d619191f27e38ac4d044f51f107e3eb6bc616ef89e97364c8613979544098,23.21977459016393,1.18,34.95,53290.259999999995,0,72.03085154826958,45.0,90.0,0,99437.0,103549.0,1549.661,904.0,446.0,604.0,7.38,0,-2.140983606935265e-05,0.0038920000000004507,-0.1106770000042161,0,-0.0009074517304128449
guangzhou_ssp245_baseline_2020s_hot_2027,Guangzhou,ssp245,baseline_2020s,hot,2027,23.630798,58340.686621,34.532757,0,72.054558,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_baseline_2020s_hot_2027.epw,8760,2027,0,91f7803f2d9bb26214f4859058ca2469e6b3363a9ae1281183bcf5cf87e3aaac,4863da49afd58c22c51148bf48313767182f880f5f017a35ca8697272e93b3ad,23.63078424657534,-3.67,34.53,58340.56,0,72.05559360730594,45.0,90.0,0,99332.0,103838.0,1577.313,845.0,446.0,525.0,11.0,0,-1.3753424656925972e-05,-0.0027569999999954575,-0.12662100000306964,0,0.001035607305936992
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,23.474218,55412.816317,34.827892,0,71.982966,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_baseline_2020s_typical_2025.epw,8760,2025,0,69c4523a6b289c52fcb3863ec6e0df115fecad68709320256967febbe86d906e,ced5f08372b93a7b4ae389ba40644c6de1c6d779523ec6eaa77a243711f94ab6,23.474249999999998,2.37,34.83,55412.85,0,71.98333333333333,42.0,90.0,0,99584.0,103494.0,1590.983,807.0,446.0,624.0,9.65,0,3.199999999736747e-05,0.0021079999999997767,0.033683000001474284,0,0.0003673333333296114
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,24.890647,68825.740854,36.487835,137,72.040647,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_late_2080s_heatwave_extreme_2088.epw,8784,2088,0,7b07031aef5e91cf018b8438fd01cb15c63af4d21c010251a3e6fed538b5d8c5,9973242f394942e47631cdddcf179e3032caa7edcf2e06dd23910b03c50639af,24.890647768670313,2.15,36.49,68825.65999999999,139,72.03699908925319,45.0,90.0,0,99752.0,103588.0,1770.367,849.0,446.0,747.0,8.61,0,7.686703114018201e-07,0.0021650000000050795,-0.08085400001436938,2,-0.003647910746821026
guangzhou_ssp245_late_2080s_hot_2083,Guangzhou,ssp245,late_2080s,hot,2083,25.286183,68907.514793,36.753543,75,72.021173,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_late_2080s_hot_2083.epw,8760,2083,0,6675cd92c753b37065312e184e50afe930c9f5a83136bf912a6938942c4466e6,9781af965dbfbd3068ab2d4f2321a549eb637185bfb3be2d0691048928b1245a,25.286223744292236,7.74,36.75,68907.78,76,72.01837899543379,45.0,90.0,0,99681.0,103645.0,1776.785,965.0,446.0,864.0,9.78,0,4.074429223521747e-05,-0.003543000000000518,0.2652070000040112,1,-0.0027940045662120383
guangzhou_ssp245_late_2080s_typical_2084,Guangzhou,ssp245,late_2080s,typical,2084,24.628912,65314.094441,35.822609,22,72.038334,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_late_2080s_typical_2084.epw,8784,2084,0,d62975ab99f71c4d68d31826860f67aa16ffbdcd09d6c598ca6cf8699084666a,f03d0ad7700fba97658496fa0524dc1b40cfc3d8144dd6dc2eb2afdcee3b0843,24.62897427140255,5.38,35.82,65314.380000000005,23,72.03950364298726,45.0,90.0,0,99488.0,103720.0,1599.699,881.0,446.0,675.0,9.71,0,6.227140255177233e-05,-0.0026089999999996394,0.28555900000355905,1,0.0011696429872500858
guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,Guangzhou,ssp245,mid_2050s,heatwave_extreme,2055,24.496591,61767.010427,35.612035,36,72.058375,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_mid_2050s_heatwave_extreme_2055.epw,8760,2055,0,757924282223c190026ed536d677b9ac479cbf48e3795636808742c93d7606f2,12f05c4e9a9fdcba049376d9f36e81bada6aea89684601f48a65bdd6393c5469,24.49658561643836,7.08,35.61,61766.88,36,72.0560502283105,45.0,90.0,0,99413.0,103287.0,1741.379,987.0,446.0,681.0,7.13,0,-5.383561639149548e-06,-0.002034999999999343,-0.13042700000369223,0,-0.0023247716895014037
guangzhou_ssp245_mid_2050s_hot_2051,Guangzhou,ssp245,mid_2050s,hot,2051,24.481152,64638.588891,36.067307,13,72.03898,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_mid_2050s_hot_2051.epw,8760,2051,0,2709662e9ca2b56f853a9b97115aecb90e3d80fdacc794a457a982c2da901c7a,9f94d5d07a2bd3d78680830a40a166b5e125eb7d42677e612db98de1914ed2bc,24.4811700913242,2.48,36.07,64638.689999999995,14,72.03778538812786,45.0,90.0,0,99648.0,103791.0,1665.392,855.0,446.0,700.0,9.86,0,1.8091324196944925e-05,0.0026930000000007226,0.10110899999563117,1,-0.0011946118721368748
guangzhou_ssp245_mid_2050s_typical_2054,Guangzhou,ssp245,mid_2050s,typical,2054,24.059037,62982.149604,36.018144,16,72.05442,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_mid_2050s_typical_2054.epw,8760,2054,0,fda339e2f6101bbec6afa10b5c292dbedd3e9fee50bdd8f300c19ec2b4dcbc84,383065e5c913bec2f510ef10685fd15f496b44319fa4fbd79a38fa6610aa0d1a,24.05900913242009,1.69,36.02,62981.83,18,72.05810502283104,45.0,90.0,0,99645.0,103486.0,1669.705,842.0,447.0,660.0,7.94,0,-2.7867579909468532e-05,0.0018560000000036325,-0.31960399999661604,2,0.003685022831049878
guangzhou_ssp245_near_2030s_heatwave_extreme_2034,Guangzhou,ssp245,near_2030s,heatwave_extreme,2034,23.823143,57155.78942,35.944679,19,72.036561,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_near_2030s_heatwave_extreme_2034.epw,8760,2034,0,c87dac4945f87f74a748fe0edf61b966f519325ccb7a39f4d4886d952af9b744,a4d4fd9ec0f3f8732d081b5f574aab0271673a2eacb3f042f65455449b065256,23.82314726027397,2.85,35.94,57155.91,19,72.03310502283105,45.0,90.0,0,99328.0,103403.0,1533.277,841.0,446.0,740.0,9.63,0,4.260273968270667e-06,-0.004679000000002986,0.12058000000251923,0,-0.003455977168954405
guangzhou_ssp245_near_2030s_hot_2038,Guangzhou,ssp245,near_2030s,hot,2038,24.369143,62929.991644,35.283911,8,72.045127,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_near_2030s_hot_2038.epw,8760,2038,0,d49e8ee21631095c419a90dd5eb4fd42d6052c2bce708c32b5137ffd775dff9f,a066d6446124171333947737da517c896c9055aa0b443fb8d8b7b94c8a8c995d,24.369139269406393,-1.58,35.28,62930.05,8,72.04212328767123,45.0,90.0,0,99541.0,103300.0,1667.199,927.0,446.0,825.0,8.45,0,-3.73059360825323e-06,-0.003911000000002218,0.05835600000136765,0,-0.003003712328762731
guangzhou_ssp245_near_2030s_typical_2031,Guangzhou,ssp245,near_2030s,typical,2031,23.576008,57394.714387,36.011535,6,72.050128,checksum-only://selected_weather/ssp245/Guangzhou/guangzhou_ssp245_near_2030s_typical_2031.epw,8760,2031,0,6dd79682cbe77c6d0ea2129fd82d15c7c9853a31f7c11e40c01a7cb7c10dd96a,0fbd380ad930a07ceaa55ea1ebc2b78d38d7e8171b1e7acdcbcb77a3a397e7c6,23.575994292237446,1.7,36.01,57394.67,6,72.05353881278539,45.0,90.0,0,99398.0,103655.0,1496.035,742.0,446.0,583.0,10.17,0,-1.370776255527062e-05,-0.001535000000004061,-0.04438700000173412,0,0.003410812785389794
guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026,Guangzhou,ssp585,baseline_2020s,heatwave_extreme,2026,23.213375,54084.447179,35.800724,18,72.044246,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026.epw,8760,2026,0,57af24721a56f7b40801c76e1b5680bffdcc9d48cdee360aa6f38b9608f731ba,c71c193d59be6da69bdf12cbb78186b763ff28f9360269fe4ce9682fa9770d74,23.21334474885845,-1.41,35.8,54084.100000000006,18,72.0466894977169,45.0,90.0,0,99458.0,103258.0,1586.499,823.0,446.0,722.0,10.54,0,-3.0251141549086924e-05,-0.000724000000005276,-0.3471789999966859,0,0.002443497716896559
guangzhou_ssp585_baseline_2020s_hot_2028,Guangzhou,ssp585,baseline_2020s,hot,2028,23.386911,57045.294766,34.757575,0,72.031759,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_baseline_2020s_hot_2028.epw,8784,2028,0,f652225dc0a394e8113ba06e69842636bf6438810f12cda7f9aa8c36d936c36c,48bd26f1df5ce87e23644b24b19ff8d6b3df920b8274e0457394ffb598628f72,23.386930783242256,2.51,34.76,57045.38,0,72.03085154826958,45.0,90.0,0,99989.0,103779.0,1603.0,774.0,446.0,618.0,8.37,0,1.9783242255044797e-05,0.0024249999999952365,0.08523399999830872,0,-0.0009074517304128449
guangzhou_ssp585_baseline_2020s_typical_2025,Guangzhou,ssp585,baseline_2020s,typical,2025,22.902355,54708.335841,35.866288,7,71.982966,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_baseline_2020s_typical_2025.epw,8760,2025,0,63682e0e4c1898b94a8c2aed4ec9cbac31b9f4a49f7ebd6948189739cb2bb9fc,ca5677caa84bd114ececd82ad2cef73316470da313a7a3cf63bce056b62f2470,22.902364155251142,1.04,35.87,54708.340000000004,7,71.98333333333333,42.0,90.0,0,99848.0,103915.0,1575.056,793.0,446.0,647.0,10.29,0,9.155251142090037e-06,0.0037120000000001596,0.004159000003710389,0,0.0003673333333296114
guangzhou_ssp585_late_2080s_heatwave_extreme_2086,Guangzhou,ssp585,late_2080s,heatwave_extreme,2086,27.261619,86503.76982,39.137899,904,72.041439,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_late_2080s_heatwave_extreme_2086.epw,8760,2086,0,bbe77402449ca1ad211b9a4871f9eb6673bd74141992af627c86468284b1666c,171837fe9aad9a20ff17a3674ca3691a94818f5a27447b73da22a7b563269b57,27.261615296803654,-0.17,39.14,86503.79000000001,909,72.0513698630137,45.0,90.0,0,99621.0,103811.0,1874.719,899.0,447.0,785.0,8.74,0,-3.70319634512839e-06,0.002101000000003239,0.02018000000680331,5,0.00993086301370738
guangzhou_ssp585_late_2080s_hot_2086,Guangzhou,ssp585,late_2080s,hot,2086,27.261619,86503.76982,39.137899,904,72.041439,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_late_2080s_hot_2086.epw,8760,2086,0,bbe77402449ca1ad211b9a4871f9eb6673bd74141992af627c86468284b1666c,171837fe9aad9a20ff17a3674ca3691a94818f5a27447b73da22a7b563269b57,27.261615296803654,-0.17,39.14,86503.79000000001,909,72.0513698630137,45.0,90.0,0,99621.0,103811.0,1874.719,899.0,447.0,785.0,8.74,0,-3.70319634512839e-06,0.002101000000003239,0.02018000000680331,5,0.00993086301370738
guangzhou_ssp585_late_2080s_typical_2087,Guangzhou,ssp585,late_2080s,typical,2087,26.621425,79110.158598,37.143297,239,72.029404,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_late_2080s_typical_2087.epw,8760,2087,0,06c0abc22bb6005fad99ea9270dccc647783a63293e80291b72a45f61b90c0d0,bea4da9cd332e05e6bb12667c7039b08dc1bf1566969ef80f2ce62919a7d69bb,26.621422374429223,3.67,37.14,79110.01,240,72.02568493150685,45.0,90.0,0,99467.0,103568.0,1703.59,836.0,446.0,687.0,9.82,0,-2.625570775904862e-06,-0.0032969999999963306,-0.1485979999997653,1,-0.0037190684931545093
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,Guangzhou,ssp585,mid_2050s,heatwave_extreme,2059,24.858082,66711.613399,36.188511,72,72.031042,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_mid_2050s_heatwave_extreme_2059.epw,8760,2059,0,124f09586e9eca3c62ab18f29ed8bccf25f10b671f907ac6a7a270309b271513,ac2839ee5953558e993589d42c8d4d5f128e9f7be5e129088f9d9f3223164e4a,24.85802625570776,2.55,36.19,66711.24,73,72.03253424657534,45.0,90.0,0,99449.0,103258.0,1667.483,927.0,446.0,825.0,9.79,0,-5.574429223997868e-05,0.0014889999999994075,-0.37339899998914916,1,0.0014922465753386405
guangzhou_ssp585_mid_2050s_hot_2057,Guangzhou,ssp585,mid_2050s,hot,2057,25.297334,70027.558385,35.762095,17,72.038973,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_mid_2050s_hot_2057.epw,8760,2057,0,9b9473aedcd53d90e23a09e41c26db1a9fb61369bff65402e514147a62f84163,781603c02b0662df3abf5e0a994684f687a16305364443bdb343061776cf7549,25.297344748858446,0.5,35.76,70027.76,17,72.03356164383561,45.0,90.0,0,99761.0,103202.0,1649.492,828.0,446.0,632.0,8.9,0,1.074885844687401e-05,-0.002095000000004177,0.20161499999812804,0,-0.005411356164387371
guangzhou_ssp585_mid_2050s_typical_2050,Guangzhou,ssp585,mid_2050s,typical,2050,24.027006,62479.564271,36.017723,41,72.04314,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_mid_2050s_typical_2050.epw,8760,2050,0,030357a742e1aced7e6ebc9194ba884d9914eb7f405e13b19c92d6884b492d0c,d90421fdbcf81d40b5c5b40f6ef8f12b9eb7e4a9079e9cc1342460c75df3bade,24.02700114155251,3.67,36.02,62479.57,41,72.04463470319635,45.0,90.0,0,99629.0,103534.0,1648.008,841.0,446.0,707.0,9.21,0,-4.858447489652917e-06,0.002277000000006524,0.005728999996790662,0,0.00149470319635725
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,Guangzhou,ssp585,near_2030s,heatwave_extreme,2033,23.934567,60325.235809,35.4307,9,72.050393,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_near_2030s_heatwave_extreme_2033.epw,8760,2033,0,174baa9b9617ee21aa825f459d2931e2079eb4f1a3cd407c3274dcf6560d1031,1519351cd3f1bc41bf253309b56cf9426defe37a5c150bf0334defe7046d3bf5,23.934550228310503,2.9,35.43,60325.03,9,72.05513698630136,45.0,90.0,0,99855.0,103777.0,1589.095,831.0,446.0,729.0,8.9,0,-1.6771689498540354e-05,-0.0007000000000019213,-0.20580899999913527,0,0.004743986301363634
guangzhou_ssp585_near_2030s_hot_2033,Guangzhou,ssp585,near_2030s,hot,2033,23.934567,60325.235809,35.4307,9,72.050393,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_near_2030s_hot_2033.epw,8760,2033,0,174baa9b9617ee21aa825f459d2931e2079eb4f1a3cd407c3274dcf6560d1031,1519351cd3f1bc41bf253309b56cf9426defe37a5c150bf0334defe7046d3bf5,23.934550228310503,2.9,35.43,60325.03,9,72.05513698630136,45.0,90.0,0,99855.0,103777.0,1589.095,831.0,446.0,729.0,8.9,0,-1.6771689498540354e-05,-0.0007000000000019213,-0.20580899999913527,0,0.004743986301363634
guangzhou_ssp585_near_2030s_typical_2039,Guangzhou,ssp585,near_2030s,typical,2039,23.586146,57982.795143,34.811663,0,72.050004,checksum-only://selected_weather/ssp585/Guangzhou/guangzhou_ssp585_near_2030s_typical_2039.epw,8760,2039,0,c7eb6c73ac06467c37f16178af8ece5ea488092e59ce146fc785d8246f150c58,888a0732e23bfecb7a50fc0c328ad2db97ddfd2e9a8cde32fd6e4ec7987f800a,23.58611415525114,2.19,34.81,57982.42,0,72.05182648401826,45.0,90.0,0,99388.0,103388.0,1563.47,749.0,446.0,659.0,9.56,0,-3.1844748860976324e-05,-0.0016630000000006362,-0.37514300000475487,0,0.0018224840182625712
houston_ssp245_baseline_2020s_heatwave_extreme_2026,Houston,ssp245,baseline_2020s,heatwave_extreme,2026,22.016051,52506.86743,36.077124,34,74.051801,checksum-only://selected_weather/ssp245/Houston/houston_ssp245_baseline_2020s_heatwave_extreme_2026.epw,8760,2026,0,73cd61f2c3ce16cd2bdcc7ba1c2c8672ff3bb595e4ed7c4603d16cf7767ad8d1,edf891f497a4097e90652092b21114f1e0b98d8fb1a0869dc5342708a9ec9ad4,22.0160901826484,0.19,36.08,52506.96,34,74.05022831050228,53.0,94.0,0,100132.0,103748.0,1820.064,875.0,691.0,502.0,12.34,0,3.918264840052643e-05,0.002876000000000545,0.09257000000070548,0,-0.001572689497720603
houston_ssp245_baseline_2020s_hot_2026,Houston,ssp245,baseline_2020s,hot,2026,22.016051,52506.86743,36.077124,34,74.051801,checksum-only://selected_weather/ssp245/Houston/houston_ssp245_baseline_2020s_hot_2026.epw,8760,2026,0,73cd61f2c3ce16cd2bdcc7ba1c2c8672ff3bb595e4ed7c4603d16cf7767ad8d1,edf891f497a4097e90652092b21114f1e0b98d8fb1a0869dc5342708a9ec9ad4,22.0160901826484,0.19,36.08,52506.96,34,74.05022831050228,53.0,94.0,0,100132.0,103748.0,1820.064,875.0,691.0,502.0,12.34,0,3.918264840052643e-05,0.002876000000000545,0.09257000000070548,0,-0.001572689497720603
houston_ssp245_baseline_2020s_typical_2027,Houston,ssp245,baseline_2020s,typical,2027,21.975982,47710.30446,35.741696,14,74.039855,checksum-only://selected_weather/ssp245/Houston/houston_ssp245_baseline_2020s_typical_2027.epw,8760,2027,0,f02b0a102d7199a5ee742ff1a3df437c05286005d29b1a16657869ca81e1a681,a04242ca3a61615092868f6f5e16aadbbef853da1c0e0197f4953bf327a2fb79,21.97594292237443,-0.24,35.74,47709.91,14,74.0412100456621,53.0,94.0,0,99889.0,103875.0,1802.215,852.0,691.0,450.0,11.88,0,-3.907762556920602e-05,-0.001695999999995479,-0.3944599999958882,0,0.001355045662094767
houston_ssp245_late_2080s_heatwave_extreme_2081,Houston,ssp245,late_2080s,heatwave_extreme,2081,22.265508,54808.557669,38.59699,363,74.039843,checksum-only://selected_weather/ssp245/Houston/houston_ssp245_late_2080s_heatwave_extreme_2081.epw,8760,2081,0,927a98917a75a7725ae6a73f1df78533a59b565d9b3fa275c66df2ef87886d30,f02528da635222e0e0ebbdcc82c5f43c52a1266cb1b8b2f7a51132984fc0d47f,22.265526255707762,-1.33,38.6,54808.62,364,74.03835616438356,53.0,94.0,0,99094.0,103732.0,1791.782,847.0,691.0,444.0,12.53,0,1.825570776148311e-05,0.003010000000003288,0.06233100000099512,1,-0.0014868356164470242
houston_ssp245_late_2080s_hot_2085,Houston,ssp245,late_2080s,hot,2085,23.50112,59495.179019,37.505636,276,74.032064,checksum-only://selected_weather/ssp245/Houston/houston_ssp245_late_2080s_hot_2085.epw,8760,2085,0,43dca971885bd46e069a030644a045ee97e32bfc627ca876e7224c5eb0733229,909736b795eccf11a9e6edb00db2abdbae77a3432b1079e8c8982e7bccb43680,23.501143835616435,-1.61,37.51,59495.45,279,74.03824200913242,53.0,94.0,0,99776.0,103660.0,1816.825,873.0,691.0,481.0,11.12,0,2.3835616435263773e-05,0.004363999999995372,0.2709809999942081,3,0.006178009132412399
