scope,n_steps,n_cases,corrected_mean_pmv_mean,corrected_mean_abs_pmv,corrected_area_pmv_mean,corrected_abs_pmv_ge_0p5_pct,corrected_abs_pmv_ge_1p0_pct,corrected_abs_pmv_ge_2p0_pct,stored_mean_pmv_mean,stored_mean_abs_pmv,stored_abs_pmv_ge_0p5_pct,stored_abs_pmv_ge_1p0_pct,stored_abs_pmv_ge_2p0_pct,corrected_minus_stored_pmv_mean,corrected_vs_stored_pmv_mae,corrected_vs_stored_pmv_mse,corrected_pmv_central_but_tail_020_pct,stored_pmv_central_but_tail_020_pct,corrected_pmv_central_but_no_pmv_tail_020_pct,corrected_vs_stored_pmv_rmse,corrected_vs_stored_pmv_max_abs,corrected_vs_stored_pmv_pearson_r,corrected_pmv_vs_expected_tsv_pearson_r,corrected_abs_pmv_vs_p_tail_pearson_r
all_occupied_role_weighted,2405376,144,0.2841434808251738,0.42458115654267775,0.26829809535751137,32.05810650808855,10.549951442103023,0.16454807896977436,0.2883416394498545,0.42959270539546973,32.544225933908045,10.807832122711792,0.1691627421243082,-0.004198158624680705,0.02408922319559742,0.001741964928005711,0.0034090304384844614,0.005737148786717753,0.01155744465730098,0.04173685335534665,0.5013333333333339,0.9966601740712606,0.8735551316870293,0.8592783694827354
