weather,city,scenario,time_slice,severity,weather_year,trace_path,file_bytes,file_mtime_ns,analysis_state_sha256,occupied_steps,reused_previous_state_inference,corrected_zone_npz,corrected_zone_npz_sha256
kolkata_ssp245_mid_2050s_heatwave_extreme_2053,Kolkata,ssp245,mid_2050s,heatwave_extreme,2053,checksum-only://simulation_traces/kolkata_ssp245_mid_2050s_heatwave_extreme_2053_diagnostic_reference.csv,70233957,1781608408026053540,063aad9387e82a49bfdc232aea47e15772b749e4a5497fdfe5de5d4a1da52d0a,16704,False,checksum-only://corrected_zone_npz/063aad9387e82a49bfdc232aea47e15772b749e4a5497fdfe5de5d4a1da52d0a.npz,4f5c417928d7ce1afab17f11498fd7b8d6b252647311126b41f112da0d99cd7b
kolkata_ssp245_mid_2050s_hot_2053,Kolkata,ssp245,mid_2050s,hot,2053,checksum-only://simulation_traces/kolkata_ssp245_mid_2050s_hot_2053_diagnostic_reference.csv,69778437,1781608468228279588,063aad9387e82a49bfdc232aea47e15772b749e4a5497fdfe5de5d4a1da52d0a,16704,True,checksum-only://corrected_zone_npz/063aad9387e82a49bfdc232aea47e15772b749e4a5497fdfe5de5d4a1da52d0a.npz,4f5c417928d7ce1afab17f11498fd7b8d6b252647311126b41f112da0d99cd7b
kolkata_ssp245_mid_2050s_typical_2058,Kolkata,ssp245,mid_2050s,typical,2058,checksum-only://simulation_traces/kolkata_ssp245_mid_2050s_typical_2058_diagnostic_reference.csv,69983274,1781608528196356728,38a765392334814262b9f70662df3ffd26bc24b3f965862942c85f1c44c1c052,16704,False,checksum-only://corrected_zone_npz/38a765392334814262b9f70662df3ffd26bc24b3f965862942c85f1c44c1c052.npz,018e8143acf29d2e5616d7dd8f8da0a2284231d45177fe75b428488b6cdb5747
kolkata_ssp245_near_2030s_heatwave_extreme_2039,Kolkata,ssp245,near_2030s,heatwave_extreme,2039,checksum-only://simulation_traces/kolkata_ssp245_near_2030s_heatwave_extreme_2039_diagnostic_reference.csv,70356394,1781608588301804179,ec1efcc7c9955d7e6fa6fba780ac617804826782d74491f56dcd57c3460c7854,16704,False,checksum-only://corrected_zone_npz/ec1efcc7c9955d7e6fa6fba780ac617804826782d74491f56dcd57c3460c7854.npz,96c2c4f66c8859e6e633c89285ed026b4174f92dcc6ae8c9faa71ff8a781a135
kolkata_ssp245_near_2030s_hot_2031,Kolkata,ssp245,near_2030s,hot,2031,checksum-only://simulation_traces/kolkata_ssp245_near_2030s_hot_2031_diagnostic_reference.csv,69833619,1781608648346723512,2301279384357375b901d0849ef17854fefe8f47c43d95f4497188f1afeca2f5,16704,False,checksum-only://corrected_zone_npz/2301279384357375b901d0849ef17854fefe8f47c43d95f4497188f1afeca2f5.npz,e755470d7c74d374d67b2574f6c0e3b0f758cfd770e8fc017d9218a167c84645
kolkata_ssp245_near_2030s_typical_2036,Kolkata,ssp245,near_2030s,typical,2036,checksum-only://simulation_traces/kolkata_ssp245_near_2030s_typical_2036_diagnostic_reference.csv,70095416,1781608708433146874,015b0c29f178a2c8c091e80d60f8c7c1e5217a3e7da74109b1925beb0daae1bb,16704,False,checksum-only://corrected_zone_npz/015b0c29f178a2c8c091e80d60f8c7c1e5217a3e7da74109b1925beb0daae1bb.npz,6d6ed197a68baecce54eb4e207ee0534b91a03a338262b1a364f6394d578389e
kolkata_ssp585_baseline_2020s_heatwave_extreme_2027,Kolkata,ssp585,baseline_2020s,heatwave_extreme,2027,checksum-only://simulation_traces/kolkata_ssp585_baseline_2020s_heatwave_extreme_2027_diagnostic_reference.csv,70565920,1781608768168118383,5c148c4f21eb2a5e51790f1b2c560911585e5ee6de20c5d75d86a3c286768e7a,16704,False,checksum-only://corrected_zone_npz/5c148c4f21eb2a5e51790f1b2c560911585e5ee6de20c5d75d86a3c286768e7a.npz,7335e276e806152aabc7cc13ea5e70eb5e091dbeab376e422b26aa692cc848fb
kolkata_ssp585_baseline_2020s_hot_2026,Kolkata,ssp585,baseline_2020s,hot,2026,checksum-only://simulation_traces/kolkata_ssp585_baseline_2020s_hot_2026_diagnostic_reference.csv,70071638,1781608827943203574,c117554ef28fa885c7b78e97f1ad619d272d1ad35b8a4c76861aa1c14939baee,16704,False,checksum-only://corrected_zone_npz/c117554ef28fa885c7b78e97f1ad619d272d1ad35b8a4c76861aa1c14939baee.npz,ec00bc218e4aef14a3768f11f80de87f50b2d0d2b78f52773535848079713f62
kolkata_ssp585_baseline_2020s_typical_2029,Kolkata,ssp585,baseline_2020s,typical,2029,checksum-only://simulation_traces/kolkata_ssp585_baseline_2020s_typical_2029_diagnostic_reference.csv,70274031,1781608888433562876,752455ce3bc9becdb9981b1152edc621a8cce8b9ec5eade37ec14448bb69d8e6,16704,False,checksum-only://corrected_zone_npz/752455ce3bc9becdb9981b1152edc621a8cce8b9ec5eade37ec14448bb69d8e6.npz,dedc2b5f1d243e1c640282ef4bf065c36f2ab32b883ebda80e0f8b0950ef2597
kolkata_ssp585_late_2080s_heatwave_extreme_2080,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,checksum-only://simulation_traces/kolkata_ssp585_late_2080s_heatwave_extreme_2080_diagnostic_reference.csv,70053714,1781608949789957356,0a68c6267eae3ab29ccee52386c9303d6463656b868f4f66b7ac0207633bdb01,16704,False,checksum-only://corrected_zone_npz/0a68c6267eae3ab29ccee52386c9303d6463656b868f4f66b7ac0207633bdb01.npz,661b46acf9c51c68bbea241473e96cc48a0af137c803d3c90e04c2275c7067bb
kolkata_ssp585_late_2080s_hot_2080,Kolkata,ssp585,late_2080s,hot,2080,checksum-only://simulation_traces/kolkata_ssp585_late_2080s_hot_2080_diagnostic_reference.csv,69598194,1781609009504136297,0a68c6267eae3ab29ccee52386c9303d6463656b868f4f66b7ac0207633bdb01,16704,True,checksum-only://corrected_zone_npz/0a68c6267eae3ab29ccee52386c9303d6463656b868f4f66b7ac0207633bdb01.npz,661b46acf9c51c68bbea241473e96cc48a0af137c803d3c90e04c2275c7067bb
kolkata_ssp585_late_2080s_typical_2088,Kolkata,ssp585,late_2080s,typical,2088,checksum-only://simulation_traces/kolkata_ssp585_late_2080s_typical_2088_diagnostic_reference.csv,69856544,1781609068057160546,6645038f9bacc05cc9898a21cd01dcfdab6f881d0ea5a97794e1fe065069e961,16704,False,checksum-only://corrected_zone_npz/6645038f9bacc05cc9898a21cd01dcfdab6f881d0ea5a97794e1fe065069e961.npz,047141341426cdb6f514c0b49b82f4544dca400778404c5b3aa46910ac18ccc2
kolkata_ssp585_mid_2050s_heatwave_extreme_2059,Kolkata,ssp585,mid_2050s,heatwave_extreme,2059,checksum-only://simulation_traces/kolkata_ssp585_mid_2050s_heatwave_extreme_2059_diagnostic_reference.csv,70054350,1781609126416877964,1408c8d41099b2cbe2b233fb8e8a84f22c90d2ae021ebdd1b51f19f97215264d,16704,False,checksum-only://corrected_zone_npz/1408c8d41099b2cbe2b233fb8e8a84f22c90d2ae021ebdd1b51f19f97215264d.npz,079ce494f875af12f68a10c42aebad8581293474c583b65395618563127ee425
kolkata_ssp585_mid_2050s_hot_2059,Kolkata,ssp585,mid_2050s,hot,2059,checksum-only://simulation_traces/kolkata_ssp585_mid_2050s_hot_2059_diagnostic_reference.csv,69598830,1781609185095726089,1408c8d41099b2cbe2b233fb8e8a84f22c90d2ae021ebdd1b51f19f97215264d,16704,True,checksum-only://corrected_zone_npz/1408c8d41099b2cbe2b233fb8e8a84f22c90d2ae021ebdd1b51f19f97215264d.npz,079ce494f875af12f68a10c42aebad8581293474c583b65395618563127ee425
kolkata_ssp585_mid_2050s_typical_2057,Kolkata,ssp585,mid_2050s,typical,2057,checksum-only://simulation_traces/kolkata_ssp585_mid_2050s_typical_2057_diagnostic_reference.csv,69998216,1781609243777891544,c973adf6ede6c6b1e77914e126c0ec1aff9adcb1c719a279e5ae694a531a5a4c,16704,False,checksum-only://corrected_zone_npz/c973adf6ede6c6b1e77914e126c0ec1aff9adcb1c719a279e5ae694a531a5a4c.npz,916898e92c363d0befb6b4cf87b1634f602290fb7a3898a90e4ec5b573ccc218
kolkata_ssp585_near_2030s_heatwave_extreme_2032,Kolkata,ssp585,near_2030s,heatwave_extreme,2032,checksum-only://simulation_traces/kolkata_ssp585_near_2030s_heatwave_extreme_2032_diagnostic_reference.csv,70478844,1781609302906383330,a118ca5433c562392eab8747151db535326695bd3bd0dd310fc2cc4cccc2462b,16704,False,checksum-only://corrected_zone_npz/a118ca5433c562392eab8747151db535326695bd3bd0dd310fc2cc4cccc2462b.npz,ed320b9aab2e78eb6b6b4634107354de01ffbeb3a0f79926ddb15058e3191375
kolkata_ssp585_near_2030s_hot_2030,Kolkata,ssp585,near_2030s,hot,2030,checksum-only://simulation_traces/kolkata_ssp585_near_2030s_hot_2030_diagnostic_reference.csv,69912008,1781609361742175892,dff24493c23186a676e53331d53bf5786b75b5a98aee2f6aa5b6a8595d429dc3,16704,False,checksum-only://corrected_zone_npz/dff24493c23186a676e53331d53bf5786b75b5a98aee2f6aa5b6a8595d429dc3.npz,8dd41228c55cbf0486af89c93bde52cb33969176c730b29f4e56a27b7bd2a730
kolkata_ssp585_near_2030s_typical_2038,Kolkata,ssp585,near_2030s,typical,2038,checksum-only://simulation_traces/kolkata_ssp585_near_2030s_typical_2038_diagnostic_reference.csv,70153902,1781609420407877983,bcad77c3fdb34b0677fee3a8f686ce37dc84fd5c2b5e13ad31a6a755dac22184,16704,False,checksum-only://corrected_zone_npz/bcad77c3fdb34b0677fee3a8f686ce37dc84fd5c2b5e13ad31a6a755dac22184.npz,dafd162bc8ea464f1f7907b3580180107f0042a32913d8563b95d19043403d58
phoenix_ssp245_baseline_2020s_heatwave_extreme_2025,Phoenix,ssp245,baseline_2020s,heatwave_extreme,2025,checksum-only://simulation_traces/phoenix_ssp245_baseline_2020s_heatwave_extreme_2025_diagnostic_reference.csv,70591126,1781609479687115601,0d0ddb81e56c9f74cbca1a5fc9816bf7122a7cad0dcb054c568812e458022920,16704,False,checksum-only://corrected_zone_npz/0d0ddb81e56c9f74cbca1a5fc9816bf7122a7cad0dcb054c568812e458022920.npz,094daea73131fd8ac8b47d54642277aed32e131acae9c5f58638d3044fcffa5b
phoenix_ssp245_baseline_2020s_hot_2028,Phoenix,ssp245,baseline_2020s,hot,2028,checksum-only://simulation_traces/phoenix_ssp245_baseline_2020s_hot_2028_diagnostic_reference.csv,70086336,1781609539045373643,8858cdf9ea6645c73236c6359087dcf2ca28966677852f3c0ba8e68a994bf92c,16704,False,checksum-only://corrected_zone_npz/8858cdf9ea6645c73236c6359087dcf2ca28966677852f3c0ba8e68a994bf92c.npz,481d1facfc2c6b1f682ce468ad8a6638da805f6b50287ffa044ea3ddf3621f26
phoenix_ssp245_baseline_2020s_typical_2026,Phoenix,ssp245,baseline_2020s,typical,2026,checksum-only://simulation_traces/phoenix_ssp245_baseline_2020s_typical_2026_diagnostic_reference.csv,70261646,1781609598562614857,caff98e2da820bd4346dd96dddc9e29f4a10db0b6858ee6a0db1c01a0af1c012,16704,False,checksum-only://corrected_zone_npz/caff98e2da820bd4346dd96dddc9e29f4a10db0b6858ee6a0db1c01a0af1c012.npz,f6698c65967143f1387adbb312e101b1567577a114ded58fcc2faf76d4121a7c
phoenix_ssp245_late_2080s_heatwave_extreme_2086,Phoenix,ssp245,late_2080s,heatwave_extreme,2086,checksum-only://simulation_traces/phoenix_ssp245_late_2080s_heatwave_extreme_2086_diagnostic_reference.csv,70307010,1781609659263814686,6744cc58750d2edf21cd83d41f785a37ea7e5149389e07c41a881c82dc413a90,16704,False,checksum-only://corrected_zone_npz/6744cc58750d2edf21cd83d41f785a37ea7e5149389e07c41a881c82dc413a90.npz,f39691939927dbf93085aa8fbed670bacf22dcff4d67bc23908d5bd0a612a409
phoenix_ssp245_late_2080s_hot_2086,Phoenix,ssp245,late_2080s,hot,2086,checksum-only://simulation_traces/phoenix_ssp245_late_2080s_hot_2086_diagnostic_reference.csv,69851490,1781609720661369722,6744cc58750d2edf21cd83d41f785a37ea7e5149389e07c41a881c82dc413a90,16704,True,checksum-only://corrected_zone_npz/6744cc58750d2edf21cd83d41f785a37ea7e5149389e07c41a881c82dc413a90.npz,f39691939927dbf93085aa8fbed670bacf22dcff4d67bc23908d5bd0a612a409
phoenix_ssp245_late_2080s_typical_2081,Phoenix,ssp245,late_2080s,typical,2081,checksum-only://simulation_traces/phoenix_ssp245_late_2080s_typical_2081_diagnostic_reference.csv,70035499,1781609782697830795,0fbefa867e9928c0bb1cc49fe72c0f4128fa48b989b19ec606cfda1c01f433a6,16704,False,checksum-only://corrected_zone_npz/0fbefa867e9928c0bb1cc49fe72c0f4128fa48b989b19ec606cfda1c01f433a6.npz,91d7e94dcebb0d332854dc04fdacb435f2509f60592d160c7a59eb0b0ab1bd43
phoenix_ssp245_mid_2050s_heatwave_extreme_2051,Phoenix,ssp245,mid_2050s,heatwave_extreme,2051,checksum-only://simulation_traces/phoenix_ssp245_mid_2050s_heatwave_extreme_2051_diagnostic_reference.csv,70313809,1781609842680870682,be8dc0133e083cd8c1d24c56ba4db934a34890a8b37021ddfafebed6e4a1b58c,16704,False,checksum-only://corrected_zone_npz/be8dc0133e083cd8c1d24c56ba4db934a34890a8b37021ddfafebed6e4a1b58c.npz,16855c58d8dcc21538c46b471c20e4965c71b3655446642a4825573051334393
phoenix_ssp245_mid_2050s_hot_2058,Phoenix,ssp245,mid_2050s,hot,2058,checksum-only://simulation_traces/phoenix_ssp245_mid_2050s_hot_2058_diagnostic_reference.csv,69803549,1781609903444830678,c9010d03aa6182e68d33f78aa09802804f1d72a4b4dcadc7fd5cfc96dc58bab4,16704,False,checksum-only://corrected_zone_npz/c9010d03aa6182e68d33f78aa09802804f1d72a4b4dcadc7fd5cfc96dc58bab4.npz,94050ff208c352169fb2c6e0e79380c5ff4ddf5551c4b24826d18f90a14e58cd
phoenix_ssp245_mid_2050s_typical_2054,Phoenix,ssp245,mid_2050s,typical,2054,checksum-only://simulation_traces/phoenix_ssp245_mid_2050s_typical_2054_diagnostic_reference.csv,69996322,1781609966891742154,0af2fcca7500742402d81c2431842e213d2102d850590f7a81ec76d97c5c59f4,16704,False,checksum-only://corrected_zone_npz/0af2fcca7500742402d81c2431842e213d2102d850590f7a81ec76d97c5c59f4.npz,2e466146bbaf803c1036ff4ce0475a0fecb2d2fbe9c3f7978cbe7b94e3c524eb
phoenix_ssp245_near_2030s_heatwave_extreme_2039,Phoenix,ssp245,near_2030s,heatwave_extreme,2039,checksum-only://simulation_traces/phoenix_ssp245_near_2030s_heatwave_extreme_2039_diagnostic_reference.csv,70349218,1781610033155332936,e6d2cd6c870e122cd81b10c961364c010a953a3e9ea53dbeff88bf262460b6dc,16704,False,checksum-only://corrected_zone_npz/e6d2cd6c870e122cd81b10c961364c010a953a3e9ea53dbeff88bf262460b6dc.npz,d956c18da04a1ad59e0c9c1e81eb78085a711a98ce28973a533972ae357ebe9a
phoenix_ssp245_near_2030s_hot_2039,Phoenix,ssp245,near_2030s,hot,2039,checksum-only://simulation_traces/phoenix_ssp245_near_2030s_hot_2039_diagnostic_reference.csv,69893698,1781610105495849872,e6d2cd6c870e122cd81b10c961364c010a953a3e9ea53dbeff88bf262460b6dc,16704,True,checksum-only://corrected_zone_npz/e6d2cd6c870e122cd81b10c961364c010a953a3e9ea53dbeff88bf262460b6dc.npz,d956c18da04a1ad59e0c9c1e81eb78085a711a98ce28973a533972ae357ebe9a
phoenix_ssp245_near_2030s_typical_2034,Phoenix,ssp245,near_2030s,typical,2034,checksum-only://simulation_traces/phoenix_ssp245_near_2030s_typical_2034_diagnostic_reference.csv,70072159,1781610178833573461,99573b64473bcfa412e21129eca9e77153220b1b191f8f5172c204d83241638b,16704,False,checksum-only://corrected_zone_npz/99573b64473bcfa412e21129eca9e77153220b1b191f8f5172c204d83241638b.npz,fab0c951e45ecfed629c151e731da8b0250d5880834a5ae8faacf1bf1e9e7b58
phoenix_ssp585_baseline_2020s_heatwave_extreme_2025,Phoenix,ssp585,baseline_2020s,heatwave_extreme,2025,checksum-only://simulation_traces/phoenix_ssp585_baseline_2020s_heatwave_extreme_2025_diagnostic_reference.csv,70532827,1781610239022523824,68d7edcc2b44bec60cbfaa2089a0e0221290e80ed42adb39e8ec44e721974099,16704,False,checksum-only://corrected_zone_npz/68d7edcc2b44bec60cbfaa2089a0e0221290e80ed42adb39e8ec44e721974099.npz,12a1001b10efd4afac36f0b3fb6294c12b2c4df24fe834ace4166b192cd22353
phoenix_ssp585_baseline_2020s_hot_2025,Phoenix,ssp585,baseline_2020s,hot,2025,checksum-only://simulation_traces/phoenix_ssp585_baseline_2020s_hot_2025_diagnostic_reference.csv,70077307,1781610302091267787,68d7edcc2b44bec60cbfaa2089a0e0221290e80ed42adb39e8ec44e721974099,16704,True,checksum-only://corrected_zone_npz/68d7edcc2b44bec60cbfaa2089a0e0221290e80ed42adb39e8ec44e721974099.npz,12a1001b10efd4afac36f0b3fb6294c12b2c4df24fe834ace4166b192cd22353
phoenix_ssp585_baseline_2020s_typical_2029,Phoenix,ssp585,baseline_2020s,typical,2029,checksum-only://simulation_traces/phoenix_ssp585_baseline_2020s_typical_2029_diagnostic_reference.csv,70231614,1781610369459958252,9930595e7b5a2779e36842ddfb438c0b2644f2bb185b73fcddc0d63faf936230,16704,False,checksum-only://corrected_zone_npz/9930595e7b5a2779e36842ddfb438c0b2644f2bb185b73fcddc0d63faf936230.npz,9d59b5bbf204b3dd77a0425b73a3863ea0092a47c4887a5338124bd31a299f9f
phoenix_ssp585_late_2080s_heatwave_extreme_2085,Phoenix,ssp585,late_2080s,heatwave_extreme,2085,checksum-only://simulation_traces/phoenix_ssp585_late_2080s_heatwave_extreme_2085_diagnostic_reference.csv,70206462,1781610443606199527,026041473fc7f9b78d895b89c8aaf33f4feedac65d166d31c546ff3c757ee8dd,16704,False,checksum-only://corrected_zone_npz/026041473fc7f9b78d895b89c8aaf33f4feedac65d166d31c546ff3c757ee8dd.npz,915793b6e65c23c804842a8ea7d161cb45b2665658d22d8f397d3a7ffb67d2fe
phoenix_ssp585_late_2080s_hot_2089,Phoenix,ssp585,late_2080s,hot,2089,checksum-only://simulation_traces/phoenix_ssp585_late_2080s_hot_2089_diagnostic_reference.csv,69711328,1781610515844887450,029bb088f6e6182948f1209f1955a32e9cf3644aa9d495003d33e6e5cf65d5e8,16704,False,checksum-only://corrected_zone_npz/029bb088f6e6182948f1209f1955a32e9cf3644aa9d495003d33e6e5cf65d5e8.npz,1f9b2395c4713c7a4c5d7818142691f184b3da8c29b0f686632a6a16a39104b7
phoenix_ssp585_late_2080s_typical_2081,Phoenix,ssp585,late_2080s,typical,2081,checksum-only://simulation_traces/phoenix_ssp585_late_2080s_typical_2081_diagnostic_reference.csv,69890498,1781610584993353334,81ac0048ad2f5de4a2dbb2cae8f7eb472df825f61e01ea02deaae83f80b5ed94,16704,False,checksum-only://corrected_zone_npz/81ac0048ad2f5de4a2dbb2cae8f7eb472df825f61e01ea02deaae83f80b5ed94.npz,b8b96462820c2b3578e11c11dc9d7129b9aedb4ad55fc4da88c4d79983b8bb5c
phoenix_ssp585_mid_2050s_heatwave_extreme_2057,Phoenix,ssp585,mid_2050s,heatwave_extreme,2057,checksum-only://simulation_traces/phoenix_ssp585_mid_2050s_heatwave_extreme_2057_diagnostic_reference.csv,70298161,1781610653756320753,08f215412b8c4e4d8c55e6db29f5a8e755f9abb21feaaa6bdec3564cf53d8cdb,16704,False,checksum-only://corrected_zone_npz/08f215412b8c4e4d8c55e6db29f5a8e755f9abb21feaaa6bdec3564cf53d8cdb.npz,c405519f651cd6e42e34fa3a16dea98d9a87084befb430fe4f623c4b507b84a4
phoenix_ssp585_mid_2050s_hot_2057,Phoenix,ssp585,mid_2050s,hot,2057,checksum-only://simulation_traces/phoenix_ssp585_mid_2050s_hot_2057_diagnostic_reference.csv,69842641,1781610719918740397,08f215412b8c4e4d8c55e6db29f5a8e755f9abb21feaaa6bdec3564cf53d8cdb,16704,True,checksum-only://corrected_zone_npz/08f215412b8c4e4d8c55e6db29f5a8e755f9abb21feaaa6bdec3564cf53d8cdb.npz,c405519f651cd6e42e34fa3a16dea98d9a87084befb430fe4f623c4b507b84a4
phoenix_ssp585_mid_2050s_typical_2050,Phoenix,ssp585,mid_2050s,typical,2050,checksum-only://simulation_traces/phoenix_ssp585_mid_2050s_typical_2050_diagnostic_reference.csv,69973248,1781610784759307202,a7184762904e298e96317de990de6ecb47fb5aba8de0395518d35c9bd65b6f44,16704,False,checksum-only://corrected_zone_npz/a7184762904e298e96317de990de6ecb47fb5aba8de0395518d35c9bd65b6f44.npz,f36c0b7fd8360dc7d8b4976bee70641c0db92b5e2200db44c7571de75eaffc63
phoenix_ssp585_near_2030s_heatwave_extreme_2033,Phoenix,ssp585,near_2030s,heatwave_extreme,2033,checksum-only://simulation_traces/phoenix_ssp585_near_2030s_heatwave_extreme_2033_diagnostic_reference.csv,70344497,1781610866941540508,ea54b2e4dd6eb589b23c327a2b82ad7b287c49fcc98ded734b6ebde1f2e27f24,16704,False,checksum-only://corrected_zone_npz/ea54b2e4dd6eb589b23c327a2b82ad7b287c49fcc98ded734b6ebde1f2e27f24.npz,eff31514a1ce06d9adfb04940c0f169418bfcd0c0a9107a7c92a0a09cfb50d70
phoenix_ssp585_near_2030s_hot_2033,Phoenix,ssp585,near_2030s,hot,2033,checksum-only://simulation_traces/phoenix_ssp585_near_2030s_hot_2033_diagnostic_reference.csv,69888977,1781610928155482057,ea54b2e4dd6eb589b23c327a2b82ad7b287c49fcc98ded734b6ebde1f2e27f24,16704,True,checksum-only://corrected_zone_npz/ea54b2e4dd6eb589b23c327a2b82ad7b287c49fcc98ded734b6ebde1f2e27f24.npz,eff31514a1ce06d9adfb04940c0f169418bfcd0c0a9107a7c92a0a09cfb50d70
phoenix_ssp585_near_2030s_typical_2034,Phoenix,ssp585,near_2030s,typical,2034,checksum-only://simulation_traces/phoenix_ssp585_near_2030s_typical_2034_diagnostic_reference.csv,70070735,1781610993237861031,23ed4991b8e0e87f17ebee62951ae28902d1bd48190b55555a1e4347f6ef095f,16704,False,checksum-only://corrected_zone_npz/23ed4991b8e0e87f17ebee62951ae28902d1bd48190b55555a1e4347f6ef095f.npz,b92535c3ee739b1b9d55a92622996345826dd4a6e6c08bcdf6d7c3758b7fd302
