weather,city,scenario,time_slice,severity,weather_year,trace_path,file_bytes,file_mtime_ns,analysis_state_sha256,occupied_steps,reused_previous_state_inference,corrected_zone_npz,corrected_zone_npz_sha256
guangzhou_ssp245_baseline_2020s_typical_2025,Guangzhou,ssp245,baseline_2020s,typical,2025,checksum-only://simulation_traces/guangzhou_ssp245_baseline_2020s_typical_2025_diagnostic_reference.csv,70362528,1781605329447386851,2cd5200d476b5b5a613e84e866cda2cbcef1d13949a5ce85a2ec03d437970af0,16704,False,checksum-only://corrected_zone_npz/2cd5200d476b5b5a613e84e866cda2cbcef1d13949a5ce85a2ec03d437970af0.npz,4bb66e3d172339dcd38c85404eef7abe7bb3a846d7f2f32f7630e64abdcfe0f8
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,Guangzhou,ssp245,late_2080s,heatwave_extreme,2088,checksum-only://simulation_traces/guangzhou_ssp245_late_2080s_heatwave_extreme_2088_diagnostic_reference.csv,70381015,1781605388419887545,ff1b7160ac7fec1df402839ac95fbcd585ec085df863f19f848a0fd6eda3678e,16704,False,checksum-only://corrected_zone_npz/ff1b7160ac7fec1df402839ac95fbcd585ec085df863f19f848a0fd6eda3678e.npz,2f97b92dda6eea17cd0dd87b554036e2d9cd1fdd0f02a61c869400cb2b9b3cea
guangzhou_ssp245_late_2080s_hot_2083,Guangzhou,ssp245,late_2080s,hot,2083,checksum-only://simulation_traces/guangzhou_ssp245_late_2080s_hot_2083_diagnostic_reference.csv,69930276,1781605447109800538,ea7e8ffffb5f046d4e4157ebb17450248249b2a3a65ad812f96f047eee2734db,16704,False,checksum-only://corrected_zone_npz/ea7e8ffffb5f046d4e4157ebb17450248249b2a3a65ad812f96f047eee2734db.npz,dfbf77d9f68d596207370158a5b44c8614ee8cdd0a522c9d3175be39d799f21a
guangzhou_ssp245_late_2080s_typical_2084,Guangzhou,ssp245,late_2080s,typical,2084,checksum-only://simulation_traces/guangzhou_ssp245_late_2080s_typical_2084_diagnostic_reference.csv,70164118,1781605505601616092,b4c4081e07459d2c526eaec675765586a4481bdfcaa3510b770e25bf55473d44,16704,False,checksum-only://corrected_zone_npz/b4c4081e07459d2c526eaec675765586a4481bdfcaa3510b770e25bf55473d44.npz,bcb249b739ede235a8c73eee4cf9aabd4fc02d716f88dd2fa006f92f295caed7
guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,Guangzhou,ssp245,mid_2050s,heatwave_extreme,2055,checksum-only://simulation_traces/guangzhou_ssp245_mid_2050s_heatwave_extreme_2055_diagnostic_reference.csv,70413401,1781605564842037738,814dbb88edd6e8df74122c70abbba78bb29d71defd49b6d59b82388acdd6d516,16704,False,checksum-only://corrected_zone_npz/814dbb88edd6e8df74122c70abbba78bb29d71defd49b6d59b82388acdd6d516.npz,a1ae0ea1ecb39bb44ecb5a6d85f057911b86c6dd706a33d24e7b0847f82de18a
guangzhou_ssp245_mid_2050s_hot_2051,Guangzhou,ssp245,mid_2050s,hot,2051,checksum-only://simulation_traces/guangzhou_ssp245_mid_2050s_hot_2051_diagnostic_reference.csv,69986635,1781605625229429390,734e1a85d1bc907a2c1a472f8b4008c184d1e4b6233be292e45479a0c8a06b52,16704,False,checksum-only://corrected_zone_npz/734e1a85d1bc907a2c1a472f8b4008c184d1e4b6233be292e45479a0c8a06b52.npz,14199541e923c72779d958f8fea8f6821ce7da31b103d44140b90a00c4b770b8
guangzhou_ssp245_mid_2050s_typical_2054,Guangzhou,ssp245,mid_2050s,typical,2054,checksum-only://simulation_traces/guangzhou_ssp245_mid_2050s_typical_2054_diagnostic_reference.csv,70146646,1781605685682506095,8ff5ffceea572cd3eddb1b57a6867499ceb35c18760694510d7a2bc5438932b5,16704,False,checksum-only://corrected_zone_npz/8ff5ffceea572cd3eddb1b57a6867499ceb35c18760694510d7a2bc5438932b5.npz,fd9b5aed9d5251b852ee7dfaf2409a68d603bda46583e20204411a58eff94252
guangzhou_ssp245_near_2030s_heatwave_extreme_2034,Guangzhou,ssp245,near_2030s,heatwave_extreme,2034,checksum-only://simulation_traces/guangzhou_ssp245_near_2030s_heatwave_extreme_2034_diagnostic_reference.csv,70536515,1781605745527275559,8878132b585c77202c9ad0cef0f5d98b3ea8605fad648e67a69a137b51e4fa6c,16704,False,checksum-only://corrected_zone_npz/8878132b585c77202c9ad0cef0f5d98b3ea8605fad648e67a69a137b51e4fa6c.npz,d8d280d146efd5edf101f0dda75a46827eec66d3385ad51b18b462afc7e2b850
guangzhou_ssp245_near_2030s_hot_2038,Guangzhou,ssp245,near_2030s,hot,2038,checksum-only://simulation_traces/guangzhou_ssp245_near_2030s_hot_2038_diagnostic_reference.csv,70016100,1781605805249380559,5bdb46fa0b1a2034ca47effeb9c04bee5752b8bc75218e1219ee27a4785db683,16704,False,checksum-only://corrected_zone_npz/5bdb46fa0b1a2034ca47effeb9c04bee5752b8bc75218e1219ee27a4785db683.npz,ca9a9054d2345be183867596bc2092f6d5c58b451f6e0445e5a4cfe9c5d567b6
guangzhou_ssp245_near_2030s_typical_2031,Guangzhou,ssp245,near_2030s,typical,2031,checksum-only://simulation_traces/guangzhou_ssp245_near_2030s_typical_2031_diagnostic_reference.csv,70255412,1781605864880409087,4b8eaaf49e55af805cb15c622ff7ee932bf753ba56bcbf353ced197db6cc0186,16704,False,checksum-only://corrected_zone_npz/4b8eaaf49e55af805cb15c622ff7ee932bf753ba56bcbf353ced197db6cc0186.npz,56a63044d2657701d1bf95fadff7bcc6fd63860f6e9bbd4ebbf641c124f410be
guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026,Guangzhou,ssp585,baseline_2020s,heatwave_extreme,2026,checksum-only://simulation_traces/guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026_diagnostic_reference.csv,70667438,1781605924381194977,f79cde6490e472796c9f94a820bc3addd0cfcd0189aa8d6a7011295ca14ed164,16704,False,checksum-only://corrected_zone_npz/f79cde6490e472796c9f94a820bc3addd0cfcd0189aa8d6a7011295ca14ed164.npz,8355a912fabf79f8479cd00397f624f2f0d65c133e5b64fedff017c671e0632a
guangzhou_ssp585_baseline_2020s_hot_2028,Guangzhou,ssp585,baseline_2020s,hot,2028,checksum-only://simulation_traces/guangzhou_ssp585_baseline_2020s_hot_2028_diagnostic_reference.csv,70218574,1781605984233485407,03fc7a26479d5f883176694bb214b37f7910a1ae373e3737c2ba024246896975,16704,False,checksum-only://corrected_zone_npz/03fc7a26479d5f883176694bb214b37f7910a1ae373e3737c2ba024246896975.npz,6c28912f71316ef86c7a8e8b6c95c37c7a79954c48c1f72f7c2398289925fa53
guangzhou_ssp585_baseline_2020s_typical_2025,Guangzhou,ssp585,baseline_2020s,typical,2025,checksum-only://simulation_traces/guangzhou_ssp585_baseline_2020s_typical_2025_diagnostic_reference.csv,70391126,1781606044301449941,605b7f297317456119025d97f2317012fcdb0384c3a0d521acacd031bcda85b7,16704,False,checksum-only://corrected_zone_npz/605b7f297317456119025d97f2317012fcdb0384c3a0d521acacd031bcda85b7.npz,f365e6f42e04c275d0b608301eb0a3fc7e68d42355bc59990147efeea58ff75f
guangzhou_ssp585_late_2080s_heatwave_extreme_2086,Guangzhou,ssp585,late_2080s,heatwave_extreme,2086,checksum-only://simulation_traces/guangzhou_ssp585_late_2080s_heatwave_extreme_2086_diagnostic_reference.csv,70228768,1781606103892641011,313a0feb003c90b5a00ec6354356ea1890cf9ec43500ecfac0719f74b7d0b9be,16704,False,checksum-only://corrected_zone_npz/313a0feb003c90b5a00ec6354356ea1890cf9ec43500ecfac0719f74b7d0b9be.npz,7a13a7314e41695e8835288745e7e0bf1fb160afed0e2a14bf3ba77a8c1261a1
guangzhou_ssp585_late_2080s_hot_2086,Guangzhou,ssp585,late_2080s,hot,2086,checksum-only://simulation_traces/guangzhou_ssp585_late_2080s_hot_2086_diagnostic_reference.csv,69773248,1781606163403226870,313a0feb003c90b5a00ec6354356ea1890cf9ec43500ecfac0719f74b7d0b9be,16704,True,checksum-only://corrected_zone_npz/313a0feb003c90b5a00ec6354356ea1890cf9ec43500ecfac0719f74b7d0b9be.npz,7a13a7314e41695e8835288745e7e0bf1fb160afed0e2a14bf3ba77a8c1261a1
guangzhou_ssp585_late_2080s_typical_2087,Guangzhou,ssp585,late_2080s,typical,2087,checksum-only://simulation_traces/guangzhou_ssp585_late_2080s_typical_2087_diagnostic_reference.csv,69991966,1781606222942266051,4b2a940257667b0ecd917354226e45fde55e957c254dd59e3f220f3765daf614,16704,False,checksum-only://corrected_zone_npz/4b2a940257667b0ecd917354226e45fde55e957c254dd59e3f220f3765daf614.npz,0ed6b9dc3a835688ad601efffbbeadc63f25eb1fb09284193ad5fd6bc0d800c5
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,Guangzhou,ssp585,mid_2050s,heatwave_extreme,2059,checksum-only://simulation_traces/guangzhou_ssp585_mid_2050s_heatwave_extreme_2059_diagnostic_reference.csv,70379775,1781606281936639654,95be191c078c5d563953e053d8d123c8e9ee2dde0cbc497fa2da8ebc1a41d573,16704,False,checksum-only://corrected_zone_npz/95be191c078c5d563953e053d8d123c8e9ee2dde0cbc497fa2da8ebc1a41d573.npz,45d739f3a2299694fb8a0c037e45a68491012bc05dc09aab775b5c851873ead1
guangzhou_ssp585_mid_2050s_hot_2057,Guangzhou,ssp585,mid_2050s,hot,2057,checksum-only://simulation_traces/guangzhou_ssp585_mid_2050s_hot_2057_diagnostic_reference.csv,69952071,1781606340487457245,254f7d1de622747dbedf9c3fb6517ed1024f4fc1f3f69cddf681f9758e064c2b,16704,False,checksum-only://corrected_zone_npz/254f7d1de622747dbedf9c3fb6517ed1024f4fc1f3f69cddf681f9758e064c2b.npz,b2375fc020fb4c14450413f3788478756be1de3bda1df7021c92847028320d7c
guangzhou_ssp585_mid_2050s_typical_2050,Guangzhou,ssp585,mid_2050s,typical,2050,checksum-only://simulation_traces/guangzhou_ssp585_mid_2050s_typical_2050_diagnostic_reference.csv,70125032,1781606398849853845,c230f3f718999ad57b2d2016437262084710f839a769a26151502e1b52f0c2c3,16704,False,checksum-only://corrected_zone_npz/c230f3f718999ad57b2d2016437262084710f839a769a26151502e1b52f0c2c3.npz,cf68a8ac1369a3919e6880f9818b1ba488ff97d0e3116f8768466fa5b50b6815
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,Guangzhou,ssp585,near_2030s,heatwave_extreme,2033,checksum-only://simulation_traces/guangzhou_ssp585_near_2030s_heatwave_extreme_2033_diagnostic_reference.csv,70506640,1781606457188036710,af9bf2f793d00dca36a271e21bfc405a982920d2dc893297255af9347cf0cd7b,16704,False,checksum-only://corrected_zone_npz/af9bf2f793d00dca36a271e21bfc405a982920d2dc893297255af9347cf0cd7b.npz,118625ea3b8a8dadfa688efb8ecd471ef88d2f0b760258e3c6d055131b027b32
guangzhou_ssp585_near_2030s_hot_2033,Guangzhou,ssp585,near_2030s,hot,2033,checksum-only://simulation_traces/guangzhou_ssp585_near_2030s_hot_2033_diagnostic_reference.csv,70051120,1781606515717482998,af9bf2f793d00dca36a271e21bfc405a982920d2dc893297255af9347cf0cd7b,16704,True,checksum-only://corrected_zone_npz/af9bf2f793d00dca36a271e21bfc405a982920d2dc893297255af9347cf0cd7b.npz,118625ea3b8a8dadfa688efb8ecd471ef88d2f0b760258e3c6d055131b027b32
guangzhou_ssp585_near_2030s_typical_2039,Guangzhou,ssp585,near_2030s,typical,2039,checksum-only://simulation_traces/guangzhou_ssp585_near_2030s_typical_2039_diagnostic_reference.csv,70217157,1781606574184045753,4950b4582b126b607bddff18c337fb971d50be3870ac3761c7362507c6c67f61,16704,False,checksum-only://corrected_zone_npz/4950b4582b126b607bddff18c337fb971d50be3870ac3761c7362507c6c67f61.npz,02e0e93f90039487a6b41069c93c210b378c0951bda71bbf570ee9c39364f734
houston_ssp245_baseline_2020s_heatwave_extreme_2026,Houston,ssp245,baseline_2020s,heatwave_extreme,2026,checksum-only://simulation_traces/houston_ssp245_baseline_2020s_heatwave_extreme_2026_diagnostic_reference.csv,70638772,1781606632586993912,a0092958bbba7621fc0a726c0115d447147ebb3d3e4444687414df702b0dc3eb,16704,False,checksum-only://corrected_zone_npz/a0092958bbba7621fc0a726c0115d447147ebb3d3e4444687414df702b0dc3eb.npz,c70718d296be23c4fce729f3af98e9df9fa359d0f8994e467f82e9b3a518960f
houston_ssp245_baseline_2020s_hot_2026,Houston,ssp245,baseline_2020s,hot,2026,checksum-only://simulation_traces/houston_ssp245_baseline_2020s_hot_2026_diagnostic_reference.csv,70183252,1781606690952308236,a0092958bbba7621fc0a726c0115d447147ebb3d3e4444687414df702b0dc3eb,16704,True,checksum-only://corrected_zone_npz/a0092958bbba7621fc0a726c0115d447147ebb3d3e4444687414df702b0dc3eb.npz,c70718d296be23c4fce729f3af98e9df9fa359d0f8994e467f82e9b3a518960f
houston_ssp245_baseline_2020s_typical_2027,Houston,ssp245,baseline_2020s,typical,2027,checksum-only://simulation_traces/houston_ssp245_baseline_2020s_typical_2027_diagnostic_reference.csv,70350265,1781606749174364287,edf1fabea3379e150c3998a611126278cfcbccb1a38707bac759487b2f3b1d00,16704,False,checksum-only://corrected_zone_npz/edf1fabea3379e150c3998a611126278cfcbccb1a38707bac759487b2f3b1d00.npz,512ff104f6a23ef194f8e957938b8c626388280a2d31d90d94c0ff6718bb48d5
houston_ssp245_late_2080s_heatwave_extreme_2081,Houston,ssp245,late_2080s,heatwave_extreme,2081,checksum-only://simulation_traces/houston_ssp245_late_2080s_heatwave_extreme_2081_diagnostic_reference.csv,70432640,1781606807541702833,c4d735e7ebe9319e93399e29711588aa545c0391f830bc973e4534fabef55876,16704,False,checksum-only://corrected_zone_npz/c4d735e7ebe9319e93399e29711588aa545c0391f830bc973e4534fabef55876.npz,6d0893b4296a990b8246289528b13a9089f8fd393164c621e5d79ce407bad2f5
houston_ssp245_late_2080s_hot_2085,Houston,ssp245,late_2080s,hot,2085,checksum-only://simulation_traces/houston_ssp245_late_2080s_hot_2085_diagnostic_reference.csv,69974916,1781606866044711898,7be7aecd5f4b67062dc2002d416b75365030696084ec4dcab73f8a46c0341c72,16704,False,checksum-only://corrected_zone_npz/7be7aecd5f4b67062dc2002d416b75365030696084ec4dcab73f8a46c0341c72.npz,4b57f39cd87c31d755fe4b4235e52b8fe407d02e7cf310ba65aeb9fa5b4f662d
houston_ssp245_late_2080s_typical_2086,Houston,ssp245,late_2080s,typical,2086,checksum-only://simulation_traces/houston_ssp245_late_2080s_typical_2086_diagnostic_reference.csv,70157118,1781606924709354773,0becd6ec4147d3c1382875a85dcc13af38c6280965385a327b27c6a1e550ba7c,16704,False,checksum-only://corrected_zone_npz/0becd6ec4147d3c1382875a85dcc13af38c6280965385a327b27c6a1e550ba7c.npz,fda7d1b9e9f79302801e1533ba62f084e7f60440dcc1a0897292c2cffcb6bcce
houston_ssp245_mid_2050s_heatwave_extreme_2058,Houston,ssp245,mid_2050s,heatwave_extreme,2058,checksum-only://simulation_traces/houston_ssp245_mid_2050s_heatwave_extreme_2058_diagnostic_reference.csv,70440905,1781606983212765578,ea3a0ba8cb1036c723c99fd1f46632265e8c29b78c3ede1b4745d4de7e2d9401,16704,False,checksum-only://corrected_zone_npz/ea3a0ba8cb1036c723c99fd1f46632265e8c29b78c3ede1b4745d4de7e2d9401.npz,fc3aceb6b369806935e8b5b66d5901e0b19c745fc7125ca7bcd0f4aca17bcafc
houston_ssp245_mid_2050s_hot_2056,Houston,ssp245,mid_2050s,hot,2056,checksum-only://simulation_traces/houston_ssp245_mid_2050s_hot_2056_diagnostic_reference.csv,69932987,1781607042106047235,5b1adc01d790d3cff03dd76d9bc2c017714bbd437ef442581b18c550c0a89630,16704,False,checksum-only://corrected_zone_npz/5b1adc01d790d3cff03dd76d9bc2c017714bbd437ef442581b18c550c0a89630.npz,46a51d90961618546e5d771f638d718b9d1d0aa87128f480699f2d3aa70eac9a
houston_ssp245_mid_2050s_typical_2052,Houston,ssp245,mid_2050s,typical,2052,checksum-only://simulation_traces/houston_ssp245_mid_2050s_typical_2052_diagnostic_reference.csv,70147717,1781607101250403887,27b9a0ab448fb7ceeb3325322f5c0decd349fc2cbcf908392ad8abf7238c2291,16704,False,checksum-only://corrected_zone_npz/27b9a0ab448fb7ceeb3325322f5c0decd349fc2cbcf908392ad8abf7238c2291.npz,5bd5a06632545d9d4af4fde79012d0ee6950c16570fcb5ae06fbf44a2c17f131
houston_ssp245_near_2030s_heatwave_extreme_2039,Houston,ssp245,near_2030s,heatwave_extreme,2039,checksum-only://simulation_traces/houston_ssp245_near_2030s_heatwave_extreme_2039_diagnostic_reference.csv,70472014,1781607159363675351,b0ad24d20ecfc428a317e77c652f59910cc0144ddf32d50945206ea8fe801632,16704,False,checksum-only://corrected_zone_npz/b0ad24d20ecfc428a317e77c652f59910cc0144ddf32d50945206ea8fe801632.npz,3c780ccf53f517f9952ca16ada9bdde8863ca35d29f4c53821e2e39099932f0e
houston_ssp245_near_2030s_hot_2038,Houston,ssp245,near_2030s,hot,2038,checksum-only://simulation_traces/houston_ssp245_near_2030s_hot_2038_diagnostic_reference.csv,69937600,1781607218134225571,6fbf1be7b195d5cfe7dc969cad1131a7bb3efd2dc840eb3d7d9690371fba3d48,16704,False,checksum-only://corrected_zone_npz/6fbf1be7b195d5cfe7dc969cad1131a7bb3efd2dc840eb3d7d9690371fba3d48.npz,d99d0b473263679abce4e744452278eca0bf34a7ed48e306b75654245a27a554
houston_ssp245_near_2030s_typical_2033,Houston,ssp245,near_2030s,typical,2033,checksum-only://simulation_traces/houston_ssp245_near_2030s_typical_2033_diagnostic_reference.csv,70199390,1781607276536304100,c35b6ef4a940e665534683731affbed1764921a7d9ddf1394fd62e2c1486b270,16704,False,checksum-only://corrected_zone_npz/c35b6ef4a940e665534683731affbed1764921a7d9ddf1394fd62e2c1486b270.npz,e00cc908e3b71b7a38091709c08cc7a666833cf329f3ab2882b65e7447a498cf
houston_ssp585_baseline_2020s_heatwave_extreme_2025,Houston,ssp585,baseline_2020s,heatwave_extreme,2025,checksum-only://simulation_traces/houston_ssp585_baseline_2020s_heatwave_extreme_2025_diagnostic_reference.csv,70644693,1781607335741687261,53fbfe963d868d13331fde11a084b2730398f466b26106db3097ab9685bccaa1,16704,False,checksum-only://corrected_zone_npz/53fbfe963d868d13331fde11a084b2730398f466b26106db3097ab9685bccaa1.npz,8757f118a64058e31fffb68e1c6cf810d7f6b1acf29113fc7741e8090df2f7e5
houston_ssp585_baseline_2020s_hot_2026,Houston,ssp585,baseline_2020s,hot,2026,checksum-only://simulation_traces/houston_ssp585_baseline_2020s_hot_2026_diagnostic_reference.csv,70192185,1781607395693368736,328d81cbee8e0a514dd69f7b33e99c77410e9e35647af85c5183ab9e3ca56fa9,16704,False,checksum-only://corrected_zone_npz/328d81cbee8e0a514dd69f7b33e99c77410e9e35647af85c5183ab9e3ca56fa9.npz,215ecbecddf870c05e840a75d25a70f996ef2abf46d78f43746f47df4d87344b
houston_ssp585_baseline_2020s_typical_2025,Houston,ssp585,baseline_2020s,typical,2025,checksum-only://simulation_traces/houston_ssp585_baseline_2020s_typical_2025_diagnostic_reference.csv,70329333,1781607454978375064,53fbfe963d868d13331fde11a084b2730398f466b26106db3097ab9685bccaa1,16704,False,checksum-only://corrected_zone_npz/53fbfe963d868d13331fde11a084b2730398f466b26106db3097ab9685bccaa1.npz,8757f118a64058e31fffb68e1c6cf810d7f6b1acf29113fc7741e8090df2f7e5
houston_ssp585_late_2080s_heatwave_extreme_2086,Houston,ssp585,late_2080s,heatwave_extreme,2086,checksum-only://simulation_traces/houston_ssp585_late_2080s_heatwave_extreme_2086_diagnostic_reference.csv,70327205,1781607514647876592,22f1a3d8323ed4683849ae397a730ef520c85fc4e803c0c252d171b7fa24dff6,16704,False,checksum-only://corrected_zone_npz/22f1a3d8323ed4683849ae397a730ef520c85fc4e803c0c252d171b7fa24dff6.npz,85b255771110bbb61cc64227191dcf21697c7d57403b498461e336370eb16d4c
houston_ssp585_late_2080s_hot_2080,Houston,ssp585,late_2080s,hot,2080,checksum-only://simulation_traces/houston_ssp585_late_2080s_hot_2080_diagnostic_reference.csv,69904840,1781607574680367174,9e0952d446a257fdf5f17e022b3a9c0717a89b2bf5991d6b5f36f3c338c0ba21,16704,False,checksum-only://corrected_zone_npz/9e0952d446a257fdf5f17e022b3a9c0717a89b2bf5991d6b5f36f3c338c0ba21.npz,4b3b79349b0cef4f7fcf62f0a9c56c5df834fcb514c6c6d4958a6b2e1a6c8e33
houston_ssp585_late_2080s_typical_2088,Houston,ssp585,late_2080s,typical,2088,checksum-only://simulation_traces/houston_ssp585_late_2080s_typical_2088_diagnostic_reference.csv,70027134,1781607634584489959,67f027cdc7d4015cd6bb7ed6ac4527a7daeca33aa8ac93454d11a4d6af143639,16704,False,checksum-only://corrected_zone_npz/67f027cdc7d4015cd6bb7ed6ac4527a7daeca33aa8ac93454d11a4d6af143639.npz,9a795285e5eda53aeef2f0813dffe6f9847f80909e2cbb16a7b4bc4a7ad2ccd9
houston_ssp585_mid_2050s_heatwave_extreme_2059,Houston,ssp585,mid_2050s,heatwave_extreme,2059,checksum-only://simulation_traces/houston_ssp585_mid_2050s_heatwave_extreme_2059_diagnostic_reference.csv,70412771,1781607694102699403,acd8b47b1f28991ce947464a7e067b5d5bf2e9bcb84473523242476a436dd105,16704,False,checksum-only://corrected_zone_npz/acd8b47b1f28991ce947464a7e067b5d5bf2e9bcb84473523242476a436dd105.npz,00405c7a9ca827460de06184249ad2daf0b29ca085fea29fcac079895f713aba
houston_ssp585_mid_2050s_hot_2058,Houston,ssp585,mid_2050s,hot,2058,checksum-only://simulation_traces/houston_ssp585_mid_2050s_hot_2058_diagnostic_reference.csv,69934134,1781607753682805489,44e90d9fca09bad28b3bef7af9b0023d0b1b7cdd2d4db19abe0517fcd22e9742,16704,False,checksum-only://corrected_zone_npz/44e90d9fca09bad28b3bef7af9b0023d0b1b7cdd2d4db19abe0517fcd22e9742.npz,cdc58a9b07d251f60d6e5f180f92f75c52574f868812942da9c1ce3753ca7672
houston_ssp585_mid_2050s_typical_2055,Houston,ssp585,mid_2050s,typical,2055,checksum-only://simulation_traces/houston_ssp585_mid_2050s_typical_2055_diagnostic_reference.csv,70103251,1781607813361181817,067ed726cd32b1dc593eb33d53f6ba27798862a5fd51f304c2f6015f6d559054,16704,False,checksum-only://corrected_zone_npz/067ed726cd32b1dc593eb33d53f6ba27798862a5fd51f304c2f6015f6d559054.npz,6a2822275768ea9d6008ac7072528f0c526d53ed80fb71729a07541ec6e906a4
houston_ssp585_near_2030s_heatwave_extreme_2037,Houston,ssp585,near_2030s,heatwave_extreme,2037,checksum-only://simulation_traces/houston_ssp585_near_2030s_heatwave_extreme_2037_diagnostic_reference.csv,70446787,1781607872696862866,109d4e4728a3e93da0367d2ac6147d94865e3a153a77241ee2208031c232ff0e,16704,False,checksum-only://corrected_zone_npz/109d4e4728a3e93da0367d2ac6147d94865e3a153a77241ee2208031c232ff0e.npz,bcf6be95e7d315d1e5022a1be9360d82300d64b6046225b6fbadb12691b49f76
houston_ssp585_near_2030s_hot_2035,Houston,ssp585,near_2030s,hot,2035,checksum-only://simulation_traces/houston_ssp585_near_2030s_hot_2035_diagnostic_reference.csv,69991681,1781607932358764202,898f8e3bcb5e21391dfc68cd6e889e20f8ca6d3d5cbc2ef7f9c154f142c3b95d,16704,False,checksum-only://corrected_zone_npz/898f8e3bcb5e21391dfc68cd6e889e20f8ca6d3d5cbc2ef7f9c154f142c3b95d.npz,8542736562a40b10cfc62a812c069e0dbc15a139a8eabcb5d2b34973e98b2c61
houston_ssp585_near_2030s_typical_2038,Houston,ssp585,near_2030s,typical,2038,checksum-only://simulation_traces/houston_ssp585_near_2030s_typical_2038_diagnostic_reference.csv,70193799,1781607992931676123,0a723a403629f779fbd853286da52b2f35d7d4590765a11e7bc2c7d9205bd794,16704,False,checksum-only://corrected_zone_npz/0a723a403629f779fbd853286da52b2f35d7d4590765a11e7bc2c7d9205bd794.npz,c2df90ee75d723a545d4c5ce0b18ac6fa8575801604aeb15e6baa4951f07524f
kolkata_ssp245_baseline_2020s_heatwave_extreme_2027,Kolkata,ssp245,baseline_2020s,heatwave_extreme,2027,checksum-only://simulation_traces/kolkata_ssp245_baseline_2020s_heatwave_extreme_2027_diagnostic_reference.csv,70399365,1781608051997710616,40ce2ea294097090c5c103ea92d7a994c1f3b236e047f5ca7013960a88ce921c,16704,False,checksum-only://corrected_zone_npz/40ce2ea294097090c5c103ea92d7a994c1f3b236e047f5ca7013960a88ce921c.npz,3489787897c4ca74e1e71805ddd43e20866cac1958110f260bfb671c262b1a41
kolkata_ssp245_baseline_2020s_hot_2028,Kolkata,ssp245,baseline_2020s,hot,2028,checksum-only://simulation_traces/kolkata_ssp245_baseline_2020s_hot_2028_diagnostic_reference.csv,70011265,1781608110703234719,f36f5db5e4cdaf6c8c09d5d4fbfe502579eed57babc6307a6874d7fd44925ba9,16704,False,checksum-only://corrected_zone_npz/f36f5db5e4cdaf6c8c09d5d4fbfe502579eed57babc6307a6874d7fd44925ba9.npz,11dc601f2e8f082f27dbe80ebab2288415767b9f3c09dc38ae3c2f7550b378cb
kolkata_ssp245_baseline_2020s_typical_2026,Kolkata,ssp245,baseline_2020s,typical,2026,checksum-only://simulation_traces/kolkata_ssp245_baseline_2020s_typical_2026_diagnostic_reference.csv,70185987,1781608169699717941,c6b6a51146ad3ba552b44aecc58d2466cd724d94e1a73547000f3f22fbebe472,16704,False,checksum-only://corrected_zone_npz/c6b6a51146ad3ba552b44aecc58d2466cd724d94e1a73547000f3f22fbebe472.npz,aece6e651be6635fe4e0d1e7659cdf102edf9a286c5fb0659ae6d6bee5c1d73b
kolkata_ssp245_late_2080s_heatwave_extreme_2086,Kolkata,ssp245,late_2080s,heatwave_extreme,2086,checksum-only://simulation_traces/kolkata_ssp245_late_2080s_heatwave_extreme_2086_diagnostic_reference.csv,70209384,1781608229257980944,2a449d6c0125872b95fe8bdf3c63e96a48ef055a21150a6da50b0c045833f1c0,16704,False,checksum-only://corrected_zone_npz/2a449d6c0125872b95fe8bdf3c63e96a48ef055a21150a6da50b0c045833f1c0.npz,d7e44dfecec4e6bc60fee8fc7a4e48f23753ef9be6905f99e1b65173f4f1b82f
kolkata_ssp245_late_2080s_hot_2087,Kolkata,ssp245,late_2080s,hot,2087,checksum-only://simulation_traces/kolkata_ssp245_late_2080s_hot_2087_diagnostic_reference.csv,69773030,1781608287993353693,b6e4b7c55cbfe727df0675916d6cc3853857dc1bb907a22e71780327924ee11d,16704,False,checksum-only://corrected_zone_npz/b6e4b7c55cbfe727df0675916d6cc3853857dc1bb907a22e71780327924ee11d.npz,f544674e21807b31176c14fdef7dcef24ea3440a8239df1c84690c0a6250629d
kolkata_ssp245_late_2080s_typical_2084,Kolkata,ssp245,late_2080s,typical,2084,checksum-only://simulation_traces/kolkata_ssp245_late_2080s_typical_2084_diagnostic_reference.csv,69945132,1781608346975437492,a3a2d6008cc10e005e7adbec5dead2fce5f4d1aa97cb61523b662ae2073a45a4,16704,False,checksum-only://corrected_zone_npz/a3a2d6008cc10e005e7adbec5dead2fce5f4d1aa97cb61523b662ae2073a45a4.npz,4dbafb3abb38ea78f7a515bef2b95ff32d4a698ea64c63feb105223281c9dcdc
