group_scope,model,event,threshold,n_steps,n_zone_steps,area_zone_time_mass,unweighted_zone_high_count,equal_zone_mean_high_count,area_weighted_mean_high_count,zone_p90_high_count,any_zone_high_count,hidden_any_zone_count,hidden_p90_count,equal_zone_mean_high_pct,area_weighted_mean_high_pct,zone_p90_high_pct,any_zone_high_pct,hidden_any_zone_pct,hidden_p90_pct,area_weighted_zone_time_high_pct,unweighted_zone_time_high_pct
global,no_pmv_ordinal,broad_tail,0.16,2405376,36080640,423649.89472099615,6903582,459013,408200,851970,1066526,607513,392957,19.08279620317156,16.97031981694338,35.419410520434226,44.33926338335462,25.256467180183055,16.336614317262665,17.612626662983093,19.133757050872713
global,no_pmv_ordinal,broad_tail,0.17,2405376,36080640,419291.6838197661,6825748,418041,380159,815992,1038614,620573,397951,17.37944504310345,15.80455612760749,33.9236776287782,43.178862680928056,25.799417637824607,16.544232585674756,17.43144039932909,18.918034713353197
global,no_pmv_ordinal,broad_tail,0.18,2405376,36080640,387611.5300580666,6364095,386024,354348,785289,998817,612793,399265,16.048384951042998,14.73150143678161,32.64724517081737,41.52436043263091,25.47597548158791,16.598860219774373,16.11438419848151,17.638531356428267
global,no_pmv_ordinal,broad_tail,0.19,2405376,36080640,380794.0306772726,6271752,358487,329560,755403,973032,614545,396916,14.903574326841209,13.700976479352917,31.404778296615582,40.452386653895275,25.548812327054065,16.501203969774373,15.83095660209766,17.38259631758195
global,no_pmv_ordinal,broad_tail,0.2,2405376,36080640,316846.2036233062,5308014,333078,306881,699622,902527,569449,366545,13.847232199872286,12.758130121860367,29.08576455406556,37.52124407992763,23.674011880055343,15.238573927735208,13.172418932562152,14.711529507237122
global,no_pmv_ordinal,broad_tail,0.21,2405376,36080640,306764.54184404854,5164767,309944,285070,674830,889123,579179,364886,12.88546988080034,11.851369598765432,28.055073302469136,36.96399232386122,24.078522443060876,15.169603421668794,12.75328854383051,14.314510496487868
global,no_pmv_ordinal,broad_tail,0.22,2405376,36080640,304214.5135111265,5122116,288381,264511,633560,873648,585267,345179,11.989019596104725,10.996659150170284,26.339333226905065,36.320641762452105,24.331622166347383,14.35031363080034,12.647274834002106,14.196300287356323
global,no_pmv_ordinal,broad_tail,0.23,2405376,36080640,256790.61750756192,4398678,267599,243685,596863,794621,527022,329264,11.125038247658578,10.130848565879097,24.813708958599403,33.03520946413367,21.910171216475096,13.688670710940826,10.67569550488414,12.191241618773946
global,no_pmv_ordinal,broad_tail,0.24,2405376,36080640,247420.0484264952,4262823,247927,222616,580881,776494,528567,332954,10.30720353075777,9.254935610898254,24.149280611430395,32.28160586951894,21.974402338761177,13.842077080672627,10.2861277582588,11.814710049489143
global,no_pmv_ordinal,broad_tail,0.25,2405376,36080640,240600.38162735675,4157470,229256,202382,556824,760539,531283,327568,9.530983929331631,8.413736563431247,23.149145913154534,31.61830000798212,22.087316078650492,13.618161983822905,10.00261005461752,11.522716891939833
global,no_pmv_ordinal,broad_tail,0.26,2405376,36080640,215852.25246728858,3783227,211197,182827,532237,711371,500174,321040,8.780207335568328,7.6007659509365695,22.126977237654323,29.574212098233293,20.794004762664965,13.346769902085995,8.973742669224627,10.48547642170427
global,no_pmv_ordinal,broad_tail,0.27,2405376,36080640,215712.38435707978,3780721,193190,163865,510085,710370,517180,316895,8.031592565985527,6.812448448808003,21.206040136760322,29.53259698275862,21.501004416773096,13.174447570774797,8.96792785647981,10.478530868632042
global,no_pmv_ordinal,broad_tail,0.28,2405376,36080640,212353.3101166354,3706811,175154,145220,488312,702856,527702,313158,7.281772163686676,6.037309759472116,20.300859408258834,29.22021338867603,21.938441224989358,13.019087244572159,8.828279242689517,10.273684169682134
global,no_pmv_ordinal,broad_tail,0.29,2405376,36080640,147569.16542524475,2732894,158258,128718,427038,589697,431439,268780,6.579345599191146,5.351263170498084,17.753482199872288,24.515792957109408,17.936447357918265,11.174136600681141,6.134972886785465,7.574405553781752
global,no_pmv_ordinal,broad_tail,0.3,2405376,36080640,140006.87254199458,2614196,142216,114333,414620,565638,423422,272404,5.912422839506172,4.753227769795658,17.237221956151554,23.51557511174968,17.60315227224351,11.324799116645382,5.820581586496023,7.245425801759614
global,no_pmv_ordinal,broad_tail,0.31,2405376,36080640,136228.9251674465,2530039,126753,101962,387059,559745,432992,260306,5.269571160600255,4.238921482545764,16.09141356694338,23.27058222914006,18.001011068539803,10.821842406343125,5.6635189329005735,7.012178830530723
global,no_pmv_ordinal,broad_tail,0.32,2405376,36080640,112321.72837848421,2129156,112459,91063,362951,495561,383102,250492,4.675318952213708,3.7858114490208603,15.089158618028947,20.602226013729247,15.92690706151554,10.41383966581524,4.6696120847004465,5.90110374982262
global,no_pmv_ordinal,broad_tail,0.33,2405376,36080640,108104.66316017653,2057068,98817,81312,347574,481388,382571,248757,4.108172693167305,3.380427841634738,14.449882263729247,20.01300420391656,15.904831510749254,10.34170957056194,4.494293747014043,5.701306850432808
global,no_pmv_ordinal,broad_tail,0.34,2405376,36080640,103393.12781327094,1954760,85986,71983,333021,474145,388159,247035,3.5747425766283523,2.992588268944232,13.84486250798212,19.711887039697743,16.13714446306939,10.270119931353767,4.29841853470189,5.417753121895842
global,no_pmv_ordinal,broad_tail,0.35,2405376,36080640,88126.50937238437,1706705,73511,62722,312011,439692,366181,238500,3.056112641017454,2.607575697105151,12.971402391975309,18.279553799489147,15.22344115847169,9.915289750957855,3.6637311327785915,4.730251458954164
global,no_pmv_ordinal,broad_tail,0.36,2405376,36080640,86241.10219602226,1670996,62504,53534,295321,434018,371514,232817,2.598512664963814,2.2255979938271606,12.277539977117922,18.043665522562794,15.445152857598979,9.679027312154108,3.5853480784718172,4.63128148502909
global,no_pmv_ordinal,broad_tail,0.37,2405376,36080640,86172.18550677515,1669544,52327,45262,275448,433648,381321,223121,2.1754187287143467,1.8817016549595573,11.451348978288634,18.02828331204768,15.852864583333334,9.275930249574287,3.5824829676015373,4.6272571661700015
global,no_pmv_ordinal,broad_tail,0.38,2405376,36080640,79366.419245352,1521510,42909,37386,258685,422226,379317,215776,1.7838791107918264,1.554268438697318,10.754451694870157,17.55343031609195,15.769551205300129,8.970572584078331,3.2995431585478525,4.216970652405279
global,no_pmv_ordinal,broad_tail,0.39,2405376,36080640,58093.68861283892,1111624,34317,29562,213588,351017,316700,179285,1.426679238505747,1.228997046615581,8.879609674329501,14.59301996860366,13.166340730097915,7.453512465410814,2.4151603995732445,3.080943131829147
global,no_pmv_ordinal,broad_tail,0.4,2405376,36080640,42586.176438473856,859065,26872,22719,181787,299628,272756,154919,1.1171642188165176,0.9445092991698595,7.557529467326522,12.456597222222223,11.339433003405706,6.440531542677736,1.7704581919198437,2.3809583200298
global,nominal,broad_tail,0.05,2405376,36080640,2377901.1435914724,35500745,2403262,2405096,2405315,2405375,2113,2056,99.9121135323542,99.98835940825883,99.9974640139421,99.99995842645806,0.08784489410387399,0.08547520221370795,98.85777290500414,98.3927807267277
