group_scope,event,threshold,aggregator,n_steps,ordinal_high_count,nominal_high_count,both_high_count,union_high_count,ordinal_only_count,nominal_only_count,disagreement_count,ordinal_high_pct,nominal_high_pct,nominal_minus_ordinal_pp,disagreement_pct,jaccard
global,outermost,0.075,equal_zone_mean,2405376,91252,185435,90374,186313,878,95061,95939,3.7936688484461474,7.709189748297147,3.9155208998510007,3.9885240394848873,0.4850654543697971
global,outermost,0.075,zone_p90,2405376,402544,534427,391018,545953,11526,143409,154935,16.73517986377182,22.218023294487015,5.482843430715198,6.441196719348659,0.7162118350847051
global,outermost,0.1,any_zone,2405376,488277,567391,456766,598902,31511,110625,142136,20.29940433429119,23.588453530757768,3.289049196466581,5.909096956151553,0.7626723570801233
global,outermost,0.1,area_weighted_mean,2405376,22274,73668,21455,74487,819,52213,53032,0.9260090730097915,3.062639687100894,2.1366306140911027,2.2047280757769263,0.2880368386429847
global,outermost,0.1,equal_zone_mean,2405376,34184,88335,33032,89487,1152,55303,56455,1.4211499574286932,3.6723988266283523,2.2512488691996593,2.347034309812686,0.369126241800485
global,outermost,0.1,zone_p90,2405376,299635,397855,288401,409089,11234,109454,120688,12.45688823701575,16.540241525649215,4.083353288633461,5.017427628778204,0.7049835121452789
global,outermost,0.15,any_zone,2405376,184110,206139,130655,259594,53455,75484,128939,7.654104805236271,8.569928360472542,0.9158235552362708,5.360450923265219,0.5033051611362358
global,outermost,0.15,area_weighted_mean,2405376,1464,2256,1174,2546,290,1082,1372,0.060863665389527456,0.09378991060025542,0.03292624521072797,0.05703889953171562,0.46111547525530244
global,outermost,0.15,equal_zone_mean,2405376,2906,2880,2195,3591,711,685,1396,0.12081271285653469,0.11973180076628352,-0.0010809120902511707,0.05803666453810132,0.6112503480924534
global,outermost,0.15,zone_p90,2405376,89493,107071,61220,135344,28273,45851,74124,3.7205409881864626,4.451320708280119,0.7307797200936569,3.0815972222222223,0.4523288804823265
global,outermost,0.2,any_zone,2405376,17732,37321,10472,44581,7260,26849,34109,0.7371820455512984,1.5515661584716902,0.8143841129203917,1.4180319417837377,0.23489827504990915
global,outermost,0.2,area_weighted_mean,2405376,336,446,318,464,18,128,146,0.013968710089399743,0.01854179970200085,0.004573089612601107,0.006069737122179651,0.6853448275862069
global,outermost,0.2,equal_zone_mean,2405376,1012,827,797,1042,215,30,245,0.04207242443593018,0.034381319178373775,-0.007691105257556407,0.010185517773520647,0.7648752399232246
global,outermost,0.2,zone_p90,2405376,7390,6303,3666,10027,3724,2637,6361,0.3072284748829289,0.26203803480204346,-0.045190440080885484,0.26444930023414215,0.3656128453176424
