event,aggregator,n,stored_mean,corrected_mean,corrected_minus_stored_mean,mae,rmse,pearson_r
broad_tail,any_zone,2405376,0.19692693221549976,0.19562410159812232,-0.0013028306173774318,0.014721424877449036,0.032385632687507354,0.9733191157658521
broad_tail,area_weighted_mean,2405376,0.11188348488405979,0.11087493339172817,-0.0010085514923316163,0.004750048383315604,0.010764649110423146,0.9893476832539138
broad_tail,equal_zone_mean,2405376,0.11652894834045269,0.1155773169779607,-0.0009516313624919892,0.005320433873539287,0.01192558058530327,0.9881981193171218
broad_tail,zone_p90,2405376,0.16507137218545923,0.16389108129611,-0.0011802908893492337,0.010552286847791524,0.022569924875647133,0.9829671497391075
