weather,city,scenario,time_slice,severity,weather_year,event,threshold,aggregator,n_steps,ordinal_high_count,nominal_high_count,both_high_count,union_high_count,ordinal_only_count,nominal_only_count,disagreement_count,ordinal_high_pct,nominal_high_pct,nominal_minus_ordinal_pp,disagreement_pct,jaccard
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.13,area_weighted_mean,16704,248,244,157,335,91,87,178,1.4846743295019158,1.460727969348659,-0.023946360153256734,1.0656130268199233,0.46865671641791046
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.13,zone_p90,16704,2674,3102,2401,3375,273,701,974,16.00814176245211,18.570402298850574,2.5622605363984667,5.8309386973180075,0.7114074074074074
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.13,any_zone,16704,5221,6083,4801,6503,420,1282,1702,31.255986590038315,36.41642720306513,5.160440613026818,10.189176245210728,0.7382746424727049
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.14,equal_zone_mean,16704,162,145,121,186,41,24,65,0.9698275862068966,0.8680555555555556,-0.101772030651341,0.38912835249042144,0.6505376344086021
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.14,area_weighted_mean,16704,160,140,108,192,52,32,84,0.9578544061302682,0.8381226053639846,-0.1197318007662835,0.5028735632183908,0.5625
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.14,zone_p90,16704,2308,2471,2087,2692,221,384,605,13.817049808429118,14.792863984674328,0.9758141762452099,3.6218869731800765,0.775260029717682
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.14,any_zone,16704,5068,4978,4469,5577,599,509,1108,30.340038314176244,29.801245210727966,-0.5387931034482762,6.633141762452108,0.8013268782499552
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.15,equal_zone_mean,16704,122,113,92,143,30,21,51,0.7303639846743295,0.6764846743295019,-0.05387931034482761,0.305316091954023,0.6433566433566433
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.15,area_weighted_mean,16704,139,87,85,141,54,2,56,0.8321360153256706,0.5208333333333333,-0.3113026819923373,0.33524904214559387,0.6028368794326241
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.15,zone_p90,16704,2075,2202,1890,2387,185,312,497,12.422174329501916,13.182471264367814,0.7602969348658992,2.975335249042146,0.7917888563049853
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.15,any_zone,16704,3863,4352,3568,4647,295,784,1079,23.126197318007662,26.053639846743295,2.9274425287356296,6.459530651340996,0.7678071874327523
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.16,equal_zone_mean,16704,100,74,68,106,32,6,38,0.5986590038314177,0.44300766283524906,-0.1556513409961686,0.2274904214559387,0.6415094339622641
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.16,area_weighted_mean,16704,117,69,68,118,49,1,50,0.7004310344827587,0.4130747126436782,-0.28735632183908044,0.29932950191570884,0.576271186440678
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.16,zone_p90,16704,1800,1964,1635,2129,165,329,494,10.775862068965516,11.757662835249043,0.9818007662835262,2.957375478927203,0.7679661813057773
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.16,any_zone,16704,3699,3719,3273,4145,426,446,872,22.14439655172414,22.264128352490424,0.11973180076628454,5.220306513409962,0.7896260554885404
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.17,equal_zone_mean,16704,73,58,51,80,22,7,29,0.4370210727969348,0.3472222222222222,-0.08979885057471262,0.1736111111111111,0.6375
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.17,area_weighted_mean,16704,89,55,52,92,37,3,40,0.5328065134099617,0.32926245210727967,-0.203544061302682,0.23946360153256704,0.5652173913043478
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.17,zone_p90,16704,1409,1522,1234,1697,175,288,463,8.435105363984674,9.111590038314176,0.6764846743295028,2.771791187739464,0.7271655863288156
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.17,any_zone,16704,3661,2644,2551,3754,1110,93,1203,21.9169061302682,15.828544061302683,-6.088362068965517,7.201867816091954,0.6795418220564731
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.18,equal_zone_mean,16704,59,45,44,60,15,1,16,0.3532088122605364,0.26939655172413796,-0.08381226053639844,0.09578544061302681,0.7333333333333333
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.18,area_weighted_mean,16704,65,49,42,72,23,7,30,0.38912835249042144,0.29334291187739464,-0.09578544061302681,0.17959770114942528,0.5833333333333334
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.18,zone_p90,16704,1082,1172,871,1383,211,301,512,6.477490421455939,7.016283524904214,0.5387931034482749,3.065134099616858,0.6297903109182935
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.18,any_zone,16704,2263,2078,1732,2609,531,346,877,13.547653256704981,12.440134099616857,-1.1075191570881229,5.250239463601533,0.6638558834802606
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.19,equal_zone_mean,16704,42,41,29,54,13,12,25,0.2514367816091954,0.24545019157088122,-0.005986590038314183,0.14966475095785442,0.5370370370370371
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.19,area_weighted_mean,16704,32,41,12,61,20,29,49,0.19157088122605362,0.24545019157088122,0.05387931034482758,0.29334291187739464,0.19672131147540983
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.19,zone_p90,16704,746,929,649,1026,97,280,377,4.465996168582375,5.56154214559387,1.0955459770114937,2.256944444444444,0.6325536062378168
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.19,any_zone,16704,1626,1872,1383,2115,243,489,732,9.734195402298852,11.206896551724139,1.4727011494252873,4.3821839080459775,0.6539007092198581
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.2,equal_zone_mean,16704,28,38,15,51,13,23,36,0.16762452107279693,0.2274904214559387,0.05986590038314177,0.21551724137931033,0.29411764705882354
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.2,area_weighted_mean,16704,20,32,9,43,11,23,34,0.11973180076628352,0.19157088122605362,0.07183908045977011,0.203544061302682,0.20930232558139536
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.2,zone_p90,16704,655,750,579,826,76,171,247,3.921216475095785,4.489942528735632,0.5687260536398466,1.4786877394636015,0.7009685230024213
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.2,any_zone,16704,1310,1610,1130,1790,180,480,660,7.84243295019157,9.638409961685824,1.7959770114942528,3.9511494252873565,0.6312849162011173
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.21,equal_zone_mean,16704,12,35,4,43,8,31,39,0.07183908045977011,0.20953065134099616,0.13769157088122605,0.2334770114942529,0.09302325581395349
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.21,area_weighted_mean,16704,16,28,8,36,8,20,28,0.09578544061302681,0.16762452107279693,0.07183908045977012,0.16762452107279693,0.2222222222222222
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.21,zone_p90,16704,605,603,498,710,107,105,212,3.6218869731800765,3.6099137931034484,-0.011973180076628454,1.2691570881226053,0.7014084507042253
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.21,any_zone,16704,1122,1247,1021,1348,101,226,327,6.716954022988506,7.465277777777778,0.748323754789272,1.9576149425287355,0.7574183976261127
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.22,equal_zone_mean,16704,7,23,3,27,4,20,24,0.04190613026819923,0.13769157088122605,0.09578544061302681,0.14367816091954022,0.1111111111111111
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.22,area_weighted_mean,16704,13,17,4,26,9,13,22,0.07782567049808428,0.101772030651341,0.023946360153256702,0.13170498084291188,0.15384615384615385
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.22,zone_p90,16704,578,508,441,645,137,67,204,3.460249042145594,3.0411877394636013,-0.4190613026819924,1.221264367816092,0.6837209302325581
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.22,any_zone,16704,1122,1193,1012,1303,110,181,291,6.716954022988506,7.142001915708812,0.42504789272030663,1.7420977011494254,0.7766692248656946
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.23,equal_zone_mean,16704,5,13,3,15,2,10,12,0.02993295019157088,0.07782567049808428,0.047892720306513405,0.07183908045977011,0.2
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.23,area_weighted_mean,16704,10,5,4,11,6,1,7,0.05986590038314176,0.02993295019157088,-0.02993295019157088,0.04190613026819923,0.36363636363636365
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.23,zone_p90,16704,495,393,332,556,163,61,224,2.9633620689655173,2.3527298850574714,-0.610632183908046,1.3409961685823755,0.5971223021582733
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.23,any_zone,16704,1122,1084,989,1217,133,95,228,6.716954022988506,6.4894636015325675,-0.22749042145593784,1.3649425287356323,0.8126540673788003
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.24,equal_zone_mean,16704,2,7,0,9,2,7,9,0.011973180076628351,0.04190613026819923,0.029932950191570884,0.05387931034482758,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.24,area_weighted_mean,16704,8,3,3,8,5,0,5,0.047892720306513405,0.017959770114942528,-0.02993295019157088,0.02993295019157088,0.375
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.24,zone_p90,16704,374,268,221,421,153,47,200,2.238984674329502,1.6044061302681993,-0.6345785440613029,1.1973180076628354,0.5249406175771971
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.24,any_zone,16704,1122,985,939,1168,183,46,229,6.716954022988506,5.896791187739463,-0.8201628352490421,1.3709291187739463,0.8039383561643836
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.25,equal_zone_mean,16704,0,6,0,6,0,6,6,0.0,0.035919540229885055,0.035919540229885055,0.035919540229885055,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.25,area_weighted_mean,16704,6,2,2,6,4,0,4,0.035919540229885055,0.011973180076628351,-0.023946360153256706,0.023946360153256702,0.3333333333333333
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.25,zone_p90,16704,326,203,165,364,161,38,199,1.9516283524904217,1.215277777777778,-0.7363505747126439,1.191331417624521,0.4532967032967033
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.25,any_zone,16704,1065,883,830,1118,235,53,288,6.3757183908045985,5.2861590038314175,-1.0895593869731803,1.7241379310344827,0.7423971377459749
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.26,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.26,area_weighted_mean,16704,2,1,1,2,1,0,1,0.011973180076628351,0.005986590038314176,-0.005986590038314176,0.005986590038314176,0.5
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.26,zone_p90,16704,243,160,106,297,137,54,191,1.4547413793103448,0.9578544061302682,-0.4968869731800767,1.1434386973180075,0.3569023569023569
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.26,any_zone,16704,875,739,684,930,191,55,246,5.238266283524904,4.424090038314176,-0.814176245210728,1.4727011494252873,0.7354838709677419
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.27,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.27,area_weighted_mean,16704,1,1,1,1,0,0,0,0.005986590038314176,0.005986590038314176,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.27,zone_p90,16704,206,134,85,255,121,49,170,1.2332375478927202,0.8022030651340997,-0.43103448275862066,1.01772030651341,0.3333333333333333
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.27,any_zone,16704,834,635,589,880,245,46,291,4.9928160919540225,3.801484674329502,-1.1913314176245207,1.7420977011494254,0.6693181818181818
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.28,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.28,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.28,zone_p90,16704,156,125,73,208,83,52,135,0.9339080459770116,0.748323754789272,-0.18558429118773956,0.8081896551724138,0.35096153846153844
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.28,any_zone,16704,804,589,539,854,265,50,315,4.813218390804598,3.5261015325670497,-1.2871168582375476,1.8857758620689655,0.6311475409836066
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.29,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.29,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.29,zone_p90,16704,102,94,40,156,62,54,116,0.610632183908046,0.5627394636015326,-0.04789272030651347,0.6944444444444444,0.2564102564102564
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.29,any_zone,16704,707,443,395,755,312,48,360,4.232519157088123,2.65205938697318,-1.5804597701149428,2.1551724137931036,0.5231788079470199
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.3,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.3,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.3,zone_p90,16704,54,81,19,116,35,62,97,0.3232758620689655,0.4849137931034483,0.1616379310344828,0.5806992337164751,0.16379310344827586
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.3,any_zone,16704,543,376,313,606,230,63,293,3.2507183908045976,2.2509578544061304,-0.9997605363984672,1.7540708812260535,0.5165016501650165
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.31,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.31,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.31,zone_p90,16704,38,79,17,100,21,62,83,0.2274904214559387,0.47294061302681994,0.24545019157088122,0.4968869731800767,0.17
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.31,any_zone,16704,494,317,268,543,226,49,275,2.957375478927203,1.8977490421455938,-1.059626436781609,1.6463122605363985,0.49355432780847147
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.32,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.32,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.32,zone_p90,16704,19,75,1,93,18,74,92,0.11374521072796935,0.4489942528735632,0.3352490421455938,0.5507662835249042,0.010752688172043012
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.32,any_zone,16704,443,255,190,508,253,65,318,2.65205938697318,1.526580459770115,-1.1254789272030652,1.903735632183908,0.37401574803149606
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.33,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.33,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.33,zone_p90,16704,9,67,0,76,9,67,76,0.05387931034482758,0.40110153256704983,0.3472222222222222,0.4549808429118774,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.33,any_zone,16704,443,206,157,492,286,49,335,2.65205938697318,1.2332375478927202,-1.41882183908046,2.005507662835249,0.31910569105691056
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.34,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.34,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.34,zone_p90,16704,8,43,0,51,8,43,51,0.047892720306513405,0.25742337164750956,0.20953065134099616,0.305316091954023,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.34,any_zone,16704,443,181,133,491,310,48,358,2.65205938697318,1.0835727969348659,-1.5684865900383143,2.143199233716475,0.2708757637474542
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.35,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.35,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.35,zone_p90,16704,4,35,0,39,4,35,39,0.023946360153256702,0.20953065134099616,0.18558429118773945,0.2334770114942529,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.35,any_zone,16704,443,153,107,489,336,46,382,2.65205938697318,0.9159482758620688,-1.7361111111111112,2.286877394636015,0.21881390593047034
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.36,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.36,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.36,zone_p90,16704,3,24,0,27,3,24,27,0.017959770114942528,0.14367816091954022,0.1257183908045977,0.16163793103448276,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.36,any_zone,16704,443,144,100,487,343,44,387,2.65205938697318,0.8620689655172413,-1.7899904214559388,2.3168103448275863,0.2053388090349076
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.37,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.37,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.37,zone_p90,16704,0,23,0,23,0,23,23,0.0,0.13769157088122605,0.13769157088122605,0.13769157088122605,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.37,any_zone,16704,268,134,74,328,194,60,254,1.6044061302681993,0.8022030651340997,-0.8022030651340997,1.5205938697318007,0.22560975609756098
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.38,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.38,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.38,zone_p90,16704,0,20,0,20,0,20,20,0.0,0.11973180076628352,0.11973180076628352,0.11973180076628352,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.38,any_zone,16704,204,133,73,264,131,60,191,1.221264367816092,0.7962164750957854,-0.42504789272030663,1.1434386973180075,0.2765151515151515
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.39,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.39,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.39,zone_p90,16704,0,14,0,14,0,14,14,0.0,0.08381226053639847,0.08381226053639847,0.08381226053639847,0.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.39,any_zone,16704,162,122,56,228,106,66,172,0.9698275862068966,0.7303639846743295,-0.23946360153256707,1.0296934865900382,0.24561403508771928
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.4,equal_zone_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
beijing_ssp245_near_2030s_heatwave_extreme_2039,Beijing,ssp245,near_2030s,heatwave_extreme,2039,broad_tail,0.4,area_weighted_mean,16704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
