weather,zone,zone_label,floor,position,position_name,high_tail_pct__COMP-Lo,high_tail_pct__S-real,high_tail_pct__COMP-Med,high_tail_pct__EQ-Max,high_tail_pct__COMP-Hi,high_tail_pct__LEGACY,mean_p_tail__COMP-Lo,mean_p_tail__S-real,mean_p_tail__COMP-Med,mean_p_tail__EQ-Max,mean_p_tail__COMP-Hi,mean_p_tail__LEGACY,high_tail_pct_profile_spread,mean_p_tail_profile_spread,sreal_high_tail_gap_to_max_profile,sreal_mean_p_tail_gap_to_max_profile
phoenix_ssp245_late_2080s_hot_2086,perimeter_top_zn_1,Top P1,top,P1,P1 south,10.099377394636015,11.88338122605364,25.909961685823756,41.89415708812261,35.32088122605364,40.76867816091954,0.14034119492630964,0.1445314698918689,0.1828169044690088,0.25059752933304824,0.19060307769161489,0.21937111661701084,31.794779693486596,0.1102563344067386,30.01077586206897,0.10606605944117933
phoenix_ssp245_late_2080s_hot_2086,perimeter_top_zn_2,Top P2,top,P2,P2 east,5.172413793103448,6.010536398467433,13.76317049808429,21.623563218390803,17.12763409961686,21.048850574712645,0.1156501769090011,0.11833809190241008,0.15387661805798425,0.187793747084319,0.1355941268032127,0.16633017047118032,16.451149425287355,0.0721435701753179,15.61302681992337,0.06945565518190892
phoenix_ssp245_late_2080s_hot_2086,perimeter_top_zn_3,Top P3,top,P3,P3 north,5.238266283524904,6.381704980842912,14.409722222222221,21.551724137931032,19.23491379310345,20.893199233716476,0.11356248852247733,0.11528692023322043,0.15155300619062584,0.1852989066173697,0.13792936656223329,0.16775981607996768,16.313457854406128,0.07173641809489237,15.17001915708812,0.07001198638414927
phoenix_ssp245_late_2080s_hot_2086,perimeter_top_zn_4,Top P4,top,P4,P4 west,6.202107279693487,6.920498084291188,12.871168582375478,19.01939655172414,14.619252873563218,18.57638888888889,0.12029657195476234,0.1209367351289654,0.15687460360050787,0.18375644446896017,0.13389413331156477,0.1613901229315714,12.817289272030653,0.06345987251419782,12.098898467432951,0.06281970933999477
phoenix_ssp245_late_2080s_typical_2081,core_bottom,Core bottom,bottom,core,Core,0.05986590038314176,0.07183908045977011,6.710967432950192,7.519157088122605,5.142480842911877,6.082375478927203,0.10488277331461791,0.1074446237912914,0.14158631824780338,0.1482806344095678,0.10016783848273089,0.12926289342871844,7.459291187739463,0.0481127959268369,7.447318007662835,0.040836010618276394
phoenix_ssp245_late_2080s_typical_2081,perimeter_bot_zn_1,Bottom P1,bottom,P1,P1 south,10.698036398467432,13.050766283524903,24.832375478927204,41.85225095785441,31.48946360153257,38.3441091954023,0.1415320329691429,0.14799853691772022,0.18433939461408427,0.26158887006751036,0.18732358575655428,0.21781364434073597,31.15421455938698,0.12005683709836745,28.801484674329508,0.11359033314979014
phoenix_ssp245_late_2080s_typical_2081,perimeter_bot_zn_2,Bottom P2,bottom,P2,P2 east,3.1130268199233715,3.490181992337165,10.314894636015326,16.014128352490424,12.913074712643677,14.888649425287356,0.10850715519267567,0.1111502881332904,0.1445857082245264,0.17154711383405924,0.12120890475921017,0.1543454781178452,12.901101532567052,0.06303995864138356,12.523946360153259,0.06039682570076883
phoenix_ssp245_late_2080s_typical_2081,perimeter_bot_zn_3,Bottom P3,bottom,P3,P3 north,2.3287835249042144,2.7238984674329503,10.733955938697317,14.487547892720306,12.643678160919542,14.325909961685824,0.10339366656625312,0.1048509298591046,0.13996163913315265,0.15981624865375102,0.11825231767373626,0.15226692757415927,12.158764367816092,0.0564225820874979,11.763649425287355,0.05496531879464642
phoenix_ssp245_late_2080s_typical_2081,perimeter_bot_zn_4,Bottom P4,bottom,P4,P4 west,3.071120689655172,3.34051724137931,9.267241379310345,13.96072796934866,11.093151340996169,12.937021072796934,0.10887409544047465,0.1109610707170173,0.14429938780875592,0.16696574953309615,0.11800503084740348,0.1505396885110785,10.889607279693488,0.0580916540926215,10.62021072796935,0.056004678816078846
phoenix_ssp245_late_2080s_typical_2081,core_mid,Core middle,middle,core,Core,1.1075191570881227,1.0656130268199233,6.944444444444445,12.655651340996169,10.243055555555555,11.751676245210728,0.10201259653488466,0.10288163378511003,0.1360539625593122,0.1525585883516146,0.10841700029951554,0.13641211033579467,11.590038314176246,0.05054599181672993,11.590038314176246,0.04967695456650456
