scalar,rows,tail_threshold,pearson_r,spearman_r,standard_threshold,standard_disagreement_pct,standard_false_negative_pct,standard_false_positive_pct,standard_sensitivity_pct,standard_specificity_pct,best_threshold,best_disagreement_pct,best_false_negative_pct,best_false_positive_pct,best_sensitivity_pct,best_specificity_pct
abs_mean_pmv,2405376,0.2,0.8492367167018298,0.726363710680279,0.5,18.79843317635164,0.05071972115793955,18.747713455193697,99.63371942908267,78.23898879408272,0.9093333333333332,4.164463268944232,2.098091940719455,2.0663713282247764,84.84829379304547,97.6015032587012
abs_mu_tsv,2405376,0.2,0.9761394815834952,0.8891338671543162,0.5,4.31038640112814,0.028893611643252447,4.281492789484887,99.7913401665676,95.03034795188722,0.6271129138239603,1.0331025170285228,0.6401493986802895,0.39295311834823327,95.37705882706153,99.5438879929431
