dataset,analysis,metric,level,contrast,estimate,ci_lower_2_5,ci_upper_97_5,bootstrap_mean,bootstrap_sd,n_bootstrap_valid,resampling_unit,n_resampling_units
unique_source_year_119,time_slice_level,any_zone_high_tail_pct,near_2030s,,30.085897911259423,23.819552441168145,36.93714357616716,30.192505516253814,3.343913589665477,10000,city × scenario_raw,12
unique_source_year_119,time_slice_level,any_zone_high_tail_pct,mid_2050s,,36.3992656449553,29.775980989775018,43.12188783887163,36.40763544035728,3.409634204641444,10000,city × scenario_raw,12
unique_source_year_119,time_slice_level,any_zone_high_tail_pct,late_2080s,,44.15729455674462,36.800243993045015,51.427748031908514,44.18059144427008,3.7723759590399015,10000,city × scenario_raw,12
unique_source_year_119,time_slice_contrast,any_zone_high_tail_pct,,near_2030s minus baseline_2020s,-1.2648419486956541,-3.282549586685673,0.7149546407176929,-1.1481769823322234,1.0120697931397131,10000,city × scenario_raw,12
unique_source_year_119,time_slice_contrast,any_zone_high_tail_pct,,mid_2050s minus baseline_2020s,5.048525785000223,2.0084710249042037,8.102790771345274,5.066952941771255,1.5526009553730795,10000,city × scenario_raw,12
unique_source_year_119,time_slice_contrast,any_zone_high_tail_pct,,late_2080s minus baseline_2020s,12.80655469678954,8.558000395852103,17.524214657942622,12.839908945684039,2.2665260870993715,10000,city × scenario_raw,12
unique_source_year_119,time_slice_level,hidden_any_zone_high_tail_pct,baseline_2020s,,22.971991015986262,17.808819672505013,28.129418563955205,22.95756438338187,2.6394552652342695,10000,city × scenario_raw,12
unique_source_year_119,time_slice_level,hidden_any_zone_high_tail_pct,near_2030s,,21.621825176121618,17.311864463374768,26.75524147338533,21.721044430718244,2.415381091939912,10000,city × scenario_raw,12
unique_source_year_119,time_slice_level,hidden_any_zone_high_tail_pct,mid_2050s,,23.38501756066411,18.55406888569604,28.570194208822492,23.387031338376318,2.5351710391853644,10000,city × scenario_raw,12
unique_source_year_119,time_slice_level,hidden_any_zone_high_tail_pct,late_2080s,,24.014689853349186,19.282621926883785,28.974206776819923,24.046352405762562,2.484772095166786,10000,city × scenario_raw,12
unique_source_year_119,time_slice_contrast,hidden_any_zone_high_tail_pct,,near_2030s minus baseline_2020s,-1.3501658398646441,-2.380611492756228,-0.03295444098077477,-1.2365199526636264,0.6026003841515584,10000,city × scenario_raw,12
unique_source_year_119,time_slice_contrast,hidden_any_zone_high_tail_pct,,mid_2050s minus baseline_2020s,0.41302654467784805,-1.6053828959628451,2.5094226030465983,0.42946695499444365,1.0624616090541186,10000,city × scenario_raw,12
unique_source_year_119,time_slice_contrast,hidden_any_zone_high_tail_pct,,late_2080s minus baseline_2020s,1.0426988373629236,-1.132321951363508,3.3774895654189243,1.0887880223806863,1.1509209676940162,10000,city × scenario_raw,12
unique_source_year_119,scenario_raw_level,mean_p_tail,ssp245,,0.10942509666136005,0.09972356642864062,0.11844205455139785,0.10946791459148042,0.005165474907607091,10000,city,6
unique_source_year_119,scenario_raw_level,mean_p_tail,ssp585,,0.11718710597184259,0.10607467392380786,0.1287231167291275,0.11720828442108495,0.00566559078795225,10000,city,6
unique_source_year_119,scenario_raw_contrast,mean_p_tail,,ssp585 minus ssp245,0.007762009310482543,0.0030707876990574423,0.012009418637536726,0.007740369829604526,0.0023281765438961004,10000,city,6
unique_source_year_119,scenario_raw_level,high_tail_pct,ssp245,,11.058605772250488,7.852478245340607,14.35546875,11.047942366740317,1.6355919448457867,10000,city,6
unique_source_year_119,scenario_raw_level,high_tail_pct,ssp585,,13.885482725591226,10.233694705677467,16.509260635486854,13.873364330679458,1.6482344137119278,10000,city,6
unique_source_year_119,scenario_raw_contrast,high_tail_pct,,ssp585 minus ssp245,2.8268769533407383,1.1080442965651676,4.479763034466002,2.8254219639391436,0.8716351928241708,10000,city,6
unique_source_year_119,scenario_raw_level,any_zone_high_tail_pct,ssp245,,34.12837211858552,24.359652510090235,43.73157609098473,34.158743070243986,5.00059649344933,10000,city,6
