city,year,month,day,hour,current_time,outdoor_temp_c,expected_tsv,discomfort_probability,zone_p_disc_max,zone_p_disc_p90,zone_p_disc_spread,zones_above_tail_020,mean_d_tail,zone_d_tail_max_abs,gap_max_minus_mean
Ahmedabad,2025,1,4,14,15.0,26.6,0.3761168333454512,0.1581061765665617,0.7203887855264002,0.3698291229814591,0.6693043231939173,3,0.10182043797571319,0.7103804452428306,0.5622826089598385
Phoenix,2081,9,28,16,16.75,38.975,0.3818537514970149,0.1609690133632111,0.7232124040343219,0.2252027707062932,0.6755415420545776,5,0.1126871493797706,0.7075568267349089,0.5622433906711107
Ahmedabad,2025,1,4,14,14.5,25.625,0.3727566690049238,0.1585711807632696,0.7203887855264002,0.37063465704599285,0.6693043231939173,3,0.10095314255894891,0.7103804452428306,0.5618176047631306
Ahmedabad,2059,1,2,13,13.25,24.475,0.4495043254676557,0.1617196545269029,0.7232124040343219,0.39940131706534,0.6666763456181821,3,0.11148821335953309,0.7075568267349089,0.5614927495074189
Ahmedabad,2059,1,2,13,13.25,24.475,0.4495043254676557,0.1617196545269029,0.7232124040343219,0.39940131706534,0.6666763456181821,3,0.11148821335953309,0.7075568267349089,0.5614927495074189
Phoenix,2086,10,3,16,16.25,38.8425,0.3459517555590128,0.1619699899621237,0.7232124040343219,0.2852667647313315,0.6666763456181821,3,0.11001327344068329,0.7075568267349089,0.5612424140721981
Phoenix,2086,10,3,16,16.25,38.8425,0.3459517555590128,0.1619699899621237,0.7232124040343219,0.2852667647313315,0.6666763456181821,3,0.11001327344068329,0.7075568267349089,0.5612424140721981
Ahmedabad,2025,11,20,15,15.5,33.955,0.4481310516367061,0.15944627955472,0.7203887855264002,0.3559597235646498,0.6485767322450486,3,0.1152392979568721,0.7103804452428306,0.5609425059716802
Ahmedabad,2032,1,18,14,14.25,25.040000000000003,0.4548835027105015,0.1627463776990481,0.7232124040343219,0.38520619392019106,0.6522685005088033,3,0.1128265017355272,0.7075568267349089,0.5604660263352738
Ahmedabad,2087,1,2,13,13.75,26.285,0.3155445783767624,0.159962326410454,0.7203887855264002,0.37206380217242946,0.6727179235466559,3,0.09521221804551769,0.7103804452428306,0.5604264591159462
Ahmedabad,2025,1,24,14,14.25,24.8575,0.4731399890587426,0.1628300041528761,0.7232124040343219,0.39690161189605333,0.6669992494857149,3,0.1152850256273203,0.7075568267349089,0.5603823998814458
Phoenix,2081,1,5,12,12.75,25.1175,0.4014576631968934,0.160793636457263,0.7203887855264002,0.4194820338345462,0.6693043231939173,3,0.1108846217352953,0.7103804452428306,0.5595951490691372
Ahmedabad,2025,1,5,14,14.5,25.415,0.4047942376263891,0.1608556769831757,0.7203887855264002,0.4194820338345462,0.6693043231939173,3,0.1109466622612081,0.7103804452428306,0.5595331085432245
