city,year,month,day,hour,current_time,outdoor_temp_c,expected_tsv,discomfort_probability,zone_p_disc_max,zone_p_disc_p90,zone_p_disc_spread,zones_above_tail_020,mean_d_tail,zone_d_tail_max_abs,gap_max_minus_mean
Phoenix,2050,10,3,17,17.5,40.745,0.2665181041266437,0.1566339846241551,0.6271937078486503,0.28988854614671805,0.5696678419017318,4,0.08603130631080891,0.6134480033812963,0.47055972322449513
Phoenix,2050,10,12,17,17.5,42.32,0.2938789901939421,0.144224855447436,0.6120837398159622,0.29581260622548367,0.5521310342936364,3,0.0839170695923806,0.6044111055448624,0.4678588843685262
Phoenix,2050,10,4,17,17.25,39.53,0.1639894559195177,0.1477262526664569,0.612059366771899,0.2711928218256826,0.5452434459857927,3,0.056145267822393305,0.6044354785889257,0.4643331141054421
Houston,2075,10,31,12,12.25,30.9175,0.3954424277173027,0.1513170293630912,0.6120837398159622,0.42883631713554987,0.555622511319811,3,0.1030226027909753,0.6044111055448624,0.460766710452871
Phoenix,2075,10,3,12,12.5,37.010000000000005,0.2084743825596846,0.1668791034179243,0.6271937078486503,0.4487823592186656,0.5570766106074287,3,0.074832126629683,0.6134480033812963,0.4603146044307259
Phoenix,2025,8,31,12,12.25,37.145,0.3095015753357214,0.1578427663795787,0.6166507840249501,0.3750436483674537,0.5498348632388438,3,0.09550846291488349,0.5998440613358745,0.4588080176453714
Phoenix,2075,10,3,13,13.25,38.03,0.2553400245680816,0.1715120454393363,0.6287242169595111,0.4536813628719748,0.5547621290067503,3,0.08221333175436521,0.6119174942704355,0.4572121715201748
Phoenix,2025,9,5,12,12.5,37.87,0.3617262724409105,0.163980720512259,0.6204611631384276,0.3750436483674537,0.547036195822785,3,0.10227408977044859,0.596033682222397,0.4564804426261686
Phoenix,2075,10,3,11,11.75,35.9325,0.1860485784306891,0.1590388182506083,0.6151202749140893,0.37504364836745374,0.540111572834944,3,0.0616843057115762,0.6013745704467354,0.456081456663481
Phoenix,2050,10,4,12,12.75,37.365,0.2458928858514973,0.1731225281176608,0.6287242169595111,0.4873991680231507,0.5619082961734048,3,0.08905928615097569,0.6119174942704355,0.45560168884185026
Phoenix,2025,9,6,11,11.75,37.7575,0.3725816334297377,0.1719476925242329,0.6271937078486503,0.3750436483674537,0.5664225824223524,4,0.11380252484083499,0.6134480033812963,0.45524601532441733
Houston,2075,10,31,12,12.5,31.065,0.413171005052798,0.1573338969313222,0.6120837398159622,0.4578065507765244,0.5545578738690438,3,0.108897518699104,0.6044111055448624,0.45474984288464004
Phoenix,2075,10,5,14,14.25,37.96,0.2285205126854843,0.1624692147869733,0.6166507840249501,0.44520571688289917,0.5465336867837286,3,0.0806378003103343,0.5998440613358745,0.4541815692379768
Phoenix,2075,10,3,16,16.5,39.745000000000005,0.3222154640111229,0.1611605257102716,0.6151202749140893,0.37504364836745374,0.5469237655411092,3,0.095665670373791,0.6013745704467354,0.45395974920381765
Phoenix,2075,10,3,13,13.75,38.53,0.2714437642677982,0.1732637306986716,0.6271937078486503,0.48801137166749503,0.5537687405330076,3,0.0879256294561623,0.6134480033812963,0.4539299771499786
Phoenix,2075,10,3,14,14.75,39.32,0.3744721309147253,0.1732643973589246,0.6271937078486503,0.48801137166749503,0.5603777870625439,3,0.1099730666048533,0.6134480033812963,0.4539293104897256
Phoenix,2075,10,5,14,14.5,38.14,0.2567663361046619,0.1627302608387547,0.6166507840249501,0.44520571688289917,0.5432258167093075,3,0.08132470134242259,0.5998440613358745,0.4539205231861954
Phoenix,2050,10,12,11,12.0,39.09,0.3356197536883165,0.1583590500530206,0.612059366771899,0.44648846772751644,0.5512882413456012,3,0.0968497526435561,0.6044354785889257,0.4537003167188784
Phoenix,2025,10,30,14,14.25,35.94,0.3805846959587919,0.1584215125299228,0.612059366771899,0.48801137166749503,0.5685428832554155,3,0.10503594404009049,0.6044354785889257,0.4536378542419762
Phoenix,2025,9,5,11,12.0,37.12,0.3784268746684929,0.1707398851004623,0.6241571727505232,0.3750436483674537,0.5507322054348806,4,0.11176361261303522,0.6164845384794234,0.45341728765006084
Phoenix,2075,10,3,12,12.75,37.395,0.2139032204449064,0.1634699130201999,0.6166507840249501,0.43303891596643695,0.5465336867837286,3,0.074137271960476,0.5998440613358745,0.45318087100475024
Phoenix,2075,10,4,16,16.5,40.045,0.320991502136959,0.1619678082608956,0.6151202749140893,0.3750436483674538,0.5469237655411092,3,0.0968774145655193,0.6013745704467354,0.45315246665319364
Phoenix,2025,10,30,14,14.75,36.3,0.4052170950094502,0.1590785735150833,0.612059366771899,0.48618455398389987,0.5559516519611125,3,0.1081698619105075,0.6044354785889257,0.4529807932568157
Phoenix,2075,10,3,14,14.5,39.14,0.3612319345128668,0.1742723261384874,0.6271937078486503,0.48801137166749503,0.5589971984756703,3,0.10696747737869619,0.6134480033812963,0.45292138171016283
Phoenix,2075,10,4,12,13.0,38.09,0.2259474158467966,0.1638669100817822,0.6166507840249501,0.445570162261,0.5465336867837286,3,0.0759510208828306,0.5998440613358745,0.4527838739431679
Phoenix,2025,10,30,14,14.5,36.12,0.390088485054771,0.1594118944648854,0.612059366771899,0.48801137166749503,0.5559516519611125,3,0.1060263259750532,0.6044354785889257,0.4526474723070136
Phoenix,2025,9,6,12,12.5,38.785,0.3703518056618041,0.1641140998910277,0.6166507840249501,0.3750436483674537,0.54845427465197,3,0.1052892397726752,0.5998440613358745,0.4525366841339224
Phoenix,2075,10,4,14,14.5,39.445,0.338971165279102,0.1641213553935341,0.6166507840249501,0.445570162261,0.54845427465197,3,0.09881901170340901,0.5998440613358745,0.452529428631416
Phoenix,2075,10,5,13,14.0,37.78,0.2058200029207824,0.1644766296222512,0.6166507840249501,0.44520571688289917,0.5465336867837286,3,0.069973511095868,0.5998440613358745,0.4521741544026989
Phoenix,2075,10,4,14,14.75,39.6275,0.3608296268764053,0.1646579039050289,0.6166507840249501,0.445570162261,0.5429349136189846,3,0.10078980590325479,0.5998440613358745,0.4519928801199212
