weather,city,scenario_raw,time_slice,severity,weather_year,rows,weather_cases,mean_mu,mean_abs_mu,mean_p_tail,p95_p_tail,high_tail_pct,near_mean_pct,near_mean_high_tail_pct,near_mean_directional_tail_pct,warm_tail_dominant_pct,cold_tail_dominant_pct,sign_conflict_pct_of_comparable,sign_comparable_rows
houston_ssp585_late_2080s_heatwave_extreme_2086,Houston,ssp585,late_2080s,heatwave_extreme,2086,16704,1,0.35096611874342604,0.3620107098005101,0.13720290573415228,0.3393738088715313,25.87404214559387,39.224137931034484,0.0,0.0,31.65110153256705,0.0,0.0,5287
houston_ssp585_late_2080s_hot_2080,Houston,ssp585,late_2080s,hot,2080,16704,1,0.3240750058987993,0.3328574683095945,0.12808978415195202,0.335356922096892,22.03065134099617,42.85799808429119,0.0,0.0,27.215038314176244,0.0,0.0,4546
houston_ssp585_late_2080s_typical_2088,Houston,ssp585,late_2080s,typical,2088,16704,1,0.3407901931082853,0.3531167037827757,0.13387079080121644,0.34165374727140285,23.293821839080458,40.87643678160919,0.0,0.0,30.597461685823756,0.0,0.0,5111
houston_ssp585_mid_2050s_heatwave_extreme_2059,Houston,ssp585,mid_2050s,heatwave_extreme,2059,16704,1,0.25396930644561966,0.2745896308885685,0.1098488293002195,0.29668705272201357,14.774904214559387,47.40181992337165,0.0,0.0,21.755268199233715,0.0,0.0,3634
houston_ssp585_mid_2050s_hot_2058,Houston,ssp585,mid_2050s,hot,2058,16704,1,0.26102554114500387,0.27663860618001007,0.11002574342186945,0.2916120621624615,14.70905172413793,45.025143678160916,0.0,0.0,22.096503831417625,0.0,0.0,3691
houston_ssp585_mid_2050s_typical_2055,Houston,ssp585,mid_2050s,typical,2055,16704,1,0.24938176285487834,0.26920780271014105,0.10841005133753348,0.28318524206416196,13.679358237547893,46.99473180076628,0.0,0.0,22.294061302681992,0.0,0.0,3724
houston_ssp585_near_2030s_heatwave_extreme_2037,Houston,ssp585,near_2030s,heatwave_extreme,2037,16704,1,0.23494227688572913,0.2494138295384755,0.10190897992407795,0.26182137023042507,10.727969348659004,46.467911877394634,0.0,0.0,18.384818007662833,0.0,0.0,3071
houston_ssp585_near_2030s_hot_2035,Houston,ssp585,near_2030s,hot,2035,16704,1,0.22178862055158932,0.23278079844230812,0.0962460771383003,0.2352870588149669,8.153735632183908,45.66570881226053,0.0,0.0,15.547174329501914,0.0,0.0,2597
houston_ssp585_near_2030s_typical_2038,Houston,ssp585,near_2030s,typical,2038,16704,1,0.20093457636008566,0.230623532232365,0.09637998633620089,0.2375065600317644,8.914032567049809,49.730603448275865,0.0,0.0,16.774425287356323,0.0,0.0,2802
kolkata_ssp245_baseline_2020s_heatwave_extreme_2027,Kolkata,ssp245,baseline_2020s,heatwave_extreme,2027,16704,1,0.3093318913103333,0.3133788395324213,0.12124561152501726,0.30883695395565663,15.086206896551724,39.439655172413794,0.0,0.0,23.162116858237546,0.0,0.0,3869
kolkata_ssp245_baseline_2020s_hot_2028,Kolkata,ssp245,baseline_2020s,hot,2028,16704,1,0.29152194206419707,0.2937159141382658,0.11520884203915553,0.28713340880322874,13.679358237547893,38.110632183908045,0.0,0.0,23.641044061302683,0.0,0.0,3949
kolkata_ssp245_baseline_2020s_typical_2026,Kolkata,ssp245,baseline_2020s,typical,2026,16704,1,0.27364461271371526,0.2765549930495905,0.11046108416623983,0.2893555943686219,12.72749042145594,40.39152298850575,0.0,0.0,20.677681992337167,0.0,0.0,3454
kolkata_ssp245_late_2080s_heatwave_extreme_2086,Kolkata,ssp245,late_2080s,heatwave_extreme,2086,16704,1,0.3989955797958103,0.4002434360594561,0.1460068295922895,0.3391496777394159,26.514607279693486,31.669061302681996,0.0,0.0,35.63817049808429,0.0,0.0,5953
kolkata_ssp245_late_2080s_hot_2087,Kolkata,ssp245,late_2080s,hot,2087,16704,1,0.374910207327968,0.37637194644569444,0.13885848588013797,0.3288971359384272,23.293821839080458,31.375718390804597,0.0,0.0,33.01005747126437,0.0,0.0,5514
kolkata_ssp245_late_2080s_typical_2084,Kolkata,ssp245,late_2080s,typical,2084,16704,1,0.36962627676451787,0.37280161530938294,0.13774532830970945,0.3483545156990701,22.737068965517242,37.092911877394634,0.0,0.0,29.268438697318004,0.0,0.0,4889
kolkata_ssp245_mid_2050s_heatwave_extreme_2053,Kolkata,ssp245,mid_2050s,heatwave_extreme,2053,16704,1,0.3508291606360141,0.3524639129929787,0.13177205804016165,0.3234268025599617,21.755268199233715,33.728448275862064,0.0,0.0,29.08285440613027,0.0,0.0,4858
kolkata_ssp245_mid_2050s_hot_2053,Kolkata,ssp245,mid_2050s,hot,2053,16704,1,0.3508291606360141,0.3524639129929787,0.13177205804016165,0.3234268025599617,21.755268199233715,33.728448275862064,0.0,0.0,29.08285440613027,0.0,0.0,4858
kolkata_ssp245_mid_2050s_typical_2058,Kolkata,ssp245,mid_2050s,typical,2058,16704,1,0.2951355363510094,0.29685646851140407,0.11590248404978586,0.311829592471129,14.960488505747128,40.51724137931034,0.0,0.0,21.898946360153257,0.0,0.0,3658
kolkata_ssp245_near_2030s_heatwave_extreme_2039,Kolkata,ssp245,near_2030s,heatwave_extreme,2039,16704,1,0.296269493313193,0.299260343460757,0.11754441166883137,0.30904943327435797,16.47509578544061,39.116379310344826,0.0,0.0,23.94037356321839,0.0,0.0,3999
kolkata_ssp245_near_2030s_hot_2031,Kolkata,ssp245,near_2030s,hot,2031,16704,1,0.3392666291671674,0.34179442996800985,0.1284189940543762,0.3065529281747032,20.725574712643677,34.62045019157088,0.0,0.0,29.74137931034483,0.0,0.0,4968
