weather,city,scenario_raw,time_slice,severity,weather_year,rows,weather_cases,mean_mu,mean_abs_mu,mean_p_tail,p95_p_tail,high_tail_pct,near_mean_pct,near_mean_high_tail_pct,near_mean_directional_tail_pct,warm_tail_dominant_pct,cold_tail_dominant_pct,sign_conflict_pct_of_comparable,sign_comparable_rows
kolkata_ssp245_near_2030s_typical_2036,Kolkata,ssp245,near_2030s,typical,2036,16704,1,0.2390456874300501,0.24264376957793912,0.10072067089625003,0.25344228641117733,9.123563218390805,46.0727969348659,0.0,0.0,15.762691570881227,0.0,0.0,2633
kolkata_ssp585_baseline_2020s_heatwave_extreme_2027,Kolkata,ssp585,baseline_2020s,heatwave_extreme,2027,16704,1,0.23473140072235116,0.23949533120103617,0.10039682508526748,0.26485188794836323,8.979885057471265,47.00071839080459,0.0,0.0,16.056034482758623,0.0,0.0,2682
kolkata_ssp585_baseline_2020s_hot_2026,Kolkata,ssp585,baseline_2020s,hot,2026,16704,1,0.25729688095099923,0.259971427117355,0.10525251245749616,0.2664763866234015,10.901580459770114,42.07375478927203,0.0,0.0,18.558429118773947,0.0,0.0,3100
kolkata_ssp585_baseline_2020s_typical_2029,Kolkata,ssp585,baseline_2020s,typical,2029,16704,1,0.2074265177022417,0.21207908009583606,0.09277647613346625,0.21032726999302603,5.974616858237548,48.162116858237546,0.0,0.0,12.230603448275861,0.0,0.0,2043
kolkata_ssp585_late_2080s_heatwave_extreme_2080,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,16704,1,0.5447016669282386,0.5454848830724814,0.18664486440825387,0.3699001861809027,41.133860153256705,20.049090038314176,0.0,0.0,52.43055555555556,0.0,0.0,8758
kolkata_ssp585_late_2080s_hot_2080,Kolkata,ssp585,late_2080s,hot,2080,16704,1,0.5447016669282386,0.5454848830724814,0.18664486440825387,0.3699001861809027,41.133860153256705,20.049090038314176,0.0,0.0,52.43055555555556,0.0,0.0,8758
kolkata_ssp585_late_2080s_typical_2088,Kolkata,ssp585,late_2080s,typical,2088,16704,1,0.4217344554352256,0.4227770567479412,0.1512660210234271,0.34318176875256623,27.49640804597701,28.130986590038315,0.0,0.0,39.07447318007663,0.0,0.0,6527
kolkata_ssp585_mid_2050s_heatwave_extreme_2059,Kolkata,ssp585,mid_2050s,heatwave_extreme,2059,16704,1,0.5156648614998398,0.5166826254127477,0.1807761723905223,0.3600358679307202,40.52921455938697,21.635536398467433,0.0,0.0,50.49090038314177,0.0,0.0,8434
kolkata_ssp585_mid_2050s_hot_2059,Kolkata,ssp585,mid_2050s,hot,2059,16704,1,0.5156648614998398,0.5166826254127477,0.1807761723905223,0.3600358679307202,40.52921455938697,21.635536398467433,0.0,0.0,50.49090038314177,0.0,0.0,8434
kolkata_ssp585_mid_2050s_typical_2057,Kolkata,ssp585,mid_2050s,typical,2057,16704,1,0.2871001703207852,0.2901098841917449,0.1151609524872395,0.32206893296855094,14.76293103448276,42.1036877394636,0.0,0.0,21.168582375478927,0.0,0.0,3536
kolkata_ssp585_near_2030s_heatwave_extreme_2032,Kolkata,ssp585,near_2030s,heatwave_extreme,2032,16704,1,0.2089817215912075,0.21523391951632603,0.09539138669437582,0.24822047721219115,8.494971264367816,52.975335249042146,0.0,0.0,14.691091954022989,0.0,0.0,2454
kolkata_ssp585_near_2030s_hot_2030,Kolkata,ssp585,near_2030s,hot,2030,16704,1,0.2596643460412016,0.26357414467879214,0.10649069695316833,0.27019060749327845,11.332614942528735,41.3852969348659,0.0,0.0,19.10919540229885,0.0,0.0,3192
kolkata_ssp585_near_2030s_typical_2038,Kolkata,ssp585,near_2030s,typical,2038,16704,1,0.21175645261374623,0.21778593625866036,0.09543846322827865,0.24539946660987677,7.579022988505748,53.01724137931034,0.0,0.0,13.068726053639848,0.0,0.0,2183
phoenix_ssp245_baseline_2020s_heatwave_extreme_2025,Phoenix,ssp245,baseline_2020s,heatwave_extreme,2025,16704,1,0.24000500204817243,0.24857053879280902,0.10990964071429286,0.20690207010244538,5.531609195402299,28.81345785440613,0.0,0.0,14.427681992337165,0.0,0.0,2410
phoenix_ssp245_baseline_2020s_hot_2028,Phoenix,ssp245,baseline_2020s,hot,2028,16704,1,0.24935544453829284,0.25516442543881723,0.11151781169516518,0.23180092988936585,7.165948275862069,28.029214559386972,0.0,0.0,14.385775862068966,0.0,0.0,2403
phoenix_ssp245_baseline_2020s_typical_2026,Phoenix,ssp245,baseline_2020s,typical,2026,16704,1,0.24275553727704333,0.2494068503799276,0.10780942192237235,0.1973682429494462,4.837164750957855,28.502155172413797,0.0,0.0,13.18845785440613,0.0,0.0,2203
phoenix_ssp245_late_2080s_heatwave_extreme_2086,Phoenix,ssp245,late_2080s,heatwave_extreme,2086,16704,1,0.3252167256779239,0.3330310446000101,0.1390535509467143,0.34718784296794897,16.445162835249043,24.592911877394634,0.0,0.0,25.532806513409962,0.0,0.0,4265
phoenix_ssp245_late_2080s_hot_2086,Phoenix,ssp245,late_2080s,hot,2086,16704,1,0.3252167256779239,0.3330310446000101,0.1390535509467143,0.34718784296794897,16.445162835249043,24.592911877394634,0.0,0.0,25.532806513409962,0.0,0.0,4265
phoenix_ssp245_late_2080s_typical_2081,Phoenix,ssp245,late_2080s,typical,2081,16704,1,0.29516032319058133,0.30267817963390575,0.12883236701668163,0.3348054757183139,13.20043103448276,28.065134099616856,0.0,0.0,20.090996168582375,0.0,0.0,3356
phoenix_ssp245_mid_2050s_heatwave_extreme_2051,Phoenix,ssp245,mid_2050s,heatwave_extreme,2051,16704,1,0.29389096834004774,0.3018462859544318,0.1280117336356327,0.3290143995967186,13.056752873563218,26.239224137931032,0.0,0.0,20.516044061302683,0.0,0.0,3427
phoenix_ssp245_mid_2050s_hot_2058,Phoenix,ssp245,mid_2050s,hot,2058,16704,1,0.3222220052495617,0.3276843924881913,0.13393213985107746,0.32135249369171903,15.56513409961686,20.288553639846743,0.0,0.0,24.467193486590038,0.0,0.0,4087
phoenix_ssp245_mid_2050s_typical_2054,Phoenix,ssp245,mid_2050s,typical,2054,16704,1,0.2809870775196284,0.2896348089232562,0.12238273954206344,0.2820175423033977,10.482519157088124,24.81441570881226,0.0,0.0,18.612308429118773,0.0,0.0,3109
phoenix_ssp245_near_2030s_heatwave_extreme_2039,Phoenix,ssp245,near_2030s,heatwave_extreme,2039,16704,1,0.2905658351012327,0.30027601169304463,0.12749490490942533,0.2979011299932008,12.775383141762454,27.484434865900383,0.0,0.0,22.413793103448278,0.0,0.0,3744
phoenix_ssp245_near_2030s_hot_2039,Phoenix,ssp245,near_2030s,hot,2039,16704,1,0.2905658351012327,0.30027601169304463,0.12749490490942533,0.2979011299932008,12.775383141762454,27.484434865900383,0.0,0.0,22.413793103448278,0.0,0.0,3744
phoenix_ssp245_near_2030s_typical_2034,Phoenix,ssp245,near_2030s,typical,2034,16704,1,0.26564760640330676,0.2747024300988435,0.11681594962240954,0.24308173560010463,7.746647509578544,25.179597701149426,0.0,0.0,18.271072796934863,0.0,0.0,3052
phoenix_ssp585_baseline_2020s_heatwave_extreme_2025,Phoenix,ssp585,baseline_2020s,heatwave_extreme,2025,16704,1,0.26866304121416457,0.2772076541176704,0.12109538720737516,0.2787736063315166,10.512452107279694,29.07088122605364,0.0,0.0,19.15110153256705,0.0,0.0,3199
phoenix_ssp585_baseline_2020s_hot_2025,Phoenix,ssp585,baseline_2020s,hot,2025,16704,1,0.26866304121416457,0.2772076541176704,0.12109538720737516,0.2787736063315166,10.512452107279694,29.07088122605364,0.0,0.0,19.15110153256705,0.0,0.0,3199
phoenix_ssp585_baseline_2020s_typical_2029,Phoenix,ssp585,baseline_2020s,typical,2029,16704,1,0.26993285734021577,0.27762554546099044,0.11872709347755517,0.2693527182377858,9.66235632183908,27.819683908045977,0.0,0.0,18.23515325670498,0.0,0.0,3046
phoenix_ssp585_late_2080s_heatwave_extreme_2085,Phoenix,ssp585,late_2080s,heatwave_extreme,2085,16704,1,0.3998270299529345,0.4079799660711465,0.16731155459388472,0.44249001443497854,25.85009578544061,22.413793103448278,0.0,0.0,31.47749042145594,0.0,0.0,5258
phoenix_ssp585_late_2080s_hot_2089,Phoenix,ssp585,late_2080s,hot,2089,16704,1,0.4516200415123974,0.45678066077901064,0.1815785997567599,0.48701288709531787,29.663553639846747,21.8330938697318,0.0,0.0,33.55483716475096,0.0,0.0,5605
phoenix_ssp585_late_2080s_typical_2081,Phoenix,ssp585,late_2080s,typical,2081,16704,1,0.38570583559229193,0.3900828559226917,0.15720860816696425,0.4079206543703444,23.581178160919542,20.390325670498086,0.0,0.0,30.549568965517242,0.0,0.0,5103
phoenix_ssp585_mid_2050s_heatwave_extreme_2057,Phoenix,ssp585,mid_2050s,heatwave_extreme,2057,16704,1,0.29458278407012906,0.30510808331548245,0.13098542573638441,0.3304473823986818,14.086446360153257,27.244971264367816,0.0,0.0,21.863026819923373,0.0,0.0,3652
phoenix_ssp585_mid_2050s_hot_2057,Phoenix,ssp585,mid_2050s,hot,2057,16704,1,0.29458278407012906,0.30510808331548245,0.13098542573638441,0.3304473823986818,14.086446360153257,27.244971264367816,0.0,0.0,21.863026819923373,0.0,0.0,3652
phoenix_ssp585_mid_2050s_typical_2050,Phoenix,ssp585,mid_2050s,typical,2050,16704,1,0.3057405945166784,0.3133168338728615,0.13105905701116422,0.35483744742478907,14.661159003831417,24.646791187739463,0.0,0.0,20.701628352490424,0.0,0.0,3458
phoenix_ssp585_near_2030s_heatwave_extreme_2033,Phoenix,ssp585,near_2030s,heatwave_extreme,2033,16704,1,0.2866862069998885,0.2955305122658668,0.12746434725017383,0.31047690215335727,11.799568965517242,27.77777777777778,0.0,0.0,20.58189655172414,0.0,0.0,3438
phoenix_ssp585_near_2030s_hot_2033,Phoenix,ssp585,near_2030s,hot,2033,16704,1,0.2866862069998885,0.2955305122658668,0.12746434725017383,0.31047690215335727,11.799568965517242,27.77777777777778,0.0,0.0,20.58189655172414,0.0,0.0,3438
phoenix_ssp585_near_2030s_typical_2034,Phoenix,ssp585,near_2030s,typical,2034,16704,1,0.2576104736645781,0.26814688381121154,0.11675926213766584,0.2462491934855839,8.31537356321839,28.39439655172414,0.0,0.0,17.81609195402299,0.0,0.0,2976
