scope,rows,weather_cases,mean_mu,mean_abs_mu,mean_p_tail,p95_p_tail,high_tail_pct,near_mean_pct,near_mean_high_tail_pct,near_mean_directional_tail_pct,warm_tail_dominant_pct,cold_tail_dominant_pct,sign_conflict_pct_of_comparable,sign_comparable_rows,city,scenario_raw,time_slice,severity
city_scenario_time_slice,50112,3,0.13831879631420277,0.1686607810776938,0.08655647120107736,0.12943443015688774,2.5063856960408684,50.7323595146871,0.0,0.003991060025542784,4.503911238825032,0.0,0.0,2255,Beijing,ssp245,baseline_2020s,
city_scenario_time_slice,50112,3,0.2277942906600225,0.24615618411618165,0.10674688458820475,0.3153739275159097,10.296934865900383,45.26660280970626,0.0,0.003991060025542784,13.284243295019158,0.0,0.0,6655,Beijing,ssp245,late_2080s,
city_scenario_time_slice,50112,3,0.1886622715801398,0.21183714110651738,0.09696733541380834,0.24383073146971634,6.281928480204342,47.36590038314176,0.0,0.005986590038314176,9.636414431673053,0.0,0.0,4826,Beijing,ssp245,mid_2050s,
city_scenario_time_slice,50112,3,0.11442206995829117,0.1566253135454659,0.08405300143066251,0.12120461426978547,1.119492337164751,52.77977330779054,0.0,0.0,2.9134738186462323,0.0,0.0,1460,Beijing,ssp245,near_2030s,
city_scenario_time_slice,50112,3,0.12274786648260165,0.1623910719756212,0.08596965463846205,0.12747058024326618,1.9655970625798214,52.33077905491699,0.0,0.013968710089399743,4.08484993614304,0.0,0.0,2040,Beijing,ssp585,baseline_2020s,
city_scenario_time_slice,50112,3,0.2435169072214883,0.2618210493376433,0.11099386992593385,0.3189294092786225,11.629948914431672,44.40054278416347,0.0,0.0,16.461127075351214,0.0,0.0,8249,Beijing,ssp585,late_2080s,
city_scenario_time_slice,50112,3,0.18313626919426693,0.2144997446131573,0.09949467360524522,0.2568550312697646,6.926484674329501,48.227969348659,0.0,0.0,10.438617496807153,0.0,0.0,5231,Beijing,ssp585,mid_2050s,
city_scenario_time_slice,50112,3,0.14221277944886315,0.1835043694196622,0.09046696006985325,0.152654770533909,3.0751117496807154,47.76899744572158,0.0,0.001995530012771392,6.287915070242657,0.0,0.0,3150,Beijing,ssp585,near_2030s,
city_scenario_time_slice,50112,3,0.19171889564547906,0.2008243944588356,0.08963541788353184,0.21562351211108707,6.138250319284802,55.17840038314177,0.0,0.0,11.35257024265645,0.0,0.0,5689,Guangzhou,ssp245,baseline_2020s,
city_scenario_time_slice,50112,3,0.2943217186293384,0.3002707241184861,0.11658997738964542,0.2963967890194141,15.49529054916986,40.37954980842912,0.0,0.0,24.273627075351214,0.0,0.0,12164,Guangzhou,ssp245,late_2080s,
