scope,rows,mean_agg_p_tail_spread_mean,mean_agg_p_tail_spread_p95,max_zone_p_tail_spread_mean,max_zone_p_tail_spread_p95,mean_agg_threshold_flip_rows,mean_agg_threshold_flip_pct,max_zone_threshold_flip_rows,max_zone_threshold_flip_pct,sreal_mean_hidden_rows,sreal_mean_hidden_pct,sreal_zone_hidden_rows,sreal_zone_hidden_pct,direction_flip_rows,direction_flip_pct,tail_threshold,direction_threshold
all,2405376,0.07369362562894821,0.20926425606012344,0.13657177984714508,0.3266878128051758,456768,18.989463601532567,929994,38.663144556194126,452104,18.795564601958283,878139,36.50734853927203,410997,17.086601013729247,0.2,0.02
