scope,city,threshold,rows,mean_zone_high_tail_pct,p90_zone_high_tail_pct,any_zone_high_tail_pct,hidden_any_zone_pct,mean_warm_tail_high_pct,mean_cold_tail_high_pct
city,Ahmedabad,0.05,400896,99.75255427841635,99.95909163473819,99.99326508620689,0.24071080779054918,63.261544141123885,0.6176165389527459
city,Ahmedabad,0.1,400896,48.942618534482754,60.91729525862068,73.0675786238825,24.124960089399742,37.635446599616856,0.0
city,Ahmedabad,0.15,400896,27.818436701787995,50.6482978128991,61.11585049489145,33.297413793103445,21.729575750319285,0.0
city,Ahmedabad,0.2,400896,17.107179916985952,42.160809786079184,54.47672214240102,37.36954222541507,15.164531449553001,0.0
city,Ahmedabad,0.25,400896,11.692558668582375,37.276999521072796,50.13095665708812,38.43839798850575,10.147020673690932,0.0
city,Ahmedabad,0.3,400896,6.905032726692209,28.597192289272034,38.56536358556833,31.66033085887612,5.79452027458493,0.0
city,Ahmedabad,0.35,400896,2.427811701787995,19.412266522988507,29.876825909961685,27.44901420817369,1.8555934706257982,0.0
city,Ahmedabad,0.4,400896,0.7475754310344828,11.264766922094509,18.571649505108557,17.824074074074073,0.5986590038314177,0.0
city,Beijing,0.05,400896,99.81541347381865,99.99251676245211,100.0,0.18458652618135377,56.74015205938697,0.4644596104725415
city,Beijing,0.1,400896,18.403775542784164,44.6005946679438,56.61493255108557,38.211157008301406,11.449353448275861,0.0
city,Beijing,0.15,400896,7.425117736270753,21.156609195402297,31.371727330779052,23.9466095945083,6.681533365261813,0.0
city,Beijing,0.2,400896,5.475235472541507,9.981641123882504,15.54966874201788,10.074433269476373,4.9788473818646235,0.0
city,Beijing,0.25,400896,4.057910280970626,8.108087883141762,13.004120769476375,8.946210488505747,3.63211406449553,0.0
city,Beijing,0.3,400896,2.479196599616858,5.157447318007663,8.112078943167306,5.632882343550447,2.153176883780332,0.0
city,Beijing,0.35,400896,0.9059706257982121,3.340018358876117,5.98284841954023,5.0768777937420175,0.7356022509578544,0.0
city,Beijing,0.4,400896,0.25742337164750956,1.4245589878671776,2.6912216634738186,2.4337982918263092,0.22399824393358878,0.0
city,Guangzhou,0.05,400896,99.40558149744572,99.92591594827587,99.9862807311622,0.5806992337164751,43.127394636015325,0.5487707535121328
city,Guangzhou,0.1,400896,29.922473659003828,40.01162396232439,48.673720865261814,18.751247206257982,23.378382423371647,0.0
city,Guangzhou,0.15,400896,18.132383461047255,31.559057710727966,38.495270593869726,20.362887132822475,15.936552123243933,0.0
city,Guangzhou,0.2,400896,12.514467592592593,23.273118215197957,32.07889327905492,19.564425686462325,11.036777618135376,0.0
city,Guangzhou,0.25,400896,8.25825151660281,19.73554238505747,29.046934865900383,20.788683349297575,7.041975973818647,0.0
city,Guangzhou,0.3,400896,4.142221424010217,12.704791267560664,17.97299050127714,13.830769077266922,3.3869133141762453,0.0
city,Guangzhou,0.35,400896,1.239473579182631,8.066930076628353,12.506485472541506,11.267011893358877,0.8922513569604086,0.0
city,Guangzhou,0.4,400896,0.16862228607918264,3.2806513409961684,6.697996487867178,6.529374201787995,0.12521950830140485,0.0
