case_id,condition,left,right,spearman_rho,n_hours
ahmedabad_ssp245_mid_2050s_typical_2058,may_through_september,zone_cooling_rate_w,discomfort_probability,0.30726270582879645,1853
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,all_occupied_hours,outdoor_temp_c,mean_operative_temp_c,0.5696258701440919,4437
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,all_occupied_hours,mean_operative_temp_c,discomfort_probability,0.9145808848741122,4437
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,all_occupied_hours,mean_operative_temp_c,warm_discomfort_probability,0.9293638774438985,4437
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,all_occupied_hours,mean_operative_temp_c,cold_discomfort_probability,-0.9018770386034474,4437
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,all_occupied_hours,zone_cooling_rate_w,discomfort_probability,0.49642543722794846,4437
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_20_c,outdoor_temp_c,mean_operative_temp_c,0.4846016168033111,4085
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_20_c,mean_operative_temp_c,discomfort_probability,0.9257286756800416,4085
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_20_c,mean_operative_temp_c,warm_discomfort_probability,0.9413099389842345,4085
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_20_c,mean_operative_temp_c,cold_discomfort_probability,-0.9167054413611875,4085
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_20_c,zone_cooling_rate_w,discomfort_probability,0.4434391137667371,4085
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_25_c,outdoor_temp_c,mean_operative_temp_c,0.3915310501932288,3526
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_25_c,mean_operative_temp_c,discomfort_probability,0.9341687272402421,3526
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_25_c,mean_operative_temp_c,warm_discomfort_probability,0.950390624455813,3526
ahmedabad_ssp245_near_2030s_heatwave_extreme_2034,outdoor_temp_ge_25_c,mean_operative_temp_c,cold_discomfort_probability,-0.9345343986237966,3526
