case_id,zone,position,floor,orientation,association,spearman_rho,n_hours
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_p_tail,0.28672288851483296,4437
ahmedabad_ssp585_mid_2050s_hot_2050,core_bottom,core,bottom,core,horizontal_GHI__zone_operative_temperature,0.30619979505600853,4437
ahmedabad_ssp585_mid_2050s_hot_2050,core_bottom,core,bottom,core,horizontal_GHI__zone_p_tail,0.2262033468153909,4437
ahmedabad_ssp585_mid_2050s_hot_2050,core_mid,core,middle,core,horizontal_GHI__zone_operative_temperature,0.2636334839088872,4437
ahmedabad_ssp585_mid_2050s_hot_2050,core_mid,core,middle,core,horizontal_GHI__zone_p_tail,0.17871605756243963,4437
ahmedabad_ssp585_mid_2050s_hot_2050,core_top,core,top,core,horizontal_GHI__zone_operative_temperature,0.33969704494615616,4437
ahmedabad_ssp585_mid_2050s_hot_2050,core_top,core,top,core,horizontal_GHI__zone_p_tail,0.22972853053982314,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_operative_temperature,0.4071895779264056,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_p_tail,0.3729857747301213,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_operative_temperature,0.5654892033895907,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_p_tail,0.5269345221724577,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_operative_temperature,0.6273465103133637,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_p_tail,0.5848982520507126,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_operative_temperature,0.39519475437394663,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_p_tail,0.31207999204389897,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_operative_temperature,0.3304288274348819,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_p_tail,0.28624014915730345,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_operative_temperature,0.49995881764751565,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_p_tail,0.48420272786095575,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_operative_temperature,0.564828033713719,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_p_tail,0.5445885573663218,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_operative_temperature,0.30992233205761643,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_p_tail,0.2376219263197897,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_operative_temperature,0.3697109811261003,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_p_tail,0.35375452825358356,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_operative_temperature,0.5293310852022716,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_p_tail,0.5021651343707567,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_operative_temperature,0.6406123761586072,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_p_tail,0.6089574940870484,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_operative_temperature,0.3646216642067664,4437
ahmedabad_ssp585_mid_2050s_hot_2050,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_p_tail,0.29504081337810373,4437
ahmedabad_ssp585_mid_2050s_typical_2055,core_bottom,core,bottom,core,horizontal_GHI__zone_operative_temperature,0.32760471255638934,4437
ahmedabad_ssp585_mid_2050s_typical_2055,core_bottom,core,bottom,core,horizontal_GHI__zone_p_tail,0.1610228611642953,4437
ahmedabad_ssp585_mid_2050s_typical_2055,core_mid,core,middle,core,horizontal_GHI__zone_operative_temperature,0.28488464518105255,4437
ahmedabad_ssp585_mid_2050s_typical_2055,core_mid,core,middle,core,horizontal_GHI__zone_p_tail,0.16403521094468998,4437
ahmedabad_ssp585_mid_2050s_typical_2055,core_top,core,top,core,horizontal_GHI__zone_operative_temperature,0.38663910228671655,4437
ahmedabad_ssp585_mid_2050s_typical_2055,core_top,core,top,core,horizontal_GHI__zone_p_tail,0.2188044003437738,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_operative_temperature,0.4554309213212573,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_p_tail,0.4091925094880084,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_operative_temperature,0.6351354694642063,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_p_tail,0.5373792724197927,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_operative_temperature,0.662361580339068,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_p_tail,0.5732110734886379,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_operative_temperature,0.433703156850742,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_p_tail,0.3244347255590199,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_operative_temperature,0.3629054923882679,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_p_tail,0.3253563986909717,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_operative_temperature,0.5595560637108096,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_p_tail,0.49053487225652914,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_operative_temperature,0.5589338638560963,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_p_tail,0.5180827480496452,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_operative_temperature,0.334476674137608,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_p_tail,0.21524752108001347,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_operative_temperature,0.4145231296757631,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_p_tail,0.38622457582994657,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_operative_temperature,0.6001603137948657,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_p_tail,0.49845480157499905,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_operative_temperature,0.6683177865487947,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_p_tail,0.6016233748518689,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_operative_temperature,0.4076171439933017,4437
ahmedabad_ssp585_mid_2050s_typical_2055,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_p_tail,0.3002403979903988,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,core_bottom,core,bottom,core,horizontal_GHI__zone_operative_temperature,0.30367271340126006,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,core_bottom,core,bottom,core,horizontal_GHI__zone_p_tail,0.16434259953490943,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,core_mid,core,middle,core,horizontal_GHI__zone_operative_temperature,0.2532072766690733,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,core_mid,core,middle,core,horizontal_GHI__zone_p_tail,0.15295146637482737,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,core_top,core,top,core,horizontal_GHI__zone_operative_temperature,0.33366225414334344,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,core_top,core,top,core,horizontal_GHI__zone_p_tail,0.1850377941354205,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_operative_temperature,0.39392169021826073,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_p_tail,0.3820314836487695,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_operative_temperature,0.5777906547857984,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_p_tail,0.5294536115301427,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_operative_temperature,0.6267952739540915,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_p_tail,0.5624246591358938,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_operative_temperature,0.38873253496910304,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_p_tail,0.3045180420889484,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_operative_temperature,0.3198478485709445,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_p_tail,0.2576691957786886,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_operative_temperature,0.4909949845589958,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_p_tail,0.467226215304611,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_operative_temperature,0.5220698011287059,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_p_tail,0.48916897195383846,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_operative_temperature,0.2913523629268571,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_p_tail,0.19250359007198842,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_operative_temperature,0.3561746079246019,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_p_tail,0.3589513218497697,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_operative_temperature,0.5393971720945283,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_p_tail,0.4921699625494062,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_operative_temperature,0.631335849268868,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_p_tail,0.5839200682102729,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_operative_temperature,0.35935307068820443,4437
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_p_tail,0.2851070079163927,4437
ahmedabad_ssp585_near_2030s_hot_2037,core_bottom,core,bottom,core,horizontal_GHI__zone_operative_temperature,0.30367271340126006,4437
ahmedabad_ssp585_near_2030s_hot_2037,core_bottom,core,bottom,core,horizontal_GHI__zone_p_tail,0.16434259953490943,4437
ahmedabad_ssp585_near_2030s_hot_2037,core_mid,core,middle,core,horizontal_GHI__zone_operative_temperature,0.2532072766690733,4437
ahmedabad_ssp585_near_2030s_hot_2037,core_mid,core,middle,core,horizontal_GHI__zone_p_tail,0.15295146637482737,4437
ahmedabad_ssp585_near_2030s_hot_2037,core_top,core,top,core,horizontal_GHI__zone_operative_temperature,0.33366225414334344,4437
ahmedabad_ssp585_near_2030s_hot_2037,core_top,core,top,core,horizontal_GHI__zone_p_tail,0.1850377941354205,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_operative_temperature,0.39392169021826073,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_p_tail,0.3820314836487695,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_operative_temperature,0.5777906547857984,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_p_tail,0.5294536115301427,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_operative_temperature,0.6267952739540915,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_p_tail,0.5624246591358938,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_operative_temperature,0.38873253496910304,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_p_tail,0.3045180420889484,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_operative_temperature,0.3198478485709445,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_p_tail,0.2576691957786886,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_operative_temperature,0.4909949845589958,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_p_tail,0.467226215304611,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_operative_temperature,0.5220698011287059,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_p_tail,0.48916897195383846,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_operative_temperature,0.2913523629268571,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_p_tail,0.19250359007198842,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_operative_temperature,0.3561746079246019,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_p_tail,0.3589513218497697,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_operative_temperature,0.5393971720945283,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_p_tail,0.4921699625494062,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_operative_temperature,0.631335849268868,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_p_tail,0.5839200682102729,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_operative_temperature,0.35935307068820443,4437
ahmedabad_ssp585_near_2030s_hot_2037,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_p_tail,0.2851070079163927,4437
ahmedabad_ssp585_near_2030s_typical_2031,core_bottom,core,bottom,core,horizontal_GHI__zone_operative_temperature,0.319732427364091,4437
ahmedabad_ssp585_near_2030s_typical_2031,core_bottom,core,bottom,core,horizontal_GHI__zone_p_tail,0.13308845641487693,4437
ahmedabad_ssp585_near_2030s_typical_2031,core_mid,core,middle,core,horizontal_GHI__zone_operative_temperature,0.27073133254574483,4437
ahmedabad_ssp585_near_2030s_typical_2031,core_mid,core,middle,core,horizontal_GHI__zone_p_tail,0.12318837832535698,4437
ahmedabad_ssp585_near_2030s_typical_2031,core_top,core,top,core,horizontal_GHI__zone_operative_temperature,0.3564293569456458,4437
ahmedabad_ssp585_near_2030s_typical_2031,core_top,core,top,core,horizontal_GHI__zone_p_tail,0.16058718562546218,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_operative_temperature,0.4037019483341445,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_p_tail,0.3373551266257075,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_operative_temperature,0.5612198433585284,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_p_tail,0.5329500361142263,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_operative_temperature,0.5944466833829727,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_p_tail,0.5145374517058987,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_operative_temperature,0.39962549422587473,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_p_tail,0.2808245573326641,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_operative_temperature,0.3335307378513646,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_p_tail,0.2288192563119002,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_operative_temperature,0.4849857073979363,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_p_tail,0.435713205102184,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_operative_temperature,0.48148695129072056,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_p_tail,0.4265069061467589,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_operative_temperature,0.3092047933958736,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_p_tail,0.18631303683488462,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_operative_temperature,0.37270262993317665,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_p_tail,0.30360566352966734,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_operative_temperature,0.524858667575857,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_p_tail,0.4881234821513499,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_operative_temperature,0.5846628704333717,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_p_tail,0.5239525764395602,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_operative_temperature,0.37002160981500704,4437
ahmedabad_ssp585_near_2030s_typical_2031,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_p_tail,0.25673190167411436,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,core_bottom,core,bottom,core,horizontal_GHI__zone_operative_temperature,0.45130585403454243,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,core_bottom,core,bottom,core,horizontal_GHI__zone_p_tail,-0.12593287150006222,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,core_mid,core,middle,core,horizontal_GHI__zone_operative_temperature,0.40825905503944815,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,core_mid,core,middle,core,horizontal_GHI__zone_p_tail,-0.10712492719222626,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,core_top,core,top,core,horizontal_GHI__zone_operative_temperature,0.46464090076856346,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,core_top,core,top,core,horizontal_GHI__zone_p_tail,-0.01983114889824444,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_operative_temperature,0.4822887060185898,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_3,perimeter,top,north,horizontal_GHI__zone_p_tail,0.19885812101866276,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_operative_temperature,0.5843658171884083,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_2,perimeter,top,east,horizontal_GHI__zone_p_tail,0.3626117312869904,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_operative_temperature,0.7472860857204366,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_1,perimeter,top,south,horizontal_GHI__zone_p_tail,0.4357533868658255,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_operative_temperature,0.49083878440637324,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_top_zn_4,perimeter,top,west,horizontal_GHI__zone_p_tail,0.17794228503024984,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_operative_temperature,0.42137724842339214,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_3,perimeter,bottom,north,horizontal_GHI__zone_p_tail,0.09549430440906526,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_operative_temperature,0.5246434514112284,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_2,perimeter,bottom,east,horizontal_GHI__zone_p_tail,0.2602756301939026,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_operative_temperature,0.5659283247133756,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_1,perimeter,bottom,south,horizontal_GHI__zone_p_tail,0.28581897280442936,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_operative_temperature,0.421079194655899,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_bot_zn_4,perimeter,bottom,west,horizontal_GHI__zone_p_tail,0.08597924836596443,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_operative_temperature,0.4725479709991758,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_3,perimeter,middle,north,horizontal_GHI__zone_p_tail,0.15838972959175926,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_operative_temperature,0.5758838197523352,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_2,perimeter,middle,east,horizontal_GHI__zone_p_tail,0.3472808149026707,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_operative_temperature,0.7531880514550872,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_1,perimeter,middle,south,horizontal_GHI__zone_p_tail,0.4171435943043523,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_operative_temperature,0.48339018158529795,4437
beijing_ssp245_baseline_2020s_heatwave_extreme_2025,perimeter_mid_zn_4,perimeter,middle,west,horizontal_GHI__zone_p_tail,0.13749441215986655,4437
beijing_ssp245_baseline_2020s_hot_2025,core_bottom,core,bottom,core,horizontal_GHI__zone_operative_temperature,0.45130585403454243,4437
