scope,unique_states,equal_zone_mean_mean,area_weighted_mean_mean,zone_p90_mean,any_zone_mean,equal_zone_mean_high_pct,area_weighted_mean_high_pct,zone_p90_high_pct,any_zone_high_pct,hidden_any_zone_pct,area_weighted_zone_time_high_pct,unweighted_zone_time_high_pct
119_unique_environmental_states_equal_weight,119,0.1132082607099905,0.10864265590915805,0.15980824452974077,0.19068584144409514,12.436411346147656,11.460345632505877,26.657379905985383,35.41490590489069,22.978494558743037,12.18495420209549,13.82608167788188
