weather,analysis_state_sha256,floor,area_weighted_high_tail_pct,unweighted_zone_time_high_tail_pct,any_zone_within_floor_high_tail_pct,mean_p_tail_area_weighted,mean_warm_tail_area_weighted,mean_cold_tail_area_weighted,mean_expected_tsv_area_weighted
beijing_ssp245_baseline_2020s_hot_2025,f41638845eb57abe1b03f2c9249b7264602f55f6ba371a3f2b4d46a7723fec53,bottom,3.3344623765369485,3.3979885057471266,7.309626436781609,0.09790765215117603,0.07420178841182425,0.02370586373935178,0.2238599409565847
beijing_ssp245_baseline_2020s_hot_2025,f41638845eb57abe1b03f2c9249b7264602f55f6ba371a3f2b4d46a7723fec53,middle,4.177931216279744,4.488745210727969,8.997844827586206,0.09178076255067812,0.06751371635491393,0.02426704619576421,0.1981851545010649
beijing_ssp245_baseline_2020s_hot_2025,f41638845eb57abe1b03f2c9249b7264602f55f6ba371a3f2b4d46a7723fec53,top,3.5737364740331503,3.9475574712643677,7.483237547892721,0.08577172976741676,0.05919702945845437,0.026574700308962383,0.13939664751736838
beijing_ssp245_baseline_2020s_typical_2026,54cffa022e03e1253d0a64acfde9cb2ad01163e0a6efbb9a5a4b071dd9ec70d6,bottom,0.4387067467076347,0.3963122605363985,1.5385536398467432,0.09075965768606031,0.06607508701763792,0.024684570668422386,0.18004037657294852
beijing_ssp245_baseline_2020s_typical_2026,54cffa022e03e1253d0a64acfde9cb2ad01163e0a6efbb9a5a4b071dd9ec70d6,middle,1.183870286477675,1.533764367816092,5.657327586206897,0.08207277120803043,0.056847138190455185,0.02522563301757525,0.14488299677127986
beijing_ssp245_baseline_2020s_typical_2026,54cffa022e03e1253d0a64acfde9cb2ad01163e0a6efbb9a5a4b071dd9ec70d6,top,1.1306662982970626,1.3996647509578544,4.561781609195402,0.07771096260907585,0.05006628591794537,0.02764467669113048,0.09001513364222109
beijing_ssp245_late_2080s_heatwave_extreme_2084,55f30099243d212003ebe7a5c04fff9306df81159d60e512cd78ea7a2a5a6558,bottom,9.922782847618157,9.916187739463602,14.756944444444445,0.11389068349078446,0.0912611464743632,0.022629537016421248,0.2788349972654213
beijing_ssp245_late_2080s_heatwave_extreme_2084,55f30099243d212003ebe7a5c04fff9306df81159d60e512cd78ea7a2a5a6558,middle,10.670814505925277,10.942289272030651,15.146072796934865,0.11037853998740083,0.0877545333591306,0.02262400662827023,0.2713452014488866
beijing_ssp245_late_2080s_heatwave_extreme_2084,55f30099243d212003ebe7a5c04fff9306df81159d60e512cd78ea7a2a5a6558,top,9.997938230690362,10.276580459770116,13.469827586206899,0.10346727662318697,0.07882361621629454,0.024643660406892424,0.218482333170651
beijing_ssp245_late_2080s_hot_2084,55f30099243d212003ebe7a5c04fff9306df81159d60e512cd78ea7a2a5a6558,bottom,9.922782847618157,9.916187739463602,14.756944444444445,0.11389068349078446,0.0912611464743632,0.022629537016421248,0.2788349972654213
