floor,area_weighted_high_tail_pct,unweighted_zone_time_high_tail_pct,any_zone_within_floor_high_tail_pct,mean_warm_tail_area_weighted,mean_cold_tail_area_weighted,mean_expected_tsv_area_weighted,mean_air_temp_area_weighted_c,mean_radiant_temp_area_weighted_c,cases_floor_has_highest_area_weighted_tail,cases_floor_has_highest_unweighted_tail,cases_floor_has_highest_any_zone_tail
bottom,11.04399908378217,13.630725508194976,31.85418828490847,0.0825775477255159,0.027287183783480433,0.26143572671984044,24.576762109632405,26.48810687393256,3,0,81
middle,15.114713112717174,16.27752999946786,30.69964945189442,0.08954024668650536,0.026545221168764226,0.28163278144549064,24.759347528747593,26.424073335547202,135,134,63
top,13.356472836533888,14.642001915708814,26.451581790123456,0.08177307066164755,0.027927184626265953,0.24495661790046258,24.549949466353752,26.30061692349396,6,10,0
