weather,city,scenario_raw,time_slice,severity,weather_year,bottom_area_weighted_high_tail_pct,bottom_unweighted_high_tail_pct,bottom_any_zone_high_tail_pct,middle_area_weighted_high_tail_pct,middle_unweighted_high_tail_pct,middle_any_zone_high_tail_pct,top_area_weighted_high_tail_pct,top_unweighted_high_tail_pct,top_any_zone_high_tail_pct,P1_bottom_high_tail_pct,P1_middle_high_tail_pct,P1_top_high_tail_pct,P2_bottom_high_tail_pct,P2_middle_high_tail_pct,P2_top_high_tail_pct,P3_bottom_high_tail_pct,P3_middle_high_tail_pct,P3_top_high_tail_pct,P4_bottom_high_tail_pct,P4_middle_high_tail_pct,P4_top_high_tail_pct
ahmedabad_ssp245_near_2030s_hot_2034,Ahmedabad,ssp245,near_2030s,hot,2034,11.420385988165709,15.01317049808429,45.94109195402299,16.003942681763476,17.619731800766285,39.47557471264368,13.608982991957586,15.293342911877394,33.01005747126437,45.20474137931034,37.877155172413794,31.36973180076628,8.84219348659004,12.02705938697318,11.829501915708812,9.123563218390805,16.157806513409962,14.128352490421456,6.052442528735632,9.243295019157088,8.45905172413793
ahmedabad_ssp245_near_2030s_typical_2032,Ahmedabad,ssp245,near_2030s,typical,2032,8.009755065070518,11.463122605363985,40.60704022988506,11.797111036523592,13.832614942528734,34.44683908045977,9.27504691250464,11.251197318007662,27.68199233716475,39.87068965517241,32.25574712643678,25.0419061302682,5.4477969348659006,8.465038314176246,8.165708812260537,5.30411877394636,12.380268199233717,9.476772030651341,3.945162835249042,7.710727969348659,7.243773946360153
ahmedabad_ssp585_baseline_2020s_heatwave_extreme_2027,Ahmedabad,ssp585,baseline_2020s,heatwave_extreme,2027,21.338044548590126,25.87045019157088,56.393678160919535,27.067578471700106,28.864942528735632,52.20306513409961,22.465646879875774,24.788074712643677,45.21072796934866,55.70522030651341,49.712643678160916,42.31920498084291,19.887452107279692,22.114463601532567,20.629789272030653,21.461925287356323,27.771791187739463,23.66499042145594,17.52873563218391,21.126676245210728,18.528496168582375
ahmedabad_ssp585_baseline_2020s_hot_2027,Ahmedabad,ssp585,baseline_2020s,hot,2027,21.338044548590126,25.87045019157088,56.393678160919535,27.067578471700106,28.864942528735632,52.20306513409961,22.465646879875774,24.788074712643677,45.21072796934866,55.70522030651341,49.712643678160916,42.31920498084291,19.887452107279692,22.114463601532567,20.629789272030653,21.461925287356323,27.771791187739463,23.66499042145594,17.52873563218391,21.126676245210728,18.528496168582375
ahmedabad_ssp585_baseline_2020s_typical_2025,Ahmedabad,ssp585,baseline_2020s,typical,2025,13.220114004417066,16.669061302681992,44.019396551724135,16.406207517499173,18.049568965517242,38.451867816091955,14.607738944280445,16.265565134099617,33.997844827586206,43.49856321839081,36.94923371647509,32.25574712643678,11.308668582375478,12.709530651340998,12.344348659003831,10.883620689655173,15.385536398467433,14.11637931034483,9.584530651340996,11.805555555555555,10.811781609195402
ahmedabad_ssp585_late_2080s_heatwave_extreme_2088,Ahmedabad,ssp585,late_2080s,heatwave_extreme,2088,28.993623851377,32.36949233716475,62.655651340996165,32.361034696681536,33.97030651340996,55.82495210727969,30.33766408850625,31.675047892720304,51.17337164750958,62.039032567049816,54.66355363984674,49.55699233716475,25.897988505747126,28.32255747126437,27.783764367816094,26.92169540229885,32.0941091954023,30.53759578544061,23.359674329501914,25.61661877394636,22.92265325670498
ahmedabad_ssp585_late_2080s_hot_2088,Ahmedabad,ssp585,late_2080s,hot,2088,28.993623851377,32.36949233716475,62.655651340996165,32.361034696681536,33.97030651340996,55.82495210727969,30.33766408850625,31.675047892720304,51.17337164750958,62.039032567049816,54.66355363984674,49.55699233716475,25.897988505747126,28.32255747126437,27.783764367816094,26.92169540229885,32.0941091954023,30.53759578544061,23.359674329501914,25.61661877394636,22.92265325670498
ahmedabad_ssp585_late_2080s_typical_2087,Ahmedabad,ssp585,late_2080s,typical,2087,16.067219041986174,20.264607279693486,52.11326628352491,20.68567187471198,22.310823754789272,45.043103448275865,18.474038144560577,20.281369731800766,40.463362068965516,51.293103448275865,43.31297892720307,38.589559386973185,14.50550766283525,16.373323754789272,16.103927203065137,14.571360153256704,20.342432950191572,18.773946360153257,11.129070881226054,14.080459770114942,12.679597701149426
ahmedabad_ssp585_mid_2050s_heatwave_extreme_2051,Ahmedabad,ssp585,mid_2050s,heatwave_extreme,2051,15.455244216393046,20.077825670498083,53.62787356321839,21.035640409471874,23.411159003831415,47.940613026819925,18.134491682937842,20.586685823754788,41.86422413793103,52.89750957854407,45.83931992337165,39.30196360153257,13.164511494252872,16.822318007662833,16.45713601532567,14.56537356321839,22.737068965517242,19.282806513409962,11.129070881226054,14.816810344827585,13.637452107279694
ahmedabad_ssp585_mid_2050s_hot_2050,Ahmedabad,ssp585,mid_2050s,hot,2050,15.792425824810966,19.964080459770113,52.78376436781609,21.49571630469572,23.07471264367816,45.569923371647505,18.525658150077707,20.35201149425287,39.52346743295019,51.81393678160919,43.98347701149425,37.58979885057471,13.697318007662835,16.822318007662833,16.648706896551722,14.601293103448276,22.180316091954023,19.486350574712645,10.237068965517242,14.17624521072797,12.703544061302683
ahmedabad_ssp585_mid_2050s_typical_2055,Ahmedabad,ssp585,mid_2050s,typical,2055,8.2213848962764,11.379310344827587,39.230124521072796,11.673735473630638,13.341714559386972,34.48874521072797,10.032953183838535,11.834291187739463,30.106561302681996,38.38002873563218,32.417385057471265,27.879549808429115,5.453783524904215,7.561063218390805,7.836446360153257,5.699233716475096,11.278735632183908,9.770114942528735,4.040948275862069,6.878591954022989,6.609195402298851
ahmedabad_ssp585_near_2030s_heatwave_extreme_2037,Ahmedabad,ssp585,near_2030s,heatwave_extreme,2037,10.675534515438247,14.601293103448276,46.21647509578544,14.945487370554144,16.708572796934863,38.92480842911878,12.712015327908354,14.647988505747126,33.099856321839084,45.45617816091954,36.991139846743295,31.26197318007663,8.435105363984674,10.859674329501916,10.9375,7.902298850574713,14.87667624521073,12.697557471264368,6.417624521072797,9.18941570881226,8.776340996168583
