case,err,severe_lines,fatal_lines,warmup_convergence_lines,summary_warnings,summary_severe,completed_successfully,summary
beijing_ssp585_baseline_2020s_typical_2026,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_baseline_2020s_typical_2026/diagnostic_reference/eplusout.err,0,0,0,20944,0,True,************* EnergyPlus Completed Successfully-- 20944 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 58.21sec
beijing_ssp585_late_2080s_heatwave_extreme_2089,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_late_2080s_heatwave_extreme_2089/diagnostic_reference/eplusout.err,0,0,0,20827,0,True,************* EnergyPlus Completed Successfully-- 20827 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.14sec
beijing_ssp585_late_2080s_hot_2089,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_late_2080s_hot_2089/diagnostic_reference/eplusout.err,0,0,0,20827,0,True,************* EnergyPlus Completed Successfully-- 20827 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.85sec
beijing_ssp585_late_2080s_typical_2084,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_late_2080s_typical_2084/diagnostic_reference/eplusout.err,2,0,2,28230,2,True,************* EnergyPlus Completed Successfully-- 28230 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 57.87sec
beijing_ssp585_mid_2050s_heatwave_extreme_2052,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_mid_2050s_heatwave_extreme_2052/diagnostic_reference/eplusout.err,0,0,0,21008,0,True,************* EnergyPlus Completed Successfully-- 21008 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.57sec
beijing_ssp585_mid_2050s_hot_2052,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_mid_2050s_hot_2052/diagnostic_reference/eplusout.err,0,0,0,21008,0,True,************* EnergyPlus Completed Successfully-- 21008 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.95sec
beijing_ssp585_mid_2050s_typical_2053,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_mid_2050s_typical_2053/diagnostic_reference/eplusout.err,0,0,0,20968,0,True,************* EnergyPlus Completed Successfully-- 20968 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 59.46sec
beijing_ssp585_near_2030s_heatwave_extreme_2030,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_near_2030s_heatwave_extreme_2030/diagnostic_reference/eplusout.err,0,0,0,20576,0,True,************* EnergyPlus Completed Successfully-- 20576 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.21sec
beijing_ssp585_near_2030s_hot_2037,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_near_2030s_hot_2037/diagnostic_reference/eplusout.err,0,0,0,20104,0,True,************* EnergyPlus Completed Successfully-- 20104 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.09sec
beijing_ssp585_near_2030s_typical_2032,diagnostic_reference_zone_raw_full/energyplus/beijing_ssp585_near_2030s_typical_2032/diagnostic_reference/eplusout.err,0,0,0,20634,0,True,************* EnergyPlus Completed Successfully-- 20634 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.69sec
guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_baseline_2020s_heatwave_extreme_2028/diagnostic_reference/eplusout.err,0,0,0,20052,0,True,************* EnergyPlus Completed Successfully-- 20052 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.57sec
guangzhou_ssp245_baseline_2020s_hot_2027,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_baseline_2020s_hot_2027/diagnostic_reference/eplusout.err,0,0,0,20386,0,True,************* EnergyPlus Completed Successfully-- 20386 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.98sec
guangzhou_ssp245_baseline_2020s_typical_2025,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_baseline_2020s_typical_2025/diagnostic_reference/eplusout.err,0,0,0,21194,0,True,************* EnergyPlus Completed Successfully-- 21194 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.84sec
guangzhou_ssp245_late_2080s_heatwave_extreme_2088,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_late_2080s_heatwave_extreme_2088/diagnostic_reference/eplusout.err,1,0,1,28286,1,True,************* EnergyPlus Completed Successfully-- 28286 Warning; 1 Severe Errors; Elapsed Time=00hr 00min 56.63sec
guangzhou_ssp245_late_2080s_hot_2083,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_late_2080s_hot_2083/diagnostic_reference/eplusout.err,0,0,0,20780,0,True,************* EnergyPlus Completed Successfully-- 20780 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.35sec
guangzhou_ssp245_late_2080s_typical_2084,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_late_2080s_typical_2084/diagnostic_reference/eplusout.err,0,0,0,20296,0,True,************* EnergyPlus Completed Successfully-- 20296 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.14sec
guangzhou_ssp245_mid_2050s_heatwave_extreme_2055,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_mid_2050s_heatwave_extreme_2055/diagnostic_reference/eplusout.err,2,0,2,28339,2,True,************* EnergyPlus Completed Successfully-- 28339 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 56.89sec
guangzhou_ssp245_mid_2050s_hot_2051,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_mid_2050s_hot_2051/diagnostic_reference/eplusout.err,2,0,2,28247,2,True,************* EnergyPlus Completed Successfully-- 28247 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 58.05sec
guangzhou_ssp245_mid_2050s_typical_2054,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_mid_2050s_typical_2054/diagnostic_reference/eplusout.err,2,0,2,28364,2,True,************* EnergyPlus Completed Successfully-- 28364 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 58.09sec
guangzhou_ssp245_near_2030s_heatwave_extreme_2034,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_near_2030s_heatwave_extreme_2034/diagnostic_reference/eplusout.err,0,0,0,20277,0,True,************* EnergyPlus Completed Successfully-- 20277 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.47sec
guangzhou_ssp245_near_2030s_hot_2038,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_near_2030s_hot_2038/diagnostic_reference/eplusout.err,0,0,0,20534,0,True,************* EnergyPlus Completed Successfully-- 20534 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.35sec
guangzhou_ssp245_near_2030s_typical_2031,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp245_near_2030s_typical_2031/diagnostic_reference/eplusout.err,0,0,0,21619,0,True,************* EnergyPlus Completed Successfully-- 21619 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.26sec
guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_baseline_2020s_heatwave_extreme_2026/diagnostic_reference/eplusout.err,0,0,0,20147,0,True,************* EnergyPlus Completed Successfully-- 20147 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.10sec
guangzhou_ssp585_baseline_2020s_hot_2028,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_baseline_2020s_hot_2028/diagnostic_reference/eplusout.err,0,0,0,20726,0,True,************* EnergyPlus Completed Successfully-- 20726 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.48sec
guangzhou_ssp585_baseline_2020s_typical_2025,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_baseline_2020s_typical_2025/diagnostic_reference/eplusout.err,0,0,0,20484,0,True,************* EnergyPlus Completed Successfully-- 20484 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.72sec
guangzhou_ssp585_late_2080s_heatwave_extreme_2086,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_late_2080s_heatwave_extreme_2086/diagnostic_reference/eplusout.err,0,0,0,21203,0,True,************* EnergyPlus Completed Successfully-- 21203 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.22sec
guangzhou_ssp585_late_2080s_hot_2086,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_late_2080s_hot_2086/diagnostic_reference/eplusout.err,0,0,0,21203,0,True,************* EnergyPlus Completed Successfully-- 21203 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.16sec
guangzhou_ssp585_late_2080s_typical_2087,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_late_2080s_typical_2087/diagnostic_reference/eplusout.err,0,0,0,20356,0,True,************* EnergyPlus Completed Successfully-- 20356 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.18sec
guangzhou_ssp585_mid_2050s_heatwave_extreme_2059,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_mid_2050s_heatwave_extreme_2059/diagnostic_reference/eplusout.err,0,0,0,21816,0,True,************* EnergyPlus Completed Successfully-- 21816 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.65sec
guangzhou_ssp585_mid_2050s_hot_2057,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_mid_2050s_hot_2057/diagnostic_reference/eplusout.err,0,0,0,20724,0,True,************* EnergyPlus Completed Successfully-- 20724 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.12sec
guangzhou_ssp585_mid_2050s_typical_2050,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_mid_2050s_typical_2050/diagnostic_reference/eplusout.err,0,0,0,20643,0,True,************* EnergyPlus Completed Successfully-- 20643 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.00sec
guangzhou_ssp585_near_2030s_heatwave_extreme_2033,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_near_2030s_heatwave_extreme_2033/diagnostic_reference/eplusout.err,0,0,0,20090,0,True,************* EnergyPlus Completed Successfully-- 20090 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 55.99sec
guangzhou_ssp585_near_2030s_hot_2033,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_near_2030s_hot_2033/diagnostic_reference/eplusout.err,0,0,0,20090,0,True,************* EnergyPlus Completed Successfully-- 20090 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.16sec
guangzhou_ssp585_near_2030s_typical_2039,diagnostic_reference_zone_raw_full/energyplus/guangzhou_ssp585_near_2030s_typical_2039/diagnostic_reference/eplusout.err,0,0,0,19927,0,True,************* EnergyPlus Completed Successfully-- 19927 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.11sec
houston_ssp245_baseline_2020s_heatwave_extreme_2026,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_baseline_2020s_heatwave_extreme_2026/diagnostic_reference/eplusout.err,0,0,0,21395,0,True,************* EnergyPlus Completed Successfully-- 21395 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.06sec
houston_ssp245_baseline_2020s_hot_2026,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_baseline_2020s_hot_2026/diagnostic_reference/eplusout.err,0,0,0,21395,0,True,************* EnergyPlus Completed Successfully-- 21395 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 55.99sec
houston_ssp245_baseline_2020s_typical_2027,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_baseline_2020s_typical_2027/diagnostic_reference/eplusout.err,0,0,0,20225,0,True,************* EnergyPlus Completed Successfully-- 20225 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 55.88sec
houston_ssp245_late_2080s_heatwave_extreme_2081,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_late_2080s_heatwave_extreme_2081/diagnostic_reference/eplusout.err,0,0,0,20421,0,True,************* EnergyPlus Completed Successfully-- 20421 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 55.98sec
houston_ssp245_late_2080s_hot_2085,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_late_2080s_hot_2085/diagnostic_reference/eplusout.err,0,0,0,19937,0,True,************* EnergyPlus Completed Successfully-- 19937 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.13sec
houston_ssp245_late_2080s_typical_2086,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_late_2080s_typical_2086/diagnostic_reference/eplusout.err,0,0,0,20323,0,True,************* EnergyPlus Completed Successfully-- 20323 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.24sec
houston_ssp245_mid_2050s_heatwave_extreme_2058,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_mid_2050s_heatwave_extreme_2058/diagnostic_reference/eplusout.err,0,0,0,20551,0,True,************* EnergyPlus Completed Successfully-- 20551 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.13sec
houston_ssp245_mid_2050s_hot_2056,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_mid_2050s_hot_2056/diagnostic_reference/eplusout.err,2,0,2,28225,2,True,************* EnergyPlus Completed Successfully-- 28225 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 56.53sec
houston_ssp245_mid_2050s_typical_2052,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_mid_2050s_typical_2052/diagnostic_reference/eplusout.err,0,0,0,20317,0,True,************* EnergyPlus Completed Successfully-- 20317 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.78sec
houston_ssp245_near_2030s_heatwave_extreme_2039,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_near_2030s_heatwave_extreme_2039/diagnostic_reference/eplusout.err,0,0,0,20594,0,True,************* EnergyPlus Completed Successfully-- 20594 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 55.74sec
houston_ssp245_near_2030s_hot_2038,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_near_2030s_hot_2038/diagnostic_reference/eplusout.err,0,0,0,21010,0,True,************* EnergyPlus Completed Successfully-- 21010 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.42sec
houston_ssp245_near_2030s_typical_2033,diagnostic_reference_zone_raw_full/energyplus/houston_ssp245_near_2030s_typical_2033/diagnostic_reference/eplusout.err,0,0,0,21173,0,True,************* EnergyPlus Completed Successfully-- 21173 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.04sec
houston_ssp585_baseline_2020s_heatwave_extreme_2025,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_baseline_2020s_heatwave_extreme_2025/diagnostic_reference/eplusout.err,0,0,0,20647,0,True,************* EnergyPlus Completed Successfully-- 20647 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.83sec
houston_ssp585_baseline_2020s_hot_2026,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_baseline_2020s_hot_2026/diagnostic_reference/eplusout.err,0,0,0,20102,0,True,************* EnergyPlus Completed Successfully-- 20102 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.56sec
houston_ssp585_baseline_2020s_typical_2025,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_baseline_2020s_typical_2025/diagnostic_reference/eplusout.err,0,0,0,20647,0,True,************* EnergyPlus Completed Successfully-- 20647 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.90sec
houston_ssp585_late_2080s_heatwave_extreme_2086,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_late_2080s_heatwave_extreme_2086/diagnostic_reference/eplusout.err,2,0,2,28399,2,True,************* EnergyPlus Completed Successfully-- 28399 Warning; 2 Severe Errors; Elapsed Time=00hr 00min 57.28sec
houston_ssp585_late_2080s_hot_2080,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_late_2080s_hot_2080/diagnostic_reference/eplusout.err,0,0,0,20930,0,True,************* EnergyPlus Completed Successfully-- 20930 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.66sec
houston_ssp585_late_2080s_typical_2088,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_late_2080s_typical_2088/diagnostic_reference/eplusout.err,0,0,0,21047,0,True,************* EnergyPlus Completed Successfully-- 21047 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.54sec
houston_ssp585_mid_2050s_heatwave_extreme_2059,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_mid_2050s_heatwave_extreme_2059/diagnostic_reference/eplusout.err,0,0,0,20654,0,True,************* EnergyPlus Completed Successfully-- 20654 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.12sec
houston_ssp585_mid_2050s_hot_2058,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_mid_2050s_hot_2058/diagnostic_reference/eplusout.err,0,0,0,20131,0,True,************* EnergyPlus Completed Successfully-- 20131 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.21sec
houston_ssp585_mid_2050s_typical_2055,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_mid_2050s_typical_2055/diagnostic_reference/eplusout.err,0,0,0,20760,0,True,************* EnergyPlus Completed Successfully-- 20760 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.28sec
houston_ssp585_near_2030s_heatwave_extreme_2037,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_near_2030s_heatwave_extreme_2037/diagnostic_reference/eplusout.err,0,0,0,20489,0,True,************* EnergyPlus Completed Successfully-- 20489 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.93sec
houston_ssp585_near_2030s_hot_2035,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_near_2030s_hot_2035/diagnostic_reference/eplusout.err,0,0,0,20336,0,True,************* EnergyPlus Completed Successfully-- 20336 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 57.21sec
houston_ssp585_near_2030s_typical_2038,diagnostic_reference_zone_raw_full/energyplus/houston_ssp585_near_2030s_typical_2038/diagnostic_reference/eplusout.err,0,0,0,20221,0,True,************* EnergyPlus Completed Successfully-- 20221 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 58.16sec
kolkata_ssp245_baseline_2020s_heatwave_extreme_2027,diagnostic_reference_zone_raw_full/energyplus/kolkata_ssp245_baseline_2020s_heatwave_extreme_2027/diagnostic_reference/eplusout.err,0,0,0,20714,0,True,************* EnergyPlus Completed Successfully-- 20714 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.69sec
kolkata_ssp245_baseline_2020s_hot_2028,diagnostic_reference_zone_raw_full/energyplus/kolkata_ssp245_baseline_2020s_hot_2028/diagnostic_reference/eplusout.err,0,0,0,20269,0,True,************* EnergyPlus Completed Successfully-- 20269 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.34sec
kolkata_ssp245_baseline_2020s_typical_2026,diagnostic_reference_zone_raw_full/energyplus/kolkata_ssp245_baseline_2020s_typical_2026/diagnostic_reference/eplusout.err,0,0,0,20472,0,True,************* EnergyPlus Completed Successfully-- 20472 Warning; 0 Severe Errors; Elapsed Time=00hr 00min 56.64sec
kolkata_ssp245_late_2080s_heatwave_extreme_2086,diagnostic_reference_zone_raw_full/energyplus/kolkata_ssp245_late_2080s_heatwave_extreme_2086/diagnostic_reference/eplusout.err,1,0,1,28251,1,True,************* EnergyPlus Completed Successfully-- 28251 Warning; 1 Severe Errors; Elapsed Time=00hr 00min 57.16sec
